"Plot Title: 21474967"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21474967, SEN S/N: 21474967)","Host Connected (LGR S/N: 21474967)","Coupler Detached (LGR S/N: 21474967)","Coupler Attached (LGR S/N: 21474967)","Stopped (LGR S/N: 21474967)","End Of File (LGR S/N: 21474967)"
56,07/22/22 10:33:30 PM,11.139,,,,,
57,07/22/22 11:33:30 PM,10.553,,,,,
58,07/23/22 12:33:30 AM,10.455,,,,,
59,07/23/22 01:33:30 AM,10.455,,,,,
60,07/23/22 02:33:30 AM,10.161,,,,,
61,07/23/22 03:33:30 AM,9.472,,,,,
62,07/23/22 04:33:30 AM,9.275,,,,,
63,07/23/22 05:33:30 AM,8.978,,,,,
64,07/23/22 06:33:30 AM,8.978,,,,,
65,07/23/22 07:33:30 AM,10.357,,,,,
66,07/23/22 08:33:30 AM,13.942,,,,,
67,07/23/22 09:33:30 AM,17.475,,,,,
68,07/23/22 10:33:30 AM,18.331,,,,,
69,07/23/22 11:33:30 AM,16.618,,,,,
70,07/23/22 12:33:30 PM,19.187,,,,,
71,07/23/22 01:33:30 PM,23.388,,,,,
72,07/23/22 02:33:30 PM,21.378,,,,,
73,07/23/22 03:33:30 PM,16.808,,,,,
74,07/23/22 04:33:30 PM,16.903,,,,,
75,07/23/22 05:33:30 PM,17.570,,,,,
76,07/23/22 06:33:30 PM,16.808,,,,,
77,07/23/22 07:33:30 PM,11.722,,,,,
78,07/23/22 08:33:30 PM,10.944,,,,,
79,07/23/22 09:33:30 PM,10.651,,,,,
80,07/23/22 10:33:30 PM,10.259,,,,,
81,07/23/22 11:33:30 PM,9.866,,,,,
82,07/24/22 12:33:30 AM,8.779,,,,,
83,07/24/22 01:33:30 AM,8.182,,,,,
84,07/24/22 02:33:30 AM,7.983,,,,,
85,07/24/22 03:33:30 AM,7.782,,,,,
86,07/24/22 04:33:30 AM,7.280,,,,,
87,07/24/22 05:33:30 AM,7.280,,,,,
88,07/24/22 06:33:30 AM,7.179,,,,,
89,07/24/22 07:33:30 AM,8.282,,,,,
90,07/24/22 08:33:30 AM,10.357,,,,,
91,07/24/22 09:33:30 AM,13.942,,,,,
92,07/24/22 10:33:30 AM,16.808,,,,,
93,07/24/22 11:33:30 AM,19.187,,,,,
94,07/24/22 12:33:30 PM,19.853,,,,,
95,07/24/22 01:33:30 PM,13.269,,,,,
96,07/24/22 02:33:30 PM,11.334,,,,,
97,07/24/22 03:33:30 PM,14.804,,,,,
98,07/24/22 04:33:30 PM,14.517,,,,,
99,07/24/22 05:33:30 PM,11.916,,,,,
100,07/24/22 06:33:30 PM,10.553,,,,,
101,07/24/22 07:33:30 PM,10.944,,,,,
102,07/24/22 08:33:30 PM,9.472,,,,,
103,07/24/22 09:33:30 PM,8.779,,,,,
104,07/24/22 10:33:30 PM,8.182,,,,,
105,07/24/22 11:33:30 PM,7.983,,,,,
106,07/25/22 12:33:30 AM,7.682,,,,,
107,07/25/22 01:33:30 AM,7.481,,,,,
108,07/25/22 02:33:30 AM,7.381,,,,,
109,07/25/22 03:33:30 AM,7.179,,,,,
110,07/25/22 04:33:30 AM,6.775,,,,,
111,07/25/22 05:33:30 AM,6.370,,,,,
112,07/25/22 06:33:30 AM,6.268,,,,,
113,07/25/22 07:33:30 AM,6.978,,,,,
114,07/25/22 08:33:30 AM,8.879,,,,,
115,07/25/22 09:33:30 AM,13.365,,,,,
116,07/25/22 10:33:30 AM,17.760,,,,,
117,07/25/22 11:33:30 AM,19.567,,,,,
118,07/25/22 12:33:30 PM,22.046,,,,,
119,07/25/22 01:33:30 PM,25.222,,,,,
120,07/25/22 02:33:30 PM,25.610,,,,,
121,07/25/22 03:33:30 PM,24.062,,,,,
122,07/25/22 04:33:30 PM,24.448,,,,,
123,07/25/22 05:33:30 PM,22.621,,,,,
124,07/25/22 06:33:30 PM,18.711,,,,,
125,07/25/22 07:33:30 PM,16.427,,,,,
126,07/25/22 08:33:30 PM,14.325,,,,,
127,07/25/22 09:33:30 PM,11.722,,,,,
128,07/25/22 10:33:30 PM,10.063,,,,,
129,07/25/22 11:33:30 PM,9.176,,,,,
130,07/26/22 12:33:30 AM,8.680,,,,,
131,07/26/22 01:33:30 AM,8.282,,,,,
132,07/26/22 02:33:30 AM,8.082,,,,,
133,07/26/22 03:33:30 AM,7.782,,,,,
134,07/26/22 04:33:30 AM,7.481,,,,,
135,07/26/22 05:33:30 AM,7.179,,,,,
136,07/26/22 06:33:30 AM,7.179,,,,,
137,07/26/22 07:33:30 AM,8.581,,,,,
138,07/26/22 08:33:30 AM,11.819,,,,,
139,07/26/22 09:33:30 AM,16.046,,,,,
140,07/26/22 10:33:30 AM,18.331,,,,,
141,07/26/22 11:33:30 AM,20.805,,,,,
142,07/26/22 12:33:30 PM,22.908,,,,,
143,07/26/22 01:33:30 PM,25.610,,,,,
144,07/26/22 02:33:30 PM,21.855,,,,,
145,07/26/22 03:33:30 PM,23.004,,,,,
146,07/26/22 04:33:30 PM,21.855,,,,,
147,07/26/22 05:33:30 PM,21.760,,,,,
148,07/26/22 06:33:30 PM,19.853,,,,,
149,07/26/22 07:33:30 PM,18.331,,,,,
150,07/26/22 08:33:30 PM,14.709,,,,,
151,07/26/22 09:33:30 PM,13.173,,,,,
152,07/26/22 10:33:30 PM,12.304,,,,,
153,07/26/22 11:33:30 PM,11.722,,,,,
154,07/27/22 12:33:30 AM,11.431,,,,,
155,07/27/22 01:33:30 AM,10.944,,,,,
156,07/27/22 02:33:30 AM,9.669,,,,,
157,07/27/22 03:33:30 AM,8.581,,,,,
158,07/27/22 04:33:30 AM,7.682,,,,,
159,07/27/22 05:33:30 AM,7.179,,,,,
160,07/27/22 06:33:30 AM,7.481,,,,,
161,07/27/22 07:33:30 AM,8.978,,,,,
162,07/27/22 08:33:30 AM,12.304,,,,,
163,07/27/22 09:33:30 AM,16.523,,,,,
164,07/27/22 10:33:30 AM,20.329,,,,,
165,07/27/22 11:33:30 AM,21.378,,,,,
166,07/27/22 12:33:30 PM,24.545,,,,,
167,07/27/22 01:33:30 PM,27.862,,,,,
168,07/27/22 02:33:30 PM,30.154,,,,,
169,07/27/22 03:33:30 PM,30.154,,,,,
170,07/27/22 04:33:30 PM,26.683,,,,,
171,07/27/22 05:33:30 PM,23.966,,,,,
172,07/27/22 06:33:30 PM,20.424,,,,,
173,07/27/22 07:33:30 PM,17.665,,,,,
174,07/27/22 08:33:30 PM,15.378,,,,,
175,07/27/22 09:33:30 PM,13.365,,,,,
176,07/27/22 10:33:30 PM,12.401,,,,,
177,07/27/22 11:33:30 PM,12.401,,,,,
178,07/28/22 12:33:30 AM,12.110,,,,,
179,07/28/22 01:33:30 AM,10.748,,,,,
180,07/28/22 02:33:30 AM,9.472,,,,,
181,07/28/22 03:33:30 AM,8.779,,,,,
182,07/28/22 04:33:30 AM,8.779,,,,,
183,07/28/22 05:33:30 AM,8.382,,,,,
184,07/28/22 06:33:30 AM,8.978,,,,,
185,07/28/22 07:33:30 AM,9.373,,,,,
186,07/28/22 08:33:30 AM,10.161,,,,,
187,07/28/22 09:33:30 AM,11.041,,,,,
188,07/28/22 10:33:30 AM,16.523,,,,,
189,07/28/22 11:33:30 AM,17.379,,,,,
190,07/28/22 12:33:30 PM,14.038,,,,,
191,07/28/22 01:33:30 PM,10.944,,,,,
192,07/28/22 02:33:30 PM,14.709,,,,,
193,07/28/22 03:33:30 PM,6.370,,,,,
194,07/28/22 04:33:30 PM,6.978,,,,,
195,07/28/22 05:33:30 PM,7.682,,,,,
196,07/28/22 06:33:30 PM,7.582,,,,,
197,07/28/22 07:33:30 PM,7.582,,,,,
198,07/28/22 08:33:30 PM,7.280,,,,,
199,07/28/22 09:33:30 PM,7.079,,,,,
200,07/28/22 10:33:30 PM,6.877,,,,,
201,07/28/22 11:33:30 PM,6.471,,,,,
202,07/29/22 12:33:30 AM,6.370,,,,,
203,07/29/22 01:33:30 AM,5.757,,,,,
204,07/29/22 02:33:30 AM,5.860,,,,,
205,07/29/22 03:33:30 AM,5.962,,,,,
206,07/29/22 04:33:30 AM,5.962,,,,,
207,07/29/22 05:33:30 AM,5.244,,,,,
208,07/29/22 06:33:30 AM,5.141,,,,,
209,07/29/22 07:33:30 AM,5.757,,,,,
210,07/29/22 08:33:30 AM,9.669,,,,,
211,07/29/22 09:33:30 AM,13.173,,,,,
212,07/29/22 10:33:30 AM,12.594,,,,,
213,07/29/22 11:33:30 AM,18.901,,,,,
214,07/29/22 12:33:30 PM,17.760,,,,,
215,07/29/22 01:33:30 PM,18.616,,,,,
216,07/29/22 02:33:30 PM,20.710,,,,,
217,07/29/22 03:33:30 PM,15.091,,,,,
218,07/29/22 04:33:30 PM,14.804,,,,,
219,07/29/22 05:33:30 PM,15.473,,,,,
220,07/29/22 06:33:30 PM,15.282,,,,,
221,07/29/22 07:33:30 PM,14.038,,,,,
222,07/29/22 08:33:30 PM,11.139,,,,,
223,07/29/22 09:33:30 PM,9.176,,,,,
224,07/29/22 10:33:30 PM,7.983,,,,,
225,07/29/22 11:33:30 PM,7.179,,,,,
226,07/30/22 12:33:30 AM,6.674,,,,,
227,07/30/22 01:33:30 AM,6.064,,,,,
228,07/30/22 02:33:30 AM,5.655,,,,,
229,07/30/22 03:33:30 AM,5.552,,,,,
230,07/30/22 04:33:30 AM,5.244,,,,,
231,07/30/22 05:33:30 AM,5.037,,,,,
232,07/30/22 06:33:30 AM,4.831,,,,,
233,07/30/22 07:33:30 AM,6.268,,,,,
234,07/30/22 08:33:30 AM,9.866,,,,,
235,07/30/22 09:33:30 AM,14.038,,,,,
236,07/30/22 10:33:30 AM,17.950,,,,,
237,07/30/22 11:33:30 AM,21.473,,,,,
238,07/30/22 12:33:30 PM,23.773,,,,,
239,07/30/22 01:33:30 PM,26.000,,,,,
240,07/30/22 02:33:30 PM,26.097,,,,,
241,07/30/22 03:33:30 PM,24.351,,,,,
242,07/30/22 04:33:30 PM,19.853,,,,,
243,07/30/22 05:33:30 PM,17.855,,,,,
244,07/30/22 06:33:30 PM,13.558,,,,,
245,07/30/22 07:33:30 PM,11.334,,,,,
246,07/30/22 08:33:30 PM,10.748,,,,,
247,07/30/22 09:33:30 PM,10.357,,,,,
248,07/30/22 10:33:30 PM,9.768,,,,,
249,07/30/22 11:33:30 PM,9.472,,,,,
250,07/31/22 12:33:30 AM,8.481,,,,,
251,07/31/22 01:33:30 AM,7.882,,,,,
252,07/31/22 02:33:30 AM,7.882,,,,,
253,07/31/22 03:33:30 AM,7.983,,,,,
254,07/31/22 04:33:30 AM,7.481,,,,,
255,07/31/22 05:33:30 AM,7.179,,,,,
256,07/31/22 06:33:30 AM,7.179,,,,,
257,07/31/22 07:33:30 AM,7.983,,,,,
258,07/31/22 08:33:30 AM,11.236,,,,,
259,07/31/22 09:33:30 AM,13.558,,,,,
260,07/31/22 10:33:30 AM,17.284,,,,,
261,07/31/22 11:33:30 AM,19.092,,,,,
262,07/31/22 12:33:30 PM,21.378,,,,,
263,07/31/22 01:33:30 PM,12.497,,,,,
264,07/31/22 02:33:30 PM,14.709,,,,,
265,07/31/22 03:33:30 PM,17.475,,,,,
266,07/31/22 04:33:30 PM,12.594,,,,,
267,07/31/22 05:33:30 PM,12.787,,,,,
268,07/31/22 06:33:30 PM,13.942,,,,,
269,07/31/22 07:33:30 PM,13.461,,,,,
270,07/31/22 08:33:30 PM,11.041,,,,,
271,07/31/22 09:33:30 PM,9.373,,,,,
272,07/31/22 10:33:30 PM,8.779,,,,,
273,07/31/22 11:33:30 PM,8.082,,,,,
274,08/01/22 12:33:30 AM,7.782,,,,,
275,08/01/22 01:33:30 AM,7.582,,,,,
276,08/01/22 02:33:30 AM,7.280,,,,,
277,08/01/22 03:33:30 AM,6.978,,,,,
278,08/01/22 04:33:30 AM,6.877,,,,,
279,08/01/22 05:33:30 AM,6.573,,,,,
280,08/01/22 06:33:30 AM,6.978,,,,,
281,08/01/22 07:33:30 AM,7.481,,,,,
282,08/01/22 08:33:30 AM,10.455,,,,,
283,08/01/22 09:33:30 AM,13.269,,,,,
284,08/01/22 10:33:30 AM,17.665,,,,,
285,08/01/22 11:33:30 AM,17.665,,,,,
286,08/01/22 12:33:30 PM,19.948,,,,,
287,08/01/22 01:33:30 PM,20.329,,,,,
288,08/01/22 02:33:30 PM,22.333,,,,,
289,08/01/22 03:33:30 PM,22.717,,,,,
290,08/01/22 04:33:30 PM,18.140,,,,,
291,08/01/22 05:33:30 PM,16.427,,,,,
292,08/01/22 06:33:30 PM,14.996,,,,,
293,08/01/22 07:33:30 PM,13.173,,,,,
294,08/01/22 08:33:30 PM,11.528,,,,,
295,08/01/22 09:33:30 PM,10.748,,,,,
296,08/01/22 10:33:30 PM,10.161,,,,,
297,08/01/22 11:33:30 PM,9.669,,,,,
298,08/02/22 12:33:30 AM,9.077,,,,,
299,08/02/22 01:33:30 AM,8.382,,,,,
300,08/02/22 02:33:30 AM,8.182,,,,,
301,08/02/22 03:33:30 AM,8.382,,,,,
302,08/02/22 04:33:30 AM,8.182,,,,,
303,08/02/22 05:33:30 AM,7.782,,,,,
304,08/02/22 06:33:30 AM,7.280,,,,,
305,08/02/22 07:33:30 AM,8.481,,,,,
306,08/02/22 08:33:30 AM,11.041,,,,,
307,08/02/22 09:33:30 AM,14.038,,,,,
308,08/02/22 10:33:30 AM,16.523,,,,,
309,08/02/22 11:33:30 AM,19.567,,,,,
310,08/02/22 12:33:30 PM,21.664,,,,,
311,08/02/22 01:33:30 PM,22.142,,,,,
312,08/02/22 02:33:30 PM,21.282,,,,,
313,08/02/22 03:33:30 PM,19.472,,,,,
314,08/02/22 04:33:30 PM,20.138,,,,,
315,08/02/22 05:33:30 PM,19.377,,,,,
316,08/02/22 06:33:30 PM,17.094,,,,,
317,08/02/22 07:33:30 PM,15.282,,,,,
318,08/02/22 08:33:30 PM,13.365,,,,,
319,08/02/22 09:33:30 PM,12.207,,,,,
320,08/02/22 10:33:30 PM,11.431,,,,,
321,08/02/22 11:33:30 PM,10.748,,,,,
322,08/03/22 12:33:30 AM,10.357,,,,,
323,08/03/22 01:33:30 AM,10.259,,,,,
324,08/03/22 02:33:30 AM,9.768,,,,,
325,08/03/22 03:33:30 AM,9.275,,,,,
326,08/03/22 04:33:30 AM,9.077,,,,,
327,08/03/22 05:33:30 AM,8.481,,,,,
328,08/03/22 06:33:30 AM,7.882,,,,,
329,08/03/22 07:33:30 AM,8.382,,,,,
330,08/03/22 08:33:30 AM,10.161,,,,,
331,08/03/22 09:33:30 AM,10.944,,,,,
332,08/03/22 10:33:30 AM,13.558,,,,,
333,08/03/22 11:33:30 AM,18.331,,,,,
334,08/03/22 12:33:30 PM,22.046,,,,,
335,08/03/22 01:33:30 PM,24.158,,,,,
336,08/03/22 02:33:30 PM,26.683,,,,,
337,08/03/22 03:33:30 PM,28.853,,,,,
338,08/03/22 04:33:30 PM,23.966,,,,,
339,08/03/22 05:33:30 PM,23.100,,,,,
340,08/03/22 06:33:30 PM,20.424,,,,,
341,08/03/22 07:33:30 PM,18.140,,,,,
342,08/03/22 08:33:30 PM,15.091,,,,,
343,08/03/22 09:33:30 PM,13.558,,,,,
344,08/03/22 10:33:30 PM,12.594,,,,,
345,08/03/22 11:33:30 PM,11.625,,,,,
346,08/04/22 12:33:30 AM,10.553,,,,,
347,08/04/22 01:33:30 AM,9.866,,,,,
348,08/04/22 02:33:30 AM,9.275,,,,,
349,08/04/22 03:33:30 AM,8.879,,,,,
350,08/04/22 04:33:30 AM,8.481,,,,,
351,08/04/22 05:33:30 AM,8.082,,,,,
352,08/04/22 06:33:30 AM,7.782,,,,,
353,08/04/22 07:33:30 AM,8.779,,,,,
354,08/04/22 08:33:30 AM,11.819,,,,,
355,08/04/22 09:33:30 AM,16.141,,,,,
356,08/04/22 10:33:30 AM,20.424,,,,,
357,08/04/22 11:33:30 AM,23.004,,,,,
358,08/04/22 12:33:30 PM,25.805,,,,,
359,08/04/22 01:33:30 PM,29.053,,,,,
360,08/04/22 02:33:30 PM,27.567,,,,,
361,08/04/22 03:33:30 PM,25.610,,,,,
362,08/04/22 04:33:30 PM,24.158,,,,,
363,08/04/22 05:33:30 PM,23.869,,,,,
364,08/04/22 06:33:30 PM,21.187,,,,,
365,08/04/22 07:33:30 PM,18.901,,,,,
366,08/04/22 08:33:30 PM,15.951,,,,,
367,08/04/22 09:33:30 PM,13.750,,,,,
368,08/04/22 10:33:30 PM,12.690,,,,,
369,08/04/22 11:33:30 PM,11.916,,,,,
370,08/05/22 12:33:30 AM,11.334,,,,,
371,08/05/22 01:33:30 AM,10.748,,,,,
372,08/05/22 02:33:30 AM,10.259,,,,,
373,08/05/22 03:33:30 AM,9.866,,,,,
374,08/05/22 04:33:30 AM,9.571,,,,,
375,08/05/22 05:33:30 AM,9.373,,,,,
376,08/05/22 06:33:30 AM,9.275,,,,,
377,08/05/22 07:33:30 AM,9.866,,,,,
378,08/05/22 08:33:30 AM,11.722,,,,,
379,08/05/22 09:33:30 AM,16.713,,,,,
380,08/05/22 10:33:30 AM,20.043,,,,,
381,08/05/22 11:33:30 AM,21.951,,,,,
382,08/05/22 12:33:30 PM,20.424,,,,,
383,08/05/22 01:33:30 PM,19.758,,,,,
384,08/05/22 02:33:30 PM,14.804,,,,,
385,08/05/22 03:33:30 PM,13.846,,,,,
386,08/05/22 04:33:30 PM,16.141,,,,,
387,08/05/22 05:33:30 PM,14.996,,,,,
388,08/05/22 06:33:30 PM,14.230,,,,,
389,08/05/22 07:33:30 PM,12.013,,,,,
390,08/05/22 08:33:30 PM,11.236,,,,,
391,08/05/22 09:33:30 PM,10.846,,,,,
392,08/05/22 10:33:30 PM,10.553,,,,,
393,08/05/22 11:33:30 PM,9.965,,,,,
394,08/06/22 12:33:30 AM,9.669,,,,,
395,08/06/22 01:33:30 AM,9.669,,,,,
396,08/06/22 02:33:30 AM,9.373,,,,,
397,08/06/22 03:33:30 AM,9.077,,,,,
398,08/06/22 04:33:30 AM,8.481,,,,,
399,08/06/22 05:33:30 AM,8.082,,,,,
400,08/06/22 06:33:30 AM,7.882,,,,,
401,08/06/22 07:33:30 AM,8.779,,,,,
402,08/06/22 08:33:30 AM,11.334,,,,,
403,08/06/22 09:33:30 AM,14.517,,,,,
404,08/06/22 10:33:30 AM,17.189,,,,,
405,08/06/22 11:33:30 AM,19.472,,,,,
406,08/06/22 12:33:30 PM,23.292,,,,,
407,08/06/22 01:33:30 PM,27.567,,,,,
408,08/06/22 02:33:30 PM,27.665,,,,,
409,08/06/22 03:33:30 PM,25.319,,,,,
410,08/06/22 04:33:30 PM,23.581,,,,,
411,08/06/22 05:33:30 PM,20.996,,,,,
412,08/06/22 06:33:30 PM,18.045,,,,,
413,08/06/22 07:33:30 PM,16.141,,,,,
414,08/06/22 08:33:30 PM,14.038,,,,,
415,08/06/22 09:33:30 PM,12.401,,,,,
416,08/06/22 10:33:30 PM,11.722,,,,,
417,08/06/22 11:33:30 PM,10.846,,,,,
418,08/07/22 12:33:30 AM,10.455,,,,,
419,08/07/22 01:33:30 AM,9.965,,,,,
420,08/07/22 02:33:30 AM,9.669,,,,,
421,08/07/22 03:33:30 AM,9.373,,,,,
422,08/07/22 04:33:30 AM,8.879,,,,,
423,08/07/22 05:33:30 AM,8.382,,,,,
424,08/07/22 06:33:30 AM,8.082,,,,,
425,08/07/22 07:33:30 AM,8.879,,,,,
426,08/07/22 08:33:30 AM,11.528,,,,,
427,08/07/22 09:33:30 AM,14.613,,,,,
428,08/07/22 10:33:30 AM,17.189,,,,,
429,08/07/22 11:33:30 AM,20.519,,,,,
430,08/07/22 12:33:30 PM,24.255,,,,,
431,08/07/22 01:33:30 PM,26.390,,,,,
432,08/07/22 02:33:30 PM,27.075,,,,,
433,08/07/22 03:33:30 PM,26.097,,,,,
434,08/07/22 04:33:30 PM,25.319,,,,,
435,08/07/22 05:33:30 PM,23.484,,,,,
436,08/07/22 06:33:30 PM,20.901,,,,,
437,08/07/22 07:33:30 PM,17.094,,,,,
438,08/07/22 08:33:30 PM,14.804,,,,,
439,08/07/22 09:33:30 PM,13.750,,,,,
440,08/07/22 10:33:30 PM,12.980,,,,,
441,08/07/22 11:33:30 PM,12.401,,,,,
442,08/08/22 12:33:30 AM,11.819,,,,,
443,08/08/22 01:33:30 AM,10.846,,,,,
444,08/08/22 02:33:30 AM,9.669,,,,,
445,08/08/22 03:33:30 AM,9.176,,,,,
446,08/08/22 04:33:30 AM,8.581,,,,,
447,08/08/22 05:33:30 AM,8.282,,,,,
448,08/08/22 06:33:30 AM,7.682,,,,,
449,08/08/22 07:33:30 AM,8.978,,,,,
450,08/08/22 08:33:30 AM,12.110,,,,,
451,08/08/22 09:33:30 AM,16.046,,,,,
452,08/08/22 10:33:30 AM,17.379,,,,,
453,08/08/22 11:33:30 AM,22.238,,,,,
454,08/08/22 12:33:30 PM,22.621,,,,,
455,08/08/22 01:33:30 PM,23.966,,,,,
456,08/08/22 02:33:30 PM,25.319,,,,,
457,08/08/22 03:33:30 PM,23.581,,,,,
458,08/08/22 04:33:30 PM,24.062,,,,,
459,08/08/22 05:33:30 PM,22.525,,,,,
460,08/08/22 06:33:30 PM,22.046,,,,,
461,08/08/22 07:33:30 PM,20.329,,,,,
462,08/08/22 08:33:30 PM,16.523,,,,,
463,08/08/22 09:33:30 PM,13.365,,,,,
464,08/08/22 10:33:30 PM,11.916,,,,,
465,08/08/22 11:33:30 PM,11.041,,,,,
466,08/09/22 12:33:30 AM,10.161,,,,,
467,08/09/22 01:33:30 AM,9.669,,,,,
468,08/09/22 02:33:30 AM,9.176,,,,,
469,08/09/22 03:33:30 AM,8.481,,,,,
470,08/09/22 04:33:30 AM,7.983,,,,,
471,08/09/22 05:33:30 AM,7.481,,,,,
472,08/09/22 06:33:30 AM,7.179,,,,,
473,08/09/22 07:33:30 AM,8.481,,,,,
474,08/09/22 08:33:30 AM,12.304,,,,,
475,08/09/22 09:33:30 AM,16.523,,,,,
476,08/09/22 10:33:30 AM,20.138,,,,,
477,08/09/22 11:33:30 AM,23.292,,,,,
478,08/09/22 12:33:30 PM,25.610,,,,,
479,08/09/22 01:33:30 PM,28.060,,,,,
480,08/09/22 02:33:30 PM,29.752,,,,,
481,08/09/22 03:33:30 PM,27.567,,,,,
482,08/09/22 04:33:30 PM,26.781,,,,,
483,08/09/22 05:33:30 PM,22.812,,,,,
484,08/09/22 06:33:30 PM,19.853,,,,,
485,08/09/22 07:33:30 PM,16.808,,,,,
486,08/09/22 08:33:30 PM,14.134,,,,,
487,08/09/22 09:33:30 PM,12.594,,,,,
488,08/09/22 10:33:30 PM,11.528,,,,,
489,08/09/22 11:33:30 PM,10.846,,,,,
490,08/10/22 12:33:30 AM,10.259,,,,,
491,08/10/22 01:33:30 AM,9.866,,,,,
492,08/10/22 02:33:30 AM,9.373,,,,,
493,08/10/22 03:33:30 AM,8.978,,,,,
494,08/10/22 04:33:30 AM,8.581,,,,,
495,08/10/22 05:33:30 AM,8.282,,,,,
496,08/10/22 06:33:30 AM,7.983,,,,,
497,08/10/22 07:33:30 AM,8.879,,,,,
498,08/10/22 08:33:30 AM,12.110,,,,,
499,08/10/22 09:33:30 AM,16.713,,,,,
500,08/10/22 10:33:30 AM,21.187,,,,,
501,08/10/22 11:33:30 AM,25.125,,,,,
502,08/10/22 12:33:30 PM,26.292,,,,,
503,08/10/22 01:33:30 PM,25.513,,,,,
504,08/10/22 02:33:30 PM,28.655,,,,,
505,08/10/22 03:33:30 PM,29.252,,,,,
506,08/10/22 04:33:30 PM,27.075,,,,,
507,08/10/22 05:33:30 PM,23.196,,,,,
508,08/10/22 06:33:30 PM,20.901,,,,,
509,08/10/22 07:33:30 PM,17.475,,,,,
510,08/10/22 08:33:30 PM,14.709,,,,,
511,08/10/22 09:33:30 PM,12.980,,,,,
512,08/10/22 10:33:30 PM,12.013,,,,,
513,08/10/22 11:33:30 PM,11.334,,,,,
514,08/11/22 12:33:30 AM,10.357,,,,,
515,08/11/22 01:33:30 AM,9.669,,,,,
516,08/11/22 02:33:30 AM,9.373,,,,,
517,08/11/22 03:33:30 AM,9.472,,,,,
518,08/11/22 04:33:30 AM,9.472,,,,,
519,08/11/22 05:33:30 AM,9.275,,,,,
520,08/11/22 06:33:30 AM,9.077,,,,,
521,08/11/22 07:33:30 AM,10.357,,,,,
522,08/11/22 08:33:30 AM,13.365,,,,,
523,08/11/22 09:33:30 AM,17.475,,,,,
524,08/11/22 10:33:30 AM,21.664,,,,,
525,08/11/22 11:33:30 AM,25.028,,,,,
526,08/11/22 12:33:30 PM,27.370,,,,,
