"Plot Title: 21397972"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397972, SEN S/N: 21397972)","Coupler Detached (LGR S/N: 21397972)","Coupler Attached (LGR S/N: 21397972)","Host Connected (LGR S/N: 21397972)","Bad Battery (LGR S/N: 21397972)","Good Battery (LGR S/N: 21397972)","Stopped (LGR S/N: 21397972)","End Of File (LGR S/N: 21397972)"
263,07/26/24 05:03:13 AM,7.179,,,,,,,
264,07/26/24 07:03:13 AM,6.775,,,,,,,
265,07/26/24 09:03:13 AM,8.082,,,,,,,
266,07/26/24 11:03:13 AM,9.866,,,,,,,
267,07/26/24 01:03:13 PM,14.134,,,,,,,
268,07/26/24 03:03:13 PM,16.903,,,,,,,
269,07/26/24 05:03:13 PM,15.664,,,,,,,
270,07/26/24 07:03:13 PM,13.173,,,,,,,
271,07/26/24 09:03:13 PM,6.471,,,,,,,
272,07/26/24 11:03:13 PM,7.381,,,,,,,
273,07/27/24 01:03:13 AM,6.370,,,,,,,
274,07/27/24 03:03:13 AM,6.166,,,,,,,
275,07/27/24 05:03:13 AM,5.757,,,,,,,
276,07/27/24 07:03:13 AM,5.757,,,,,,,
277,07/27/24 09:03:13 AM,8.082,,,,,,,
278,07/27/24 11:03:13 AM,12.401,,,,,,,
279,07/27/24 01:03:13 PM,16.046,,,,,,,
280,07/27/24 03:03:13 PM,18.140,,,,,,,
281,07/27/24 05:03:13 PM,18.711,,,,,,,
282,07/27/24 07:03:13 PM,11.431,,,,,,,
283,07/27/24 09:03:13 PM,9.571,,,,,,,
284,07/27/24 11:03:13 PM,8.182,,,,,,,
285,07/28/24 01:03:13 AM,7.280,,,,,,,
286,07/28/24 03:03:13 AM,6.370,,,,,,,
287,07/28/24 05:03:13 AM,5.347,,,,,,,
288,07/28/24 07:03:13 AM,4.727,,,,,,,
289,07/28/24 09:03:13 AM,6.978,,,,,,,
290,07/28/24 11:03:13 AM,10.651,,,,,,,
291,07/28/24 01:03:13 PM,14.613,,,,,,,
292,07/28/24 03:03:13 PM,17.760,,,,,,,
293,07/28/24 05:03:13 PM,17.855,,,,,,,
294,07/28/24 07:03:13 PM,14.996,,,,,,,
295,07/28/24 09:03:13 PM,10.944,,,,,,,
296,07/28/24 11:03:13 PM,8.382,,,,,,,
297,07/29/24 01:03:13 AM,7.179,,,,,,,
298,07/29/24 03:03:13 AM,6.370,,,,,,,
299,07/29/24 05:03:13 AM,5.552,,,,,,,
300,07/29/24 07:03:13 AM,4.831,,,,,,,
301,07/29/24 09:03:13 AM,7.481,,,,,,,
302,07/29/24 11:03:13 AM,12.013,,,,,,,
303,07/29/24 01:03:13 PM,17.475,,,,,,,
304,07/29/24 03:03:13 PM,20.424,,,,,,,
305,07/29/24 05:03:13 PM,18.996,,,,,,,
306,07/29/24 07:03:13 PM,16.427,,,,,,,
307,07/29/24 09:03:13 PM,12.304,,,,,,,
308,07/29/24 11:03:13 PM,9.965,,,,,,,
309,07/30/24 01:03:13 AM,8.382,,,,,,,
310,07/30/24 03:03:13 AM,7.280,,,,,,,
311,07/30/24 05:03:13 AM,6.268,,,,,,,
312,07/30/24 07:03:13 AM,5.757,,,,,,,
313,07/30/24 09:03:13 AM,7.983,,,,,,,
314,07/30/24 11:03:13 AM,12.594,,,,,,,
315,07/30/24 01:03:13 PM,18.140,,,,,,,
316,07/30/24 03:03:13 PM,21.569,,,,,,,
317,07/30/24 05:03:13 PM,21.473,,,,,,,
318,07/30/24 07:03:13 PM,17.379,,,,,,,
319,07/30/24 09:03:13 PM,13.461,,,,,,,
320,07/30/24 11:03:13 PM,11.139,,,,,,,
321,07/31/24 01:03:13 AM,9.571,,,,,,,
322,07/31/24 03:03:13 AM,8.282,,,,,,,
323,07/31/24 05:03:13 AM,6.877,,,,,,,
324,07/31/24 07:03:13 AM,5.860,,,,,,,
325,07/31/24 09:03:13 AM,8.680,,,,,,,
326,07/31/24 11:03:13 AM,12.980,,,,,,,
327,07/31/24 01:03:13 PM,17.570,,,,,,,
328,07/31/24 03:03:13 PM,20.805,,,,,,,
329,07/31/24 05:03:13 PM,20.519,,,,,,,
330,07/31/24 07:03:13 PM,17.570,,,,,,,
331,07/31/24 09:03:13 PM,13.269,,,,,,,
332,07/31/24 11:03:13 PM,10.553,,,,,,,
333,08/01/24 01:03:13 AM,8.581,,,,,,,
334,08/01/24 03:03:13 AM,7.782,,,,,,,
335,08/01/24 05:03:13 AM,7.179,,,,,,,
336,08/01/24 07:03:13 AM,6.573,,,,,,,
337,08/01/24 09:03:13 AM,9.472,,,,,,,
338,08/01/24 11:03:13 AM,14.709,,,,,,,
339,08/01/24 01:03:13 PM,20.424,,,,,,,
340,08/01/24 03:03:13 PM,23.677,,,,,,,
341,08/01/24 05:03:13 PM,22.238,,,,,,,
342,08/01/24 07:03:13 PM,18.236,,,,,,,
343,08/01/24 09:03:13 PM,14.230,,,,,,,
344,08/01/24 11:03:13 PM,11.819,,,,,,,
345,08/02/24 01:03:13 AM,10.259,,,,,,,
346,08/02/24 03:03:13 AM,9.571,,,,,,,
347,08/02/24 05:03:13 AM,8.879,,,,,,,
348,08/02/24 07:03:13 AM,8.382,,,,,,,
349,08/02/24 09:03:13 AM,10.944,,,,,,,
350,08/02/24 11:03:13 AM,16.237,,,,,,,
351,08/02/24 01:03:13 PM,18.331,,,,,,,
352,08/02/24 03:03:13 PM,19.472,,,,,,,
353,08/02/24 05:03:13 PM,20.329,,,,,,,
354,08/02/24 07:03:13 PM,19.377,,,,,,,
355,08/02/24 09:03:13 PM,14.804,,,,,,,
356,08/02/24 11:03:13 PM,12.110,,,,,,,
357,08/03/24 01:03:13 AM,10.651,,,,,,,
358,08/03/24 03:03:13 AM,9.866,,,,,,,
359,08/03/24 05:03:13 AM,8.382,,,,,,,
360,08/03/24 07:03:13 AM,7.481,,,,,,,
361,08/03/24 09:03:13 AM,10.553,,,,,,,
362,08/03/24 11:03:13 AM,15.569,,,,,,,
363,08/03/24 01:03:13 PM,19.662,,,,,,,
364,08/03/24 03:03:13 PM,20.996,,,,,,,
365,08/03/24 05:03:13 PM,20.996,,,,,,,
366,08/03/24 07:03:13 PM,18.045,,,,,,,
367,08/03/24 09:03:13 PM,13.942,,,,,,,
368,08/03/24 11:03:13 PM,11.431,,,,,,,
369,08/04/24 01:03:13 AM,10.259,,,,,,,
370,08/04/24 03:03:13 AM,9.571,,,,,,,
371,08/04/24 05:03:13 AM,8.879,,,,,,,
372,08/04/24 07:03:13 AM,8.680,,,,,,,
373,08/04/24 09:03:13 AM,10.455,,,,,,,
374,08/04/24 11:03:13 AM,15.855,,,,,,,
375,08/04/24 01:03:13 PM,22.238,,,,,,,
376,08/04/24 03:03:13 PM,18.045,,,,,,,
377,08/04/24 05:03:13 PM,14.325,,,,,,,
378,08/04/24 07:03:13 PM,14.134,,,,,,,
379,08/04/24 09:03:13 PM,11.819,,,,,,,
380,08/04/24 11:03:13 PM,10.259,,,,,,,
381,08/05/24 01:03:13 AM,8.978,,,,,,,
382,08/05/24 03:03:13 AM,8.481,,,,,,,
383,08/05/24 05:03:13 AM,7.682,,,,,,,
384,08/05/24 07:03:13 AM,7.280,,,,,,,
385,08/05/24 09:03:13 AM,9.965,,,,,,,
386,08/05/24 11:03:13 AM,15.091,,,,,,,
387,08/05/24 01:03:13 PM,14.421,,,,,,,
388,08/05/24 03:03:13 PM,12.787,,,,,,,
389,08/05/24 05:03:13 PM,10.259,,,,,,,
390,08/05/24 07:03:13 PM,9.669,,,,,,,
391,08/05/24 09:03:13 PM,8.382,,,,,,,
392,08/05/24 11:03:13 PM,7.983,,,,,,,
393,08/06/24 01:03:13 AM,7.179,,,,,,,
394,08/06/24 03:03:13 AM,6.471,,,,,,,
395,08/06/24 05:03:13 AM,5.860,,,,,,,
396,08/06/24 07:03:13 AM,5.552,,,,,,,
397,08/06/24 09:03:13 AM,7.882,,,,,,,
398,08/06/24 11:03:13 AM,10.748,,,,,,,
399,08/06/24 01:03:13 PM,15.569,,,,,,,
400,08/06/24 03:03:13 PM,19.472,,,,,,,
401,08/06/24 05:03:13 PM,16.046,,,,,,,
402,08/06/24 07:03:13 PM,15.091,,,,,,,
403,08/06/24 09:03:13 PM,11.236,,,,,,,
404,08/06/24 11:03:13 PM,9.571,,,,,,,
405,08/07/24 01:03:13 AM,8.581,,,,,,,
406,08/07/24 03:03:13 AM,7.782,,,,,,,
407,08/07/24 05:03:13 AM,7.280,,,,,,,
408,08/07/24 07:03:13 AM,7.179,,,,,,,
409,08/07/24 09:03:13 AM,8.879,,,,,,,
410,08/07/24 11:03:13 AM,11.528,,,,,,,
411,08/07/24 01:03:13 PM,18.045,,,,,,,
412,08/07/24 03:03:13 PM,15.855,,,,,,,
413,08/07/24 05:03:13 PM,13.750,,,,,,,
414,08/07/24 07:03:13 PM,13.076,,,,,,,
415,08/07/24 09:03:13 PM,10.161,,,,,,,
416,08/07/24 11:03:13 PM,9.077,,,,,,,
417,08/08/24 01:03:13 AM,7.682,,,,,,,
418,08/08/24 03:03:13 AM,6.573,,,,,,,
419,08/08/24 05:03:13 AM,5.860,,,,,,,
420,08/08/24 07:03:13 AM,5.244,,,,,,,
421,08/08/24 09:03:13 AM,7.882,,,,,,,
422,08/08/24 11:03:13 AM,12.013,,,,,,,
423,08/08/24 01:03:13 PM,14.517,,,,,,,
424,08/08/24 03:03:13 PM,12.690,,,,,,,
425,08/08/24 05:03:13 PM,11.819,,,,,,,
426,08/08/24 07:03:13 PM,10.846,,,,,,,
427,08/08/24 09:03:13 PM,8.581,,,,,,,
428,08/08/24 11:03:13 PM,7.983,,,,,,,
429,08/09/24 01:03:13 AM,7.481,,,,,,,
430,08/09/24 03:03:13 AM,7.079,,,,,,,
431,08/09/24 05:03:13 AM,6.471,,,,,,,
432,08/09/24 07:03:13 AM,6.268,,,,,,,
433,08/09/24 09:03:13 AM,7.179,,,,,,,
434,08/09/24 11:03:13 AM,10.357,,,,,,,
435,08/09/24 01:03:13 PM,15.282,,,,,,,
436,08/09/24 03:03:13 PM,11.916,,,,,,,
437,08/09/24 05:03:13 PM,10.846,,,,,,,
438,08/09/24 07:03:13 PM,9.275,,,,,,,
439,08/09/24 09:03:13 PM,7.682,,,,,,,
440,08/09/24 11:03:13 PM,6.877,,,,,,,
441,08/10/24 01:03:13 AM,6.370,,,,,,,
442,08/10/24 03:03:13 AM,5.757,,,,,,,
443,08/10/24 05:03:13 AM,5.347,,,,,,,
444,08/10/24 07:03:13 AM,5.141,,,,,,,
445,08/10/24 09:03:13 AM,6.370,,,,,,,
446,08/10/24 11:03:13 AM,9.866,,,,,,,
447,08/10/24 01:03:13 PM,14.134,,,,,,,
448,08/10/24 03:03:13 PM,18.711,,,,,,,
449,08/10/24 05:03:13 PM,17.475,,,,,,,
450,08/10/24 07:03:13 PM,13.365,,,,,,,
451,08/10/24 09:03:13 PM,9.472,,,,,,,
452,08/10/24 11:03:13 PM,7.682,,,,,,,
453,08/11/24 01:03:13 AM,6.775,,,,,,,
454,08/11/24 03:03:13 AM,6.064,,,,,,,
455,08/11/24 05:03:13 AM,5.450,,,,,,,
456,08/11/24 07:03:13 AM,5.037,,,,,,,
457,08/11/24 09:03:13 AM,5.244,,,,,,,
458,08/11/24 11:03:13 AM,6.166,,,,,,,
459,08/11/24 01:03:13 PM,11.041,,,,,,,
460,08/11/24 03:03:13 PM,14.517,,,,,,,
461,08/11/24 05:03:13 PM,14.325,,,,,,,
462,08/11/24 07:03:13 PM,11.236,,,,,,,
463,08/11/24 09:03:13 PM,8.779,,,,,,,
464,08/11/24 11:03:13 PM,7.481,,,,,,,
465,08/12/24 01:03:13 AM,6.877,,,,,,,
466,08/12/24 03:03:13 AM,6.166,,,,,,,
467,08/12/24 05:03:13 AM,5.757,,,,,,,
468,08/12/24 07:03:13 AM,5.450,,,,,,,
469,08/12/24 09:03:13 AM,7.782,,,,,,,
470,08/12/24 11:03:13 AM,12.980,,,,,,,
471,08/12/24 01:03:13 PM,17.475,,,,,,,
472,08/12/24 03:03:13 PM,19.567,,,,,,,
473,08/12/24 05:03:13 PM,17.094,,,,,,,
474,08/12/24 07:03:13 PM,16.046,,,,,,,
475,08/12/24 09:03:13 PM,12.110,,,,,,,
476,08/12/24 11:03:13 PM,10.259,,,,,,,
477,08/13/24 01:03:13 AM,8.879,,,,,,,
478,08/13/24 03:03:13 AM,7.682,,,,,,,
479,08/13/24 05:03:13 AM,6.877,,,,,,,
480,08/13/24 07:03:13 AM,6.775,,,,,,,
481,08/13/24 09:03:13 AM,7.481,,,,,,,
482,08/13/24 11:03:13 AM,11.139,,,,,,,
483,08/13/24 01:03:13 PM,15.664,,,,,,,
484,08/13/24 03:03:13 PM,14.325,,,,,,,
485,08/13/24 05:03:13 PM,13.942,,,,,,,
