"Plot Title: nr.nu.1start"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397967, SEN S/N: 21397967)","Coupler Detached (LGR S/N: 21397967)","Bad Battery (LGR S/N: 21397967)","Host Connected (LGR S/N: 21397967)","Coupler Attached (LGR S/N: 21397967)","End Of File (LGR S/N: 21397967)"
46,08/30/24 11:55:47 PM,11.431,,,,,
47,08/31/24 01:55:47 AM,9.965,,,,,
48,08/31/24 03:55:47 AM,8.680,,,,,
49,08/31/24 05:55:47 AM,7.682,,,,,
50,08/31/24 07:55:47 AM,7.079,,,,,
51,08/31/24 09:55:47 AM,10.944,,,,,
52,08/31/24 11:55:47 AM,15.760,,,,,
53,08/31/24 01:55:47 PM,19.472,,,,,
54,08/31/24 03:55:47 PM,21.855,,,,,
55,08/31/24 05:55:47 PM,21.473,,,,,
56,08/31/24 07:55:47 PM,18.045,,,,,
57,08/31/24 09:55:47 PM,14.517,,,,,
58,08/31/24 11:55:47 PM,12.401,,,,,
59,09/01/24 01:55:47 AM,10.846,,,,,
60,09/01/24 03:55:47 AM,9.669,,,,,
61,09/01/24 05:55:47 AM,8.680,,,,,
62,09/01/24 07:55:47 AM,8.182,,,,,
63,09/01/24 09:55:47 AM,11.431,,,,,
64,09/01/24 11:55:47 AM,15.187,,,,,
65,09/01/24 01:55:47 PM,18.711,,,,,
66,09/01/24 03:55:47 PM,20.901,,,,,
67,09/01/24 05:55:47 PM,19.662,,,,,
68,09/01/24 07:55:47 PM,16.808,,,,,
69,09/01/24 09:55:47 PM,13.654,,,,,
70,09/01/24 11:55:47 PM,11.722,,,,,
71,09/02/24 01:55:47 AM,10.651,,,,,
72,09/02/24 03:55:47 AM,9.965,,,,,
73,09/02/24 05:55:47 AM,9.373,,,,,
74,09/02/24 07:55:47 AM,9.176,,,,,
75,09/02/24 09:55:47 AM,11.916,,,,,
76,09/02/24 11:55:47 AM,15.378,,,,,
77,09/02/24 01:55:47 PM,15.091,,,,,
78,09/02/24 03:55:47 PM,16.141,,,,,
79,09/02/24 05:55:47 PM,15.855,,,,,
80,09/02/24 07:55:47 PM,14.517,,,,,
81,09/02/24 09:55:47 PM,11.722,,,,,
82,09/02/24 11:55:47 PM,10.161,,,,,
83,09/03/24 01:55:47 AM,9.571,,,,,
84,09/03/24 03:55:47 AM,9.077,,,,,
85,09/03/24 05:55:47 AM,8.680,,,,,
86,09/03/24 07:55:47 AM,8.581,,,,,
87,09/03/24 09:55:47 AM,11.528,,,,,
88,09/03/24 11:55:47 AM,15.282,,,,,
89,09/03/24 01:55:47 PM,19.092,,,,,
90,09/03/24 03:55:47 PM,22.908,,,,,
91,09/03/24 05:55:47 PM,20.901,,,,,
92,09/03/24 07:55:47 PM,17.379,,,,,
93,09/03/24 09:55:47 PM,14.900,,,,,
94,09/03/24 11:55:47 PM,13.173,,,,,
95,09/04/24 01:55:47 AM,12.401,,,,,
96,09/04/24 03:55:47 AM,10.944,,,,,
97,09/04/24 05:55:47 AM,9.768,,,,,
98,09/04/24 07:55:47 AM,9.176,,,,,
99,09/04/24 09:55:47 AM,12.497,,,,,
100,09/04/24 11:55:47 AM,13.076,,,,,
101,09/04/24 01:55:47 PM,13.365,,,,,
102,09/04/24 03:55:47 PM,15.855,,,,,
103,09/04/24 05:55:47 PM,16.903,,,,,
104,09/04/24 07:55:47 PM,14.134,,,,,
105,09/04/24 09:55:47 PM,12.304,,,,,
106,09/04/24 11:55:47 PM,5.655,,,,,
107,09/05/24 01:55:47 AM,7.280,,,,,
108,09/05/24 03:55:47 AM,6.471,,,,,
109,09/05/24 05:55:47 AM,5.552,,,,,
110,09/05/24 07:55:47 AM,5.860,,,,,
111,09/05/24 09:55:47 AM,7.280,,,,,
112,09/05/24 11:55:47 AM,8.879,,,,,
113,09/05/24 01:55:47 PM,9.176,,,,,
114,09/05/24 03:55:47 PM,9.176,,,,,
115,09/05/24 05:55:47 PM,10.161,,,,,
116,09/05/24 07:55:47 PM,9.176,,,,,
117,09/05/24 09:55:47 PM,6.775,,,,,
118,09/05/24 11:55:47 PM,5.244,,,,,
119,09/06/24 01:55:47 AM,4.102,,,,,
120,09/06/24 03:55:47 AM,3.261,,,,,
121,09/06/24 05:55:47 AM,2.624,,,,,
122,09/06/24 07:55:47 AM,2.303,,,,,
123,09/06/24 09:55:47 AM,6.471,,,,,
124,09/06/24 11:55:47 AM,12.013,,,,,
125,09/06/24 01:55:47 PM,16.237,,,,,
126,09/06/24 03:55:47 PM,18.426,,,,,
127,09/06/24 05:55:47 PM,17.855,,,,,
128,09/06/24 07:55:47 PM,14.325,,,,,
129,09/06/24 09:55:47 PM,11.041,,,,,
130,09/06/24 11:55:47 PM,9.176,,,,,
131,09/07/24 01:55:47 AM,7.782,,,,,
132,09/07/24 03:55:47 AM,6.573,,,,,
133,09/07/24 05:55:47 AM,5.757,,,,,
134,09/07/24 07:55:47 AM,5.450,,,,,
135,09/07/24 09:55:47 AM,8.680,,,,,
136,09/07/24 11:55:47 AM,12.690,,,,,
137,09/07/24 01:55:47 PM,17.284,,,,,
138,09/07/24 03:55:47 PM,20.329,,,,,
139,09/07/24 05:55:47 PM,15.664,,,,,
140,09/07/24 07:55:47 PM,12.207,,,,,
141,09/07/24 09:55:47 PM,10.063,,,,,
142,09/07/24 11:55:47 PM,8.382,,,,,
143,09/08/24 01:55:47 AM,7.381,,,,,
144,09/08/24 03:55:47 AM,6.877,,,,,
145,09/08/24 05:55:47 AM,6.268,,,,,
146,09/08/24 07:55:47 AM,6.268,,,,,
147,09/08/24 09:55:47 AM,9.275,,,,,
148,09/08/24 11:55:47 AM,13.365,,,,,
149,09/08/24 01:55:47 PM,17.379,,,,,
150,09/08/24 03:55:47 PM,17.284,,,,,
151,09/08/24 05:55:47 PM,17.665,,,,,
152,09/08/24 07:55:47 PM,14.134,,,,,
153,09/08/24 09:55:47 PM,11.625,,,,,
154,09/08/24 11:55:47 PM,10.259,,,,,
155,09/09/24 01:55:47 AM,9.275,,,,,
156,09/09/24 03:55:47 AM,8.581,,,,,
157,09/09/24 05:55:47 AM,8.082,,,,,
158,09/09/24 07:55:47 AM,7.782,,,,,
159,09/09/24 09:55:47 AM,10.455,,,,,
160,09/09/24 11:55:47 AM,11.528,,,,,
161,09/09/24 01:55:47 PM,16.332,,,,,
162,09/09/24 03:55:47 PM,17.379,,,,,
163,09/09/24 05:55:47 PM,15.664,,,,,
164,09/09/24 07:55:47 PM,13.558,,,,,
165,09/09/24 09:55:47 PM,11.625,,,,,
166,09/09/24 11:55:47 PM,10.553,,,,,
167,09/10/24 01:55:47 AM,9.669,,,,,
168,09/10/24 03:55:47 AM,8.680,,,,,
169,09/10/24 05:55:47 AM,7.983,,,,,
170,09/10/24 07:55:47 AM,7.582,,,,,
171,09/10/24 09:55:47 AM,10.161,,,,,
172,09/10/24 11:55:47 AM,12.401,,,,,
173,09/10/24 01:55:47 PM,12.304,,,,,
174,09/10/24 03:55:47 PM,10.944,,,,,
175,09/10/24 05:55:47 PM,9.965,,,,,
176,09/10/24 07:55:47 PM,8.978,,,,,
177,09/10/24 09:55:47 PM,7.682,,,,,
178,09/10/24 11:55:47 PM,7.079,,,,,
179,09/11/24 01:55:47 AM,6.877,,,,,
180,09/11/24 03:55:47 AM,5.962,,,,,
181,09/11/24 05:55:47 AM,5.037,,,,,
182,09/11/24 07:55:47 AM,4.727,,,,,
183,09/11/24 09:55:47 AM,8.382,,,,,
184,09/11/24 11:55:47 AM,12.594,,,,,
185,09/11/24 01:55:47 PM,15.760,,,,,
186,09/11/24 03:55:47 PM,17.379,,,,,
187,09/11/24 05:55:47 PM,11.819,,,,,
188,09/11/24 07:55:47 PM,9.571,,,,,
189,09/11/24 09:55:47 PM,7.882,,,,,
190,09/11/24 11:55:47 PM,6.674,,,,,
191,09/12/24 01:55:47 AM,5.962,,,,,
192,09/12/24 03:55:47 AM,5.655,,,,,
193,09/12/24 05:55:47 AM,5.141,,,,,
194,09/12/24 07:55:47 AM,4.727,,,,,
195,09/12/24 09:55:47 AM,8.082,,,,,
196,09/12/24 11:55:47 AM,12.497,,,,,
197,09/12/24 01:55:47 PM,16.618,,,,,
198,09/12/24 03:55:47 PM,18.806,,,,,
199,09/12/24 05:55:47 PM,16.237,,,,,
200,09/12/24 07:55:47 PM,13.076,,,,,
201,09/12/24 09:55:47 PM,10.846,,,,,
202,09/12/24 11:55:47 PM,9.176,,,,,
203,09/13/24 01:55:47 AM,8.182,,,,,
204,09/13/24 03:55:47 AM,7.280,,,,,
205,09/13/24 05:55:47 AM,6.166,,,,,
206,09/13/24 07:55:47 AM,5.450,,,,,
207,09/13/24 09:55:47 AM,8.779,,,,,
208,09/13/24 11:55:47 AM,12.980,,,,,
209,09/13/24 01:55:47 PM,16.523,,,,,
210,09/13/24 03:55:47 PM,18.616,,,,,
211,09/13/24 05:55:47 PM,15.760,,,,,
212,09/13/24 07:55:47 PM,12.401,,,,,
213,09/13/24 09:55:47 PM,10.161,,,,,
214,09/13/24 11:55:47 PM,8.481,,,,,
215,09/14/24 01:55:47 AM,7.381,,,,,
216,09/14/24 03:55:47 AM,6.573,,,,,
217,09/14/24 05:55:47 AM,6.064,,,,,
218,09/14/24 07:55:47 AM,5.860,,,,,
219,09/14/24 09:55:47 AM,7.882,,,,,
220,09/14/24 11:55:47 AM,10.553,,,,,
221,09/14/24 01:55:47 PM,15.664,,,,,
222,09/14/24 03:55:47 PM,18.616,,,,,
223,09/14/24 05:55:47 PM,18.140,,,,,
224,09/14/24 07:55:47 PM,14.709,,,,,
225,09/14/24 09:55:47 PM,11.625,,,,,
226,09/14/24 11:55:47 PM,9.669,,,,,
227,09/15/24 01:55:47 AM,8.282,,,,,
228,09/15/24 03:55:47 AM,7.280,,,,,
229,09/15/24 05:55:47 AM,6.370,,,,,
230,09/15/24 07:55:47 AM,5.757,,,,,
231,09/15/24 09:55:47 AM,9.768,,,,,
232,09/15/24 11:55:47 AM,13.846,,,,,
233,09/15/24 01:55:47 PM,13.461,,,,,
234,09/15/24 03:55:47 PM,13.846,,,,,
235,09/15/24 05:55:47 PM,10.455,,,,,
236,09/15/24 07:55:47 PM,8.779,,,,,
237,09/15/24 09:55:47 PM,7.481,,,,,
238,09/15/24 11:55:47 PM,6.674,,,,,
239,09/16/24 01:55:47 AM,5.962,,,,,
240,09/16/24 03:55:47 AM,5.244,,,,,
241,09/16/24 05:55:47 AM,4.831,,,,,
242,09/16/24 07:55:47 AM,4.415,,,,,
243,09/16/24 09:55:47 AM,7.582,,,,,
244,09/16/24 11:55:47 AM,11.819,,,,,
245,09/16/24 01:55:47 PM,12.883,,,,,
246,09/16/24 03:55:47 PM,11.625,,,,,
247,09/16/24 05:55:47 PM,11.916,,,,,
248,09/16/24 07:55:47 PM,9.866,,,,,
249,09/16/24 09:55:47 PM,8.082,,,,,
250,09/16/24 11:55:47 PM,6.978,,,,,
251,09/17/24 01:55:47 AM,6.268,,,,,
252,09/17/24 03:55:47 AM,5.552,,,,,
253,09/17/24 05:55:47 AM,5.141,,,,,
254,09/17/24 07:55:47 AM,4.831,,,,,
255,09/17/24 09:55:47 AM,8.182,,,,,
256,09/17/24 11:55:47 AM,11.625,,,,,
257,09/17/24 01:55:47 PM,11.139,,,,,
258,09/17/24 03:55:47 PM,9.669,,,,,
259,09/17/24 05:55:47 PM,8.082,,,,,
260,09/17/24 07:55:47 PM,6.471,,,,,
261,09/17/24 09:55:47 PM,5.037,,,,,
262,09/17/24 11:55:47 PM,4.415,,,,,
263,09/18/24 01:55:47 AM,3.788,,,,,
264,09/18/24 03:55:47 AM,3.155,,,,,
265,09/18/24 05:55:47 AM,2.624,,,,,
266,09/18/24 07:55:47 AM,2.303,,,,,
267,09/18/24 09:55:47 AM,3.893,,,,,
268,09/18/24 11:55:47 AM,6.978,,,,,
269,09/18/24 01:55:47 PM,11.139,,,,,
270,09/18/24 03:55:47 PM,13.654,,,,,
271,09/18/24 05:55:47 PM,12.787,,,,,
272,09/18/24 07:55:47 PM,9.669,,,,,
273,09/18/24 09:55:47 PM,7.381,,,,,
274,09/18/24 11:55:47 PM,6.064,,,,,
275,09/19/24 01:55:47 AM,5.244,,,,,
276,09/19/24 03:55:47 AM,4.519,,,,,
277,09/19/24 05:55:47 AM,3.893,,,,,
278,09/19/24 07:55:47 AM,3.367,,,,,
279,09/19/24 09:55:47 AM,6.573,,,,,
280,09/19/24 11:55:47 AM,10.161,,,,,
281,09/19/24 01:55:47 PM,14.421,,,,,
282,09/19/24 03:55:47 PM,17.094,,,,,
283,09/19/24 05:55:47 PM,16.903,,,,,
284,09/19/24 07:55:47 PM,13.173,,,,,
285,09/19/24 09:55:47 PM,10.063,,,,,
286,09/19/24 11:55:47 PM,8.680,,,,,
287,09/20/24 01:55:47 AM,7.582,,,,,
288,09/20/24 03:55:47 AM,7.079,,,,,
289,09/20/24 05:55:47 AM,6.674,,,,,
290,09/20/24 07:55:47 AM,6.370,,,,,
291,09/20/24 09:55:47 AM,7.983,,,,,
292,09/20/24 11:55:47 AM,12.594,,,,,
293,09/20/24 01:55:47 PM,16.713,,,,,
294,09/20/24 03:55:47 PM,17.570,,,,,
295,09/20/24 05:55:47 PM,16.713,,,,,
296,09/20/24 07:55:47 PM,13.654,,,,,
297,09/20/24 09:55:47 PM,10.944,,,,,
298,09/20/24 11:55:47 PM,9.571,,,,,
299,09/21/24 01:55:47 AM,8.481,,,,,
300,09/21/24 03:55:47 AM,7.280,,,,,
301,09/21/24 05:55:47 AM,6.064,,,,,
302,09/21/24 07:55:47 AM,5.347,,,,,
303,09/21/24 09:55:47 AM,8.082,,,,,
304,09/21/24 11:55:47 AM,12.013,,,,,
305,09/21/24 01:55:47 PM,14.325,,,,,
306,09/21/24 03:55:47 PM,13.750,,,,,
307,09/21/24 05:55:47 PM,8.879,,,,,
308,09/21/24 07:55:47 PM,6.268,,,,,
309,09/21/24 09:55:47 PM,5.037,,,,,
310,09/21/24 11:55:47 PM,4.519,,,,,
311,09/22/24 01:55:47 AM,4.415,,,,,
312,09/22/24 03:55:47 AM,4.102,,,,,
313,09/22/24 05:55:47 AM,3.893,,,,,
314,09/22/24 07:55:47 AM,3.683,,,,,
315,09/22/24 09:55:47 AM,3.578,,,,,
316,09/22/24 11:55:47 AM,3.367,,,,,
317,09/22/24 01:55:47 PM,3.049,,,,,
318,09/22/24 03:55:47 PM,2.195,,,,,
319,09/22/24 05:55:47 PM,2.943,,,,,
320,09/22/24 07:55:47 PM,3.049,,,,,
321,09/22/24 09:55:47 PM,2.624,,,,,
322,09/22/24 11:55:47 PM,2.410,,,,,
323,09/23/24 01:55:47 AM,1.980,,,,,
324,09/23/24 03:55:47 AM,1.764,,,,,
325,09/23/24 05:55:47 AM,1.548,,,,,
326,09/23/24 07:55:47 AM,1.330,,,,,
327,09/23/24 09:55:47 AM,2.195,,,,,
328,09/23/24 11:55:47 AM,5.141,,,,,
329,09/23/24 01:55:47 PM,8.581,,,,,
330,09/23/24 03:55:47 PM,10.748,,,,,
331,09/23/24 05:55:47 PM,9.669,,,,,
332,09/23/24 07:55:47 PM,7.079,,,,,
333,09/23/24 09:55:47 PM,5.450,,,,,
334,09/23/24 11:55:47 PM,4.831,,,,,
335,09/24/24 01:55:47 AM,4.415,,,,,
336,09/24/24 03:55:47 AM,3.788,,,,,
337,09/24/24 05:55:47 AM,3.155,,,,,
338,09/24/24 07:55:47 AM,2.730,,,,,
339,09/24/24 09:55:47 AM,4.727,,,,,
340,09/24/24 11:55:47 AM,8.282,,,,,
341,09/24/24 01:55:47 PM,11.819,,,,,
342,09/24/24 03:55:47 PM,13.942,,,,,
343,09/24/24 05:55:47 PM,13.846,,,,,
344,09/24/24 07:55:47 PM,10.748,,,,,
345,09/24/24 09:55:47 PM,8.282,,,,,
346,09/24/24 11:55:47 PM,6.471,,,,,
347,09/25/24 01:55:47 AM,5.244,,,,,
348,09/25/24 03:55:47 AM,4.623,,,,,
349,09/25/24 05:55:47 AM,4.311,,,,,
350,09/25/24 07:55:47 AM,3.472,,,,,
351,09/25/24 09:55:47 AM,6.877,,,,,
352,09/25/24 11:55:47 AM,11.916,,,,,
353,09/25/24 01:55:47 PM,15.855,,,,,
354,09/25/24 03:55:47 PM,17.475,,,,,
355,09/25/24 05:55:47 PM,16.427,,,,,
356,09/25/24 07:55:47 PM,13.076,,,,,
357,09/25/24 09:55:47 PM,10.553,,,,,
358,09/25/24 11:55:47 PM,9.373,,,,,
359,09/26/24 01:55:47 AM,8.382,,,,,
360,09/26/24 03:55:47 AM,7.782,,,,,
361,09/26/24 05:55:47 AM,7.381,,,,,
362,09/26/24 07:55:47 AM,7.179,,,,,
363,09/26/24 09:55:47 AM,8.978,,,,,
364,09/26/24 11:55:47 AM,11.722,,,,,
365,09/26/24 01:55:47 PM,14.900,,,,,
366,09/26/24 03:55:47 PM,15.951,,,,,
367,09/26/24 05:55:47 PM,15.473,,,,,
368,09/26/24 07:55:47 PM,12.401,,,,,
369,09/26/24 09:55:47 PM,10.161,,,,,
370,09/26/24 11:55:47 PM,9.077,,,,,
371,09/27/24 01:55:47 AM,8.481,,,,,
372,09/27/24 03:55:47 AM,7.179,,,,,
373,09/27/24 05:55:47 AM,6.674,,,,,
374,09/27/24 07:55:47 AM,6.166,,,,,
375,09/27/24 09:55:47 AM,7.983,,,,,
376,09/27/24 11:55:47 AM,12.594,,,,,
377,09/27/24 01:55:47 PM,14.996,,,,,
378,09/27/24 03:55:47 PM,15.473,,,,,
379,09/27/24 05:55:47 PM,15.187,,,,,
380,09/27/24 07:55:47 PM,12.207,,,,,
381,09/27/24 09:55:47 PM,9.965,,,,,
382,09/27/24 11:55:47 PM,8.680,,,,,
383,09/28/24 01:55:47 AM,7.682,,,,,
384,09/28/24 03:55:47 AM,6.573,,,,,
385,09/28/24 05:55:47 AM,5.552,,,,,
386,09/28/24 07:55:47 AM,4.727,,,,,
387,09/28/24 09:55:47 AM,7.882,,,,,
388,09/28/24 11:55:47 AM,12.594,,,,,
389,09/28/24 01:55:47 PM,16.141,,,,,
390,09/28/24 03:55:47 PM,17.665,,,,,
391,09/28/24 05:55:47 PM,16.618,,,,,
392,09/28/24 07:55:47 PM,13.269,,,,,
393,09/28/24 09:55:47 PM,10.944,,,,,
394,09/28/24 11:55:47 PM,9.373,,,,,
395,09/29/24 01:55:47 AM,8.282,,,,,
396,09/29/24 03:55:47 AM,7.582,,,,,
397,09/29/24 05:55:47 AM,7.280,,,,,
398,09/29/24 07:55:47 AM,7.079,,,,,
399,09/29/24 09:55:47 AM,9.373,,,,,
400,09/29/24 11:55:47 AM,12.497,,,,,
401,09/29/24 01:55:47 PM,15.664,,,,,
402,09/29/24 03:55:47 PM,16.808,,,,,
403,09/29/24 05:55:47 PM,16.713,,,,,
404,09/29/24 07:55:47 PM,13.461,,,,,
405,09/29/24 09:55:47 PM,11.431,,,,,
406,09/29/24 11:55:47 PM,10.357,,,,,
407,09/30/24 01:55:47 AM,9.571,,,,,
408,09/30/24 03:55:47 AM,9.176,,,,,
409,09/30/24 05:55:47 AM,8.879,,,,,
410,09/30/24 07:55:47 AM,8.680,,,,,
411,09/30/24 09:55:47 AM,9.768,,,,,
412,09/30/24 11:55:47 AM,12.207,,,,,
413,09/30/24 01:55:47 PM,15.187,,,,,
414,09/30/24 03:55:47 PM,16.427,,,,,
415,09/30/24 05:55:47 PM,14.613,,,,,
416,09/30/24 07:55:47 PM,11.236,,,,,
417,09/30/24 09:55:47 PM,8.779,,,,,
418,09/30/24 11:55:47 PM,7.682,,,,,
419,10/01/24 01:55:47 AM,6.775,,,,,
420,10/01/24 03:55:47 AM,6.573,,,,,
421,10/01/24 05:55:47 AM,5.962,,,,,
422,10/01/24 07:55:47 AM,5.450,,,,,
423,10/01/24 09:55:47 AM,7.381,,,,,
424,10/01/24 11:55:47 AM,10.553,,,,,
425,10/01/24 01:55:47 PM,12.883,,,,,
426,10/01/24 03:55:47 PM,15.187,,,,,
427,10/01/24 05:55:47 PM,15.091,,,,,
428,10/01/24 07:55:47 PM,12.110,,,,,
429,10/01/24 09:55:47 PM,10.259,,,,,
430,10/01/24 11:55:47 PM,9.373,,,,,
431,10/02/24 01:55:47 AM,8.680,,,,,
432,10/02/24 03:55:47 AM,8.082,,,,,
433,10/02/24 05:55:47 AM,7.481,,,,,
434,10/02/24 07:55:47 AM,7.280,,,,,
435,10/02/24 09:55:47 AM,8.382,,,,,
436,10/02/24 11:55:47 AM,10.748,,,,,
437,10/02/24 01:55:47 PM,13.269,,,,,
438,10/02/24 03:55:47 PM,15.187,,,,,
439,10/02/24 05:55:47 PM,14.517,,,,,
440,10/02/24 07:55:47 PM,11.722,,,,,
441,10/02/24 09:55:47 PM,9.965,,,,,
442,10/02/24 11:55:47 PM,8.978,,,,,
443,10/03/24 01:55:47 AM,8.182,,,,,
444,10/03/24 03:55:47 AM,7.582,,,,,
445,10/03/24 05:55:47 AM,6.978,,,,,
446,10/03/24 07:55:47 AM,6.471,,,,,
447,10/03/24 09:55:47 AM,9.373,,,,,
448,10/03/24 11:55:47 AM,10.846,,,,,
449,10/03/24 01:55:47 PM,14.134,,,,,
450,10/03/24 03:55:47 PM,16.046,,,,,
451,10/03/24 05:55:47 PM,15.282,,,,,
452,10/03/24 07:55:47 PM,11.431,,,,,
453,10/03/24 09:55:47 PM,9.077,,,,,
454,10/03/24 11:55:47 PM,7.682,,,,,
455,10/04/24 01:55:47 AM,6.471,,,,,
456,10/04/24 03:55:47 AM,5.860,,,,,
457,10/04/24 05:55:47 AM,5.141,,,,,
458,10/04/24 07:55:47 AM,4.727,,,,,
459,10/04/24 09:55:47 AM,7.079,,,,,
460,10/04/24 11:55:47 AM,10.944,,,,,
461,10/04/24 01:55:47 PM,14.038,,,,,
462,10/04/24 03:55:47 PM,15.951,,,,,
463,10/04/24 05:55:47 PM,15.091,,,,,
464,10/04/24 07:55:47 PM,12.110,,,,,
465,10/04/24 09:55:47 PM,10.259,,,,,
466,10/04/24 11:55:47 PM,9.077,,,,,
467,10/05/24 01:55:47 AM,8.382,,,,,
468,10/05/24 03:55:47 AM,7.983,,,,,
469,10/05/24 05:55:47 AM,7.782,,,,,
470,10/05/24 07:55:47 AM,7.179,,,,,
471,10/05/24 09:55:47 AM,8.282,,,,,
472,10/05/24 11:55:47 AM,11.139,,,,,
473,10/05/24 01:55:47 PM,13.365,,,,,
474,10/05/24 03:55:47 PM,13.942,,,,,
475,10/05/24 05:55:47 PM,13.076,,,,,
476,10/05/24 07:55:47 PM,10.357,,,,,
477,10/05/24 09:55:47 PM,8.680,,,,,
478,10/05/24 11:55:47 PM,7.381,,,,,
479,10/06/24 01:55:47 AM,6.674,,,,,
480,10/06/24 03:55:47 AM,5.962,,,,,
481,10/06/24 05:55:47 AM,4.727,,,,,
482,10/06/24 07:55:47 AM,3.893,,,,,
483,10/06/24 09:55:47 AM,6.268,,,,,
484,10/06/24 11:55:47 AM,11.236,,,,,
485,10/06/24 01:55:47 PM,14.230,,,,,
486,10/06/24 03:55:47 PM,15.951,,,,,
487,10/06/24 05:55:47 PM,15.282,,,,,
488,10/06/24 07:55:47 PM,11.722,,,,,
489,10/06/24 09:55:47 PM,9.077,,,,,
490,10/06/24 11:55:47 PM,7.682,,,,,
491,10/07/24 01:55:47 AM,6.978,,,,,
492,10/07/24 03:55:47 AM,6.268,,,,,
493,10/07/24 05:55:47 AM,5.655,,,,,
494,10/07/24 07:55:47 AM,4.934,,,,,
495,10/07/24 09:55:47 AM,6.674,,,,,
496,10/07/24 11:55:47 AM,8.879,,,,,
497,10/07/24 01:55:47 PM,11.431,,,,,
498,10/07/24 03:55:47 PM,13.750,,,,,
499,10/07/24 05:55:47 PM,13.076,,,,,
500,10/07/24 07:55:47 PM,9.768,,,,,
501,10/07/24 09:55:47 PM,7.381,,,,,
502,10/07/24 11:55:47 PM,5.860,,,,,
503,10/08/24 01:55:47 AM,4.519,,,,,
504,10/08/24 03:55:47 AM,3.472,,,,,
505,10/08/24 05:55:47 AM,3.049,,,,,
506,10/08/24 07:55:47 AM,2.730,,,,,
507,10/08/24 09:55:47 AM,5.244,,,,,
508,10/08/24 11:55:47 AM,8.680,,,,,
509,10/08/24 01:55:47 PM,11.916,,,,,
510,10/08/24 03:55:47 PM,12.497,,,,,
511,10/08/24 05:55:47 PM,11.431,,,,,
512,10/08/24 07:55:47 PM,8.879,,,,,
513,10/08/24 09:55:47 PM,7.079,,,,,
514,10/08/24 11:55:47 PM,6.064,,,,,
515,10/09/24 01:55:47 AM,5.141,,,,,
516,10/09/24 03:55:47 AM,4.519,,,,,
517,10/09/24 05:55:47 AM,4.311,,,,,
518,10/09/24 07:55:47 AM,3.893,,,,,
519,10/09/24 09:55:47 AM,5.141,,,,,
520,10/09/24 11:55:47 AM,8.282,,,,,
521,10/09/24 01:55:47 PM,11.819,,,,,
522,10/09/24 03:55:47 PM,12.690,,,,,
523,10/09/24 05:55:47 PM,10.259,,,,,
524,10/09/24 07:55:47 PM,8.282,,,,,
525,10/09/24 09:55:47 PM,6.573,,,,,
