"Plot Title: nr.sl.A"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20578489, SEN S/N: 20578489)","Coupler Detached (LGR S/N: 20578489)","Bad Battery (LGR S/N: 20578489)","Coupler Attached (LGR S/N: 20578489)","Host Connected (LGR S/N: 20578489)","Stopped (LGR S/N: 20578489)","End Of File (LGR S/N: 20578489)"
48,08/31/24 12:37:19 PM,22.238,,,,,,
49,08/31/24 02:37:19 PM,24.255,,,,,,
50,08/31/24 04:37:19 PM,23.484,,,,,,
51,08/31/24 06:37:19 PM,20.043,,,,,,
52,08/31/24 08:37:19 PM,16.999,,,,,,
53,08/31/24 10:37:19 PM,15.187,,,,,,
54,09/01/24 12:37:19 AM,13.654,,,,,,
55,09/01/24 02:37:19 AM,12.401,,,,,,
56,09/01/24 04:37:19 AM,11.334,,,,,,
57,09/01/24 06:37:19 AM,10.357,,,,,,
58,09/01/24 08:37:19 AM,12.690,,,,,,
59,09/01/24 10:37:19 AM,17.760,,,,,,
60,09/01/24 12:37:19 PM,21.569,,,,,,
61,09/01/24 02:37:19 PM,23.773,,,,,,
62,09/01/24 04:37:19 PM,22.908,,,,,,
63,09/01/24 06:37:19 PM,19.282,,,,,,
64,09/01/24 08:37:19 PM,16.618,,,,,,
65,09/01/24 10:37:19 PM,14.613,,,,,,
66,09/02/24 12:37:19 AM,13.365,,,,,,
67,09/02/24 02:37:19 AM,12.497,,,,,,
68,09/02/24 04:37:19 AM,11.625,,,,,,
69,09/02/24 06:37:19 AM,10.944,,,,,,
70,09/02/24 08:37:19 AM,12.787,,,,,,
71,09/02/24 10:37:19 AM,17.475,,,,,,
72,09/02/24 12:37:19 PM,20.710,,,,,,
73,09/02/24 02:37:19 PM,20.043,,,,,,
74,09/02/24 04:37:19 PM,19.092,,,,,,
75,09/02/24 06:37:19 PM,17.379,,,,,,
76,09/02/24 08:37:19 PM,14.900,,,,,,
77,09/02/24 10:37:19 PM,13.173,,,,,,
78,09/03/24 12:37:19 AM,12.207,,,,,,
79,09/03/24 02:37:19 AM,11.431,,,,,,
80,09/03/24 04:37:19 AM,10.846,,,,,,
81,09/03/24 06:37:19 AM,10.259,,,,,,
82,09/03/24 08:37:19 AM,12.207,,,,,,
83,09/03/24 10:37:19 AM,17.094,,,,,,
84,09/03/24 12:37:19 PM,22.046,,,,,,
85,09/03/24 02:37:19 PM,25.610,,,,,,
86,09/03/24 04:37:19 PM,25.416,,,,,,
87,09/03/24 06:37:19 PM,21.664,,,,,,
88,09/03/24 08:37:19 PM,18.711,,,,,,
89,09/03/24 10:37:19 PM,16.808,,,,,,
90,09/04/24 12:37:19 AM,15.760,,,,,,
91,09/04/24 02:37:19 AM,14.709,,,,,,
92,09/04/24 04:37:19 AM,12.980,,,,,,
93,09/04/24 06:37:19 AM,11.916,,,,,,
94,09/04/24 08:37:19 AM,14.230,,,,,,
95,09/04/24 10:37:19 AM,17.760,,,,,,
96,09/04/24 12:37:19 PM,16.237,,,,,,
97,09/04/24 02:37:19 PM,20.329,,,,,,
98,09/04/24 04:37:19 PM,20.710,,,,,,
99,09/04/24 06:37:19 PM,18.426,,,,,,
100,09/04/24 08:37:19 PM,16.141,,,,,,
101,09/04/24 10:37:19 PM,14.804,,,,,,
102,09/05/24 12:37:19 AM,9.472,,,,,,
103,09/05/24 02:37:19 AM,9.176,,,,,,
104,09/05/24 04:37:19 AM,7.983,,,,,,
105,09/05/24 06:37:19 AM,6.978,,,,,,
106,09/05/24 08:37:19 AM,7.481,,,,,,
107,09/05/24 10:37:19 AM,10.259,,,,,,
108,09/05/24 12:37:19 PM,10.748,,,,,,
109,09/05/24 02:37:19 PM,11.236,,,,,,
110,09/05/24 04:37:19 PM,11.528,,,,,,
111,09/05/24 06:37:19 PM,10.651,,,,,,
112,09/05/24 08:37:19 PM,8.082,,,,,,
113,09/05/24 10:37:19 PM,6.674,,,,,,
114,09/06/24 12:37:19 AM,5.655,,,,,,
115,09/06/24 02:37:19 AM,4.934,,,,,,
116,09/06/24 04:37:19 AM,4.311,,,,,,
117,09/06/24 06:37:19 AM,3.683,,,,,,
118,09/06/24 08:37:19 AM,4.623,,,,,,
119,09/06/24 10:37:19 AM,13.942,,,,,,
120,09/06/24 12:37:19 PM,19.853,,,,,,
121,09/06/24 02:37:19 PM,22.333,,,,,,
122,09/06/24 04:37:19 PM,20.996,,,,,,
123,09/06/24 06:37:19 PM,16.523,,,,,,
124,09/06/24 08:37:19 PM,13.173,,,,,,
125,09/06/24 10:37:19 PM,11.139,,,,,,
126,09/07/24 12:37:19 AM,9.866,,,,,,
127,09/07/24 02:37:19 AM,8.779,,,,,,
128,09/07/24 04:37:19 AM,7.882,,,,,,
129,09/07/24 06:37:19 AM,7.079,,,,,,
130,09/07/24 08:37:19 AM,9.768,,,,,,
131,09/07/24 10:37:19 AM,15.760,,,,,,
132,09/07/24 12:37:19 PM,21.187,,,,,,
133,09/07/24 02:37:19 PM,25.028,,,,,,
134,09/07/24 04:37:19 PM,22.333,,,,,,
135,09/07/24 06:37:19 PM,17.094,,,,,,
136,09/07/24 08:37:19 PM,14.325,,,,,,
137,09/07/24 10:37:19 PM,12.304,,,,,,
138,09/08/24 12:37:19 AM,10.748,,,,,,
139,09/08/24 02:37:19 AM,9.768,,,,,,
140,09/08/24 04:37:19 AM,8.978,,,,,,
141,09/08/24 06:37:19 AM,8.282,,,,,,
142,09/08/24 08:37:19 AM,10.357,,,,,,
143,09/08/24 10:37:19 AM,15.664,,,,,,
144,09/08/24 12:37:19 PM,21.187,,,,,,
145,09/08/24 02:37:19 PM,23.196,,,,,,
146,09/08/24 04:37:19 PM,20.996,,,,,,
147,09/08/24 06:37:19 PM,18.521,,,,,,
148,09/08/24 08:37:19 PM,15.569,,,,,,
149,09/08/24 10:37:19 PM,13.846,,,,,,
150,09/09/24 12:37:19 AM,12.497,,,,,,
151,09/09/24 02:37:19 AM,11.431,,,,,,
152,09/09/24 04:37:19 AM,10.553,,,,,,
153,09/09/24 06:37:19 AM,9.866,,,,,,
154,09/09/24 08:37:19 AM,11.236,,,,,,
155,09/09/24 10:37:19 AM,14.421,,,,,,
156,09/09/24 12:37:19 PM,17.760,,,,,,
157,09/09/24 02:37:19 PM,22.717,,,,,,
158,09/09/24 04:37:19 PM,19.662,,,,,,
159,09/09/24 06:37:19 PM,17.760,,,,,,
160,09/09/24 08:37:19 PM,15.473,,,,,,
161,09/09/24 10:37:19 PM,14.038,,,,,,
162,09/10/24 12:37:19 AM,13.076,,,,,,
163,09/10/24 02:37:19 AM,11.819,,,,,,
164,09/10/24 04:37:19 AM,10.651,,,,,,
165,09/10/24 06:37:19 AM,9.768,,,,,,
166,09/10/24 08:37:19 AM,11.334,,,,,,
167,09/10/24 10:37:19 AM,14.421,,,,,,
168,09/10/24 12:37:19 PM,15.187,,,,,,
169,09/10/24 02:37:19 PM,14.804,,,,,,
170,09/10/24 04:37:19 PM,13.461,,,,,,
171,09/10/24 06:37:19 PM,12.013,,,,,,
172,09/10/24 08:37:19 PM,10.944,,,,,,
173,09/10/24 10:37:19 PM,9.669,,,,,,
174,09/11/24 12:37:19 AM,9.077,,,,,,
175,09/11/24 02:37:19 AM,8.779,,,,,,
176,09/11/24 04:37:19 AM,7.582,,,,,,
177,09/11/24 06:37:19 AM,6.978,,,,,,
178,09/11/24 08:37:19 AM,9.472,,,,,,
179,09/11/24 10:37:19 AM,15.569,,,,,,
180,09/11/24 12:37:19 PM,18.996,,,,,,
181,09/11/24 02:37:19 PM,22.908,,,,,,
182,09/11/24 04:37:19 PM,19.092,,,,,,
183,09/11/24 06:37:19 PM,15.282,,,,,,
184,09/11/24 08:37:19 PM,12.594,,,,,,
185,09/11/24 10:37:19 PM,10.944,,,,,,
186,09/12/24 12:37:19 AM,9.768,,,,,,
187,09/12/24 02:37:19 AM,8.879,,,,,,
188,09/12/24 04:37:19 AM,7.983,,,,,,
189,09/12/24 06:37:19 AM,7.179,,,,,,
190,09/12/24 08:37:19 AM,9.472,,,,,,
191,09/12/24 10:37:19 AM,15.282,,,,,,
192,09/12/24 12:37:19 PM,20.519,,,,,,
193,09/12/24 02:37:19 PM,23.581,,,,,,
194,09/12/24 04:37:19 PM,21.091,,,,,,
195,09/12/24 06:37:19 PM,17.379,,,,,,
196,09/12/24 08:37:19 PM,14.613,,,,,,
197,09/12/24 10:37:19 PM,12.980,,,,,,
198,09/13/24 12:37:19 AM,11.528,,,,,,
199,09/13/24 02:37:19 AM,10.651,,,,,,
200,09/13/24 04:37:19 AM,9.373,,,,,,
201,09/13/24 06:37:19 AM,8.382,,,,,,
202,09/13/24 08:37:19 AM,10.259,,,,,,
203,09/13/24 10:37:19 AM,16.427,,,,,,
204,09/13/24 12:37:19 PM,21.473,,,,,,
205,09/13/24 02:37:19 PM,24.255,,,,,,
206,09/13/24 04:37:19 PM,22.333,,,,,,
207,09/13/24 06:37:19 PM,17.475,,,,,,
208,09/13/24 08:37:19 PM,14.613,,,,,,
209,09/13/24 10:37:19 PM,12.690,,,,,,
210,09/14/24 12:37:19 AM,11.139,,,,,,
211,09/14/24 02:37:19 AM,10.063,,,,,,
212,09/14/24 04:37:19 AM,9.176,,,,,,
213,09/14/24 06:37:19 AM,8.481,,,,,,
214,09/14/24 08:37:19 AM,10.651,,,,,,
215,09/14/24 10:37:19 AM,13.269,,,,,,
216,09/14/24 12:37:19 PM,17.950,,,,,,
217,09/14/24 02:37:19 PM,22.238,,,,,,
218,09/14/24 04:37:19 PM,21.473,,,,,,
219,09/14/24 06:37:19 PM,17.570,,,,,,
220,09/14/24 08:37:19 PM,14.517,,,,,,
221,09/14/24 10:37:19 PM,12.594,,,,,,
222,09/15/24 12:37:19 AM,11.334,,,,,,
223,09/15/24 02:37:19 AM,10.357,,,,,,
224,09/15/24 04:37:19 AM,9.472,,,,,,
225,09/15/24 06:37:19 AM,8.581,,,,,,
226,09/15/24 08:37:19 AM,10.944,,,,,,
227,09/15/24 10:37:19 AM,16.999,,,,,,
228,09/15/24 12:37:19 PM,19.282,,,,,,
229,09/15/24 02:37:19 PM,18.901,,,,,,
230,09/15/24 04:37:19 PM,14.230,,,,,,
231,09/15/24 06:37:19 PM,13.076,,,,,,
232,09/15/24 08:37:19 PM,10.651,,,,,,
233,09/15/24 10:37:19 PM,9.373,,,,,,
234,09/16/24 12:37:19 AM,8.581,,,,,,
235,09/16/24 02:37:19 AM,7.582,,,,,,
236,09/16/24 04:37:19 AM,6.775,,,,,,
237,09/16/24 06:37:19 AM,6.064,,,,,,
238,09/16/24 08:37:19 AM,8.481,,,,,,
239,09/16/24 10:37:19 AM,15.378,,,,,,
240,09/16/24 12:37:19 PM,17.665,,,,,,
241,09/16/24 02:37:19 PM,15.664,,,,,,
242,09/16/24 04:37:19 PM,14.421,,,,,,
243,09/16/24 06:37:19 PM,12.883,,,,,,
244,09/16/24 08:37:19 PM,10.455,,,,,,
245,09/16/24 10:37:19 PM,9.176,,,,,,
246,09/17/24 12:37:19 AM,8.182,,,,,,
247,09/17/24 02:37:19 AM,7.481,,,,,,
248,09/17/24 04:37:19 AM,6.674,,,,,,
249,09/17/24 06:37:19 AM,6.370,,,,,,
250,09/17/24 08:37:19 AM,9.176,,,,,,
251,09/17/24 10:37:19 AM,16.141,,,,,,
252,09/17/24 12:37:19 PM,17.570,,,,,,
253,09/17/24 02:37:19 PM,13.558,,,,,,
254,09/17/24 04:37:19 PM,12.497,,,,,,
255,09/17/24 06:37:19 PM,9.669,,,,,,
256,09/17/24 08:37:19 PM,7.682,,,,,,
257,09/17/24 10:37:19 PM,6.471,,,,,,
258,09/18/24 12:37:19 AM,5.655,,,,,,
259,09/18/24 02:37:19 AM,4.831,,,,,,
260,09/18/24 04:37:19 AM,4.102,,,,,,
261,09/18/24 06:37:19 AM,3.788,,,,,,
262,09/18/24 08:37:19 AM,4.311,,,,,,
263,09/18/24 10:37:19 AM,8.382,,,,,,
264,09/18/24 12:37:19 PM,15.855,,,,,,
265,09/18/24 02:37:19 PM,19.758,,,,,,
266,09/18/24 04:37:19 PM,17.379,,,,,,
267,09/18/24 06:37:19 PM,12.883,,,,,,
268,09/18/24 08:37:19 PM,10.161,,,,,,
269,09/18/24 10:37:19 PM,8.581,,,,,,
270,09/19/24 12:37:19 AM,7.280,,,,,,
271,09/19/24 02:37:19 AM,6.471,,,,,,
272,09/19/24 04:37:19 AM,5.655,,,,,,
273,09/19/24 06:37:19 AM,4.934,,,,,,
274,09/19/24 08:37:19 AM,7.179,,,,,,
275,09/19/24 10:37:19 AM,14.996,,,,,,
276,09/19/24 12:37:19 PM,20.329,,,,,,
277,09/19/24 02:37:19 PM,23.004,,,,,,
278,09/19/24 04:37:19 PM,21.664,,,,,,
279,09/19/24 06:37:19 PM,16.808,,,,,,
280,09/19/24 08:37:19 PM,13.173,,,,,,
281,09/19/24 10:37:19 PM,11.236,,,,,,
282,09/20/24 12:37:19 AM,10.357,,,,,,
283,09/20/24 02:37:19 AM,9.571,,,,,,
284,09/20/24 04:37:19 AM,8.680,,,,,,
285,09/20/24 06:37:19 AM,8.182,,,,,,
286,09/20/24 08:37:19 AM,8.581,,,,,,
287,09/20/24 10:37:19 AM,13.750,,,,,,
288,09/20/24 12:37:19 PM,20.138,,,,,,
289,09/20/24 02:37:19 PM,22.333,,,,,,
290,09/20/24 04:37:19 PM,20.234,,,,,,
291,09/20/24 06:37:19 PM,16.332,,,,,,
292,09/20/24 08:37:19 PM,13.269,,,,,,
293,09/20/24 10:37:19 PM,11.722,,,,,,
294,09/21/24 12:37:19 AM,10.553,,,,,,
295,09/21/24 02:37:19 AM,9.669,,,,,,
296,09/21/24 04:37:19 AM,8.082,,,,,,
297,09/21/24 06:37:19 AM,6.978,,,,,,
298,09/21/24 08:37:19 AM,8.978,,,,,,
299,09/21/24 10:37:19 AM,15.187,,,,,,
300,09/21/24 12:37:19 PM,20.234,,,,,,
301,09/21/24 02:37:19 PM,20.710,,,,,,
302,09/21/24 04:37:19 PM,15.855,,,,,,
303,09/21/24 06:37:19 PM,11.334,,,,,,
304,09/21/24 08:37:19 PM,9.176,,,,,,
305,09/21/24 10:37:19 PM,7.782,,,,,,
306,09/22/24 12:37:19 AM,6.775,,,,,,
307,09/22/24 02:37:19 AM,6.166,,,,,,
308,09/22/24 04:37:19 AM,5.757,,,,,,
309,09/22/24 06:37:19 AM,5.347,,,,,,
310,09/22/24 08:37:19 AM,4.934,,,,,,
311,09/22/24 10:37:19 AM,4.727,,,,,,
312,09/22/24 12:37:19 PM,4.519,,,,,,
313,09/22/24 02:37:19 PM,3.998,,,,,,
314,09/22/24 04:37:19 PM,4.519,,,,,,
315,09/22/24 06:37:19 PM,5.037,,,,,,
316,09/22/24 08:37:19 PM,4.519,,,,,,
317,09/22/24 10:37:19 PM,4.102,,,,,,
318,09/23/24 12:37:19 AM,3.788,,,,,,
319,09/23/24 02:37:19 AM,3.472,,,,,,
320,09/23/24 04:37:19 AM,3.155,,,,,,
321,09/23/24 06:37:19 AM,2.837,,,,,,
322,09/23/24 08:37:19 AM,2.837,,,,,,
323,09/23/24 10:37:19 AM,8.082,,,,,,
324,09/23/24 12:37:19 PM,13.461,,,,,,
325,09/23/24 02:37:19 PM,16.046,,,,,,
326,09/23/24 04:37:19 PM,15.473,,,,,,
327,09/23/24 06:37:19 PM,12.304,,,,,,
328,09/23/24 08:37:19 PM,9.669,,,,,,
329,09/23/24 10:37:19 PM,8.182,,,,,,
330,09/24/24 12:37:19 AM,7.582,,,,,,
331,09/24/24 02:37:19 AM,6.674,,,,,,
332,09/24/24 04:37:19 AM,5.757,,,,,,
333,09/24/24 06:37:19 AM,5.037,,,,,,
334,09/24/24 08:37:19 AM,6.064,,,,,,
335,09/24/24 10:37:19 AM,11.528,,,,,,
336,09/24/24 12:37:19 PM,17.379,,,,,,
337,09/24/24 02:37:19 PM,20.043,,,,,,
338,09/24/24 04:37:19 PM,18.996,,,,,,
339,09/24/24 06:37:19 PM,14.996,,,,,,
340,09/24/24 08:37:19 PM,12.401,,,,,,
341,09/24/24 10:37:19 PM,10.651,,,,,,
342,09/25/24 12:37:19 AM,9.275,,,,,,
343,09/25/24 02:37:19 AM,8.382,,,,,,
344,09/25/24 04:37:19 AM,7.682,,,,,,
345,09/25/24 06:37:19 AM,6.978,,,,,,
346,09/25/24 08:37:19 AM,8.978,,,,,,
347,09/25/24 10:37:19 AM,15.473,,,,,,
348,09/25/24 12:37:19 PM,20.710,,,,,,
349,09/25/24 02:37:19 PM,22.812,,,,,,
350,09/25/24 04:37:19 PM,21.187,,,,,,
351,09/25/24 06:37:19 PM,17.189,,,,,,
352,09/25/24 08:37:19 PM,14.613,,,,,,
353,09/25/24 10:37:19 PM,13.173,,,,,,
354,09/26/24 12:37:19 AM,12.110,,,,,,
355,09/26/24 02:37:19 AM,11.139,,,,,,
356,09/26/24 04:37:19 AM,10.455,,,,,,
357,09/26/24 06:37:19 AM,9.866,,,,,,
358,09/26/24 08:37:19 AM,10.846,,,,,,
359,09/26/24 10:37:19 AM,14.709,,,,,,
360,09/26/24 12:37:19 PM,18.806,,,,,,
361,09/26/24 02:37:19 PM,21.282,,,,,,
362,09/26/24 04:37:19 PM,19.948,,,,,,
363,09/26/24 06:37:19 PM,17.094,,,,,,
364,09/26/24 08:37:19 PM,14.804,,,,,,
365,09/26/24 10:37:19 PM,13.173,,,,,,
366,09/27/24 12:37:19 AM,12.594,,,,,,
367,09/27/24 02:37:19 AM,11.625,,,,,,
368,09/27/24 04:37:19 AM,10.748,,,,,,
369,09/27/24 06:37:19 AM,9.866,,,,,,
370,09/27/24 08:37:19 AM,10.455,,,,,,
371,09/27/24 10:37:19 AM,14.421,,,,,,
372,09/27/24 12:37:19 PM,19.377,,,,,,
373,09/27/24 02:37:19 PM,18.236,,,,,,
374,09/27/24 04:37:19 PM,18.616,,,,,,
375,09/27/24 06:37:19 PM,15.569,,,,,,
376,09/27/24 08:37:19 PM,13.269,,,,,,
377,09/27/24 10:37:19 PM,12.013,,,,,,
378,09/28/24 12:37:19 AM,11.041,,,,,,
379,09/28/24 02:37:19 AM,9.965,,,,,,
380,09/28/24 04:37:19 AM,8.879,,,,,,
381,09/28/24 06:37:19 AM,8.282,,,,,,
382,09/28/24 08:37:19 AM,9.965,,,,,,
383,09/28/24 10:37:19 AM,15.664,,,,,,
384,09/28/24 12:37:19 PM,19.948,,,,,,
385,09/28/24 02:37:19 PM,21.664,,,,,,
386,09/28/24 04:37:19 PM,20.234,,,,,,
387,09/28/24 06:37:19 PM,16.903,,,,,,
388,09/28/24 08:37:19 PM,14.709,,,,,,
389,09/28/24 10:37:19 PM,13.173,,,,,,
390,09/29/24 12:37:19 AM,12.013,,,,,,
391,09/29/24 02:37:19 AM,11.041,,,,,,
392,09/29/24 04:37:19 AM,10.455,,,,,,
393,09/29/24 06:37:19 AM,9.866,,,,,,
394,09/29/24 08:37:19 AM,10.553,,,,,,
395,09/29/24 10:37:19 AM,15.664,,,,,,
396,09/29/24 12:37:19 PM,20.043,,,,,,
397,09/29/24 02:37:19 PM,22.238,,,,,,
398,09/29/24 04:37:19 PM,20.424,,,,,,
399,09/29/24 06:37:19 PM,17.950,,,,,,
400,09/29/24 08:37:19 PM,15.569,,,,,,
401,09/29/24 10:37:19 PM,14.230,,,,,,
402,09/30/24 12:37:19 AM,13.173,,,,,,
403,09/30/24 02:37:19 AM,12.207,,,,,,
404,09/30/24 04:37:19 AM,11.528,,,,,,
405,09/30/24 06:37:19 AM,11.139,,,,,,
406,09/30/24 08:37:19 AM,11.139,,,,,,
407,09/30/24 10:37:19 AM,14.900,,,,,,
408,09/30/24 12:37:19 PM,18.616,,,,,,
409,09/30/24 02:37:19 PM,21.473,,,,,,
410,09/30/24 04:37:19 PM,19.758,,,,,,
411,09/30/24 06:37:19 PM,16.237,,,,,,
412,09/30/24 08:37:19 PM,13.558,,,,,,
413,09/30/24 10:37:19 PM,11.819,,,,,,
414,10/01/24 12:37:19 AM,10.651,,,,,,
415,10/01/24 02:37:19 AM,9.866,,,,,,
416,10/01/24 04:37:19 AM,9.472,,,,,,
417,10/01/24 06:37:19 AM,8.481,,,,,,
418,10/01/24 08:37:19 AM,9.768,,,,,,
419,10/01/24 10:37:19 AM,14.421,,,,,,
420,10/01/24 12:37:19 PM,17.665,,,,,,
421,10/01/24 02:37:19 PM,20.329,,,,,,
422,10/01/24 04:37:19 PM,19.662,,,,,,
423,10/01/24 06:37:19 PM,16.427,,,,,,
424,10/01/24 08:37:19 PM,14.230,,,,,,
425,10/01/24 10:37:19 PM,12.883,,,,,,
426,10/02/24 12:37:19 AM,11.819,,,,,,
427,10/02/24 02:37:19 AM,10.944,,,,,,
428,10/02/24 04:37:19 AM,10.161,,,,,,
429,10/02/24 06:37:19 AM,9.472,,,,,,
430,10/02/24 08:37:19 AM,10.161,,,,,,
431,10/02/24 10:37:19 AM,13.365,,,,,,
432,10/02/24 12:37:19 PM,17.189,,,,,,
433,10/02/24 02:37:19 PM,19.377,,,,,,
434,10/02/24 04:37:19 PM,18.806,,,,,,
435,10/02/24 06:37:19 PM,15.760,,,,,,
436,10/02/24 08:37:19 PM,13.750,,,,,,
437,10/02/24 10:37:19 PM,12.401,,,,,,
438,10/03/24 12:37:19 AM,11.334,,,,,,
439,10/03/24 02:37:19 AM,10.357,,,,,,
440,10/03/24 04:37:19 AM,9.571,,,,,,
441,10/03/24 06:37:19 AM,8.879,,,,,,
442,10/03/24 08:37:19 AM,10.063,,,,,,
443,10/03/24 10:37:19 AM,14.038,,,,,,
444,10/03/24 12:37:19 PM,18.521,,,,,,
445,10/03/24 02:37:19 PM,21.473,,,,,,
446,10/03/24 04:37:19 PM,20.234,,,,,,
447,10/03/24 06:37:19 PM,15.951,,,,,,
448,10/03/24 08:37:19 PM,13.365,,,,,,
449,10/03/24 10:37:19 PM,11.722,,,,,,
450,10/04/24 12:37:19 AM,10.357,,,,,,
451,10/04/24 02:37:19 AM,9.373,,,,,,
452,10/04/24 04:37:19 AM,8.581,,,,,,
453,10/04/24 06:37:19 AM,7.682,,,,,,
454,10/04/24 08:37:19 AM,9.176,,,,,,
455,10/04/24 10:37:19 AM,14.613,,,,,,
456,10/04/24 12:37:19 PM,19.567,,,,,,
457,10/04/24 02:37:19 PM,21.951,,,,,,
458,10/04/24 04:37:19 PM,20.424,,,,,,
459,10/04/24 06:37:19 PM,16.713,,,,,,
460,10/04/24 08:37:19 PM,14.613,,,,,,
461,10/04/24 10:37:19 PM,13.173,,,,,,
462,10/05/24 12:37:19 AM,11.916,,,,,,
463,10/05/24 02:37:19 AM,10.944,,,,,,
464,10/05/24 04:37:19 AM,10.259,,,,,,
465,10/05/24 06:37:19 AM,9.669,,,,,,
466,10/05/24 08:37:19 AM,10.161,,,,,,
467,10/05/24 10:37:19 AM,14.517,,,,,,
468,10/05/24 12:37:19 PM,18.236,,,,,,
469,10/05/24 02:37:19 PM,19.567,,,,,,
470,10/05/24 04:37:19 PM,18.045,,,,,,
471,10/05/24 06:37:19 PM,14.996,,,,,,
472,10/05/24 08:37:19 PM,12.883,,,,,,
473,10/05/24 10:37:19 PM,11.139,,,,,,
474,10/06/24 12:37:19 AM,10.161,,,,,,
475,10/06/24 02:37:19 AM,9.472,,,,,,
476,10/06/24 04:37:19 AM,8.082,,,,,,
477,10/06/24 06:37:19 AM,7.179,,,,,,
478,10/06/24 08:37:19 AM,8.481,,,,,,
479,10/06/24 10:37:19 AM,14.709,,,,,,
480,10/06/24 12:37:19 PM,19.662,,,,,,
481,10/06/24 02:37:19 PM,21.855,,,,,,
482,10/06/24 04:37:19 PM,20.710,,,,,,
483,10/06/24 06:37:19 PM,16.523,,,,,,
484,10/06/24 08:37:19 PM,13.750,,,,,,
485,10/06/24 10:37:19 PM,12.110,,,,,,
486,10/07/24 12:37:19 AM,11.041,,,,,,
487,10/07/24 02:37:19 AM,10.259,,,,,,
488,10/07/24 04:37:19 AM,9.176,,,,,,
489,10/07/24 06:37:19 AM,8.182,,,,,,
490,10/07/24 08:37:19 AM,8.879,,,,,,
491,10/07/24 10:37:19 AM,14.230,,,,,,
492,10/07/24 12:37:19 PM,16.903,,,,,,
493,10/07/24 02:37:19 PM,20.043,,,,,,
494,10/07/24 04:37:19 PM,18.901,,,,,,
495,10/07/24 06:37:19 PM,14.996,,,,,,
496,10/07/24 08:37:19 PM,12.207,,,,,,
497,10/07/24 10:37:19 PM,10.259,,,,,,
498,10/08/24 12:37:19 AM,8.978,,,,,,
499,10/08/24 02:37:19 AM,7.782,,,,,,
500,10/08/24 04:37:19 AM,6.877,,,,,,
501,10/08/24 06:37:19 AM,6.166,,,,,,
502,10/08/24 08:37:19 AM,7.582,,,,,,
503,10/08/24 10:37:19 AM,13.558,,,,,,
504,10/08/24 12:37:19 PM,16.332,,,,,,
505,10/08/24 02:37:19 PM,18.901,,,,,,
