"Plot Title: jp.sw.B"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397968, SEN S/N: 21397968)","Coupler Detached (LGR S/N: 21397968)","Host Connected (LGR S/N: 21397968)","Coupler Attached (LGR S/N: 21397968)","End Of File (LGR S/N: 21397968)"
209,06/27/25 06:36:12 PM,20.901,,,,
210,06/27/25 08:36:12 PM,15.091,,,,
211,06/27/25 10:36:12 PM,10.944,,,,
212,06/28/25 12:36:12 AM,9.077,,,,
213,06/28/25 02:36:12 AM,7.682,,,,
214,06/28/25 04:36:12 AM,7.079,,,,
215,06/28/25 06:36:12 AM,6.370,,,,
216,06/28/25 08:36:12 AM,10.357,,,,
217,06/28/25 10:36:12 AM,17.855,,,,
218,06/28/25 12:36:12 PM,25.125,,,,
219,06/28/25 02:36:12 PM,29.252,,,,
220,06/28/25 04:36:12 PM,26.488,,,,
221,06/28/25 06:36:12 PM,18.236,,,,
222,06/28/25 08:36:12 PM,14.517,,,,
223,06/28/25 10:36:12 PM,10.748,,,,
224,06/29/25 12:36:12 AM,8.978,,,,
225,06/29/25 02:36:12 AM,8.382,,,,
226,06/29/25 04:36:12 AM,7.079,,,,
227,06/29/25 06:36:12 AM,6.268,,,,
228,06/29/25 08:36:12 AM,10.553,,,,
229,06/29/25 10:36:12 AM,19.377,,,,
230,06/29/25 12:36:12 PM,23.388,,,,
231,06/29/25 02:36:12 PM,26.879,,,,
232,06/29/25 04:36:12 PM,16.713,,,,
233,06/29/25 06:36:12 PM,18.996,,,,
234,06/29/25 08:36:12 PM,12.690,,,,
235,06/29/25 10:36:12 PM,9.965,,,,
236,06/30/25 12:36:12 AM,8.382,,,,
237,06/30/25 02:36:12 AM,6.978,,,,
238,06/30/25 04:36:12 AM,5.962,,,,
239,06/30/25 06:36:12 AM,4.934,,,,
240,06/30/25 08:36:12 AM,8.382,,,,
241,06/30/25 10:36:12 AM,17.475,,,,
242,06/30/25 12:36:12 PM,23.869,,,,
243,06/30/25 02:36:12 PM,25.902,,,,
244,06/30/25 04:36:12 PM,20.996,,,,
245,06/30/25 06:36:12 PM,16.332,,,,
246,06/30/25 08:36:12 PM,12.980,,,,
247,06/30/25 10:36:12 PM,11.334,,,,
248,07/01/25 12:36:12 AM,8.680,,,,
249,07/01/25 02:36:12 AM,7.682,,,,
250,07/01/25 04:36:12 AM,6.877,,,,
251,07/01/25 06:36:12 AM,5.962,,,,
252,07/01/25 08:36:12 AM,10.357,,,,
253,07/01/25 10:36:12 AM,18.236,,,,
254,07/01/25 12:36:12 PM,21.187,,,,
255,07/01/25 02:36:12 PM,22.717,,,,
256,07/01/25 04:36:12 PM,18.711,,,,
257,07/01/25 06:36:12 PM,20.138,,,,
258,07/01/25 08:36:12 PM,14.709,,,,
259,07/01/25 10:36:12 PM,11.041,,,,
260,07/02/25 12:36:12 AM,8.879,,,,
261,07/02/25 02:36:12 AM,7.582,,,,
262,07/02/25 04:36:12 AM,6.877,,,,
263,07/02/25 06:36:12 AM,6.370,,,,
264,07/02/25 08:36:12 AM,10.455,,,,
265,07/02/25 10:36:12 AM,20.234,,,,
266,07/02/25 12:36:12 PM,28.456,,,,
267,07/02/25 02:36:12 PM,20.043,,,,
268,07/02/25 04:36:12 PM,22.908,,,,
269,07/02/25 06:36:12 PM,20.138,,,,
270,07/02/25 08:36:12 PM,14.421,,,,
271,07/02/25 10:36:12 PM,10.846,,,,
272,07/03/25 12:36:12 AM,8.382,,,,
273,07/03/25 02:36:12 AM,6.877,,,,
274,07/03/25 04:36:12 AM,6.166,,,,
275,07/03/25 06:36:12 AM,5.655,,,,
276,07/03/25 08:36:12 AM,10.651,,,,
277,07/03/25 10:36:12 AM,21.091,,,,
278,07/03/25 12:36:12 PM,22.238,,,,
279,07/03/25 02:36:12 PM,23.004,,,,
280,07/03/25 04:36:12 PM,23.581,,,,
281,07/03/25 06:36:12 PM,17.760,,,,
282,07/03/25 08:36:12 PM,12.207,,,,
283,07/03/25 10:36:12 PM,9.768,,,,
284,07/04/25 12:36:12 AM,8.481,,,,
285,07/04/25 02:36:12 AM,7.582,,,,
286,07/04/25 04:36:12 AM,7.079,,,,
287,07/04/25 06:36:12 AM,7.079,,,,
288,07/04/25 08:36:12 AM,8.779,,,,
289,07/04/25 10:36:12 AM,10.651,,,,
290,07/04/25 12:36:12 PM,11.819,,,,
291,07/04/25 02:36:12 PM,16.808,,,,
292,07/04/25 04:36:12 PM,14.421,,,,
293,07/04/25 06:36:12 PM,15.855,,,,
294,07/04/25 08:36:12 PM,10.846,,,,
295,07/04/25 10:36:12 PM,8.082,,,,
296,07/05/25 12:36:12 AM,6.674,,,,
297,07/05/25 02:36:12 AM,6.166,,,,
298,07/05/25 04:36:12 AM,5.450,,,,
299,07/05/25 06:36:12 AM,4.415,,,,
300,07/05/25 08:36:12 AM,8.581,,,,
301,07/05/25 10:36:12 AM,16.332,,,,
302,07/05/25 12:36:12 PM,23.388,,,,
303,07/05/25 02:36:12 PM,26.585,,,,
304,07/05/25 04:36:12 PM,25.513,,,,
305,07/05/25 06:36:12 PM,22.525,,,,
306,07/05/25 08:36:12 PM,14.709,,,,
307,07/05/25 10:36:12 PM,10.455,,,,
308,07/06/25 12:36:12 AM,8.779,,,,
309,07/06/25 02:36:12 AM,7.381,,,,
310,07/06/25 04:36:12 AM,5.860,,,,
311,07/06/25 06:36:12 AM,5.037,,,,
312,07/06/25 08:36:12 AM,9.768,,,,
313,07/06/25 10:36:12 AM,18.045,,,,
314,07/06/25 12:36:12 PM,25.319,,,,
315,07/06/25 02:36:12 PM,27.665,,,,
316,07/06/25 04:36:12 PM,22.812,,,,
317,07/06/25 06:36:12 PM,20.615,,,,
318,07/06/25 08:36:12 PM,14.325,,,,
319,07/06/25 10:36:12 PM,10.455,,,,
320,07/07/25 12:36:12 AM,8.581,,,,
321,07/07/25 02:36:12 AM,6.978,,,,
322,07/07/25 04:36:12 AM,6.166,,,,
323,07/07/25 06:36:12 AM,5.552,,,,
324,07/07/25 08:36:12 AM,10.063,,,,
325,07/07/25 10:36:12 AM,18.236,,,,
326,07/07/25 12:36:12 PM,23.100,,,,
327,07/07/25 02:36:12 PM,22.429,,,,
328,07/07/25 04:36:12 PM,22.142,,,,
329,07/07/25 06:36:12 PM,19.948,,,,
330,07/07/25 08:36:12 PM,14.709,,,,
331,07/07/25 10:36:12 PM,10.748,,,,
332,07/08/25 12:36:12 AM,8.581,,,,
333,07/08/25 02:36:12 AM,7.481,,,,
334,07/08/25 04:36:12 AM,7.079,,,,
335,07/08/25 06:36:12 AM,6.877,,,,
336,07/08/25 08:36:12 AM,11.041,,,,
337,07/08/25 10:36:12 AM,19.187,,,,
338,07/08/25 12:36:12 PM,23.388,,,,
339,07/08/25 02:36:12 PM,22.717,,,,
340,07/08/25 04:36:12 PM,24.835,,,,
341,07/08/25 06:36:12 PM,22.142,,,,
342,07/08/25 08:36:12 PM,15.187,,,,
343,07/08/25 10:36:12 PM,11.431,,,,
344,07/09/25 12:36:12 AM,9.472,,,,
345,07/09/25 02:36:12 AM,8.282,,,,
346,07/09/25 04:36:12 AM,7.983,,,,
347,07/09/25 06:36:12 AM,7.280,,,,
348,07/09/25 08:36:12 AM,11.625,,,,
349,07/09/25 10:36:12 AM,20.996,,,,
350,07/09/25 12:36:12 PM,28.159,,,,
351,07/09/25 02:36:12 PM,31.472,,,,
352,07/09/25 04:36:12 PM,31.778,,,,
353,07/09/25 06:36:12 PM,27.764,,,,
354,07/09/25 08:36:12 PM,19.662,,,,
355,07/09/25 10:36:12 PM,15.664,,,,
356,07/10/25 12:36:12 AM,13.750,,,,
357,07/10/25 02:36:12 AM,11.722,,,,
358,07/10/25 04:36:12 AM,10.944,,,,
359,07/10/25 06:36:12 AM,10.161,,,,
360,07/10/25 08:36:12 AM,12.304,,,,
361,07/10/25 10:36:12 AM,19.092,,,,
362,07/10/25 12:36:12 PM,23.196,,,,
363,07/10/25 02:36:12 PM,19.853,,,,
364,07/10/25 04:36:12 PM,17.950,,,,
365,07/10/25 06:36:12 PM,15.282,,,,
366,07/10/25 08:36:12 PM,12.497,,,,
367,07/10/25 10:36:12 PM,8.879,,,,
368,07/11/25 12:36:12 AM,7.079,,,,
369,07/11/25 02:36:12 AM,6.064,,,,
370,07/11/25 04:36:12 AM,6.166,,,,
371,07/11/25 06:36:12 AM,5.141,,,,
372,07/11/25 08:36:12 AM,9.866,,,,
373,07/11/25 10:36:12 AM,20.901,,,,
374,07/11/25 12:36:12 PM,23.196,,,,
375,07/11/25 02:36:12 PM,24.545,,,,
376,07/11/25 04:36:12 PM,22.429,,,,
377,07/11/25 06:36:12 PM,20.901,,,,
378,07/11/25 08:36:12 PM,14.804,,,,
379,07/11/25 10:36:12 PM,11.722,,,,
380,07/12/25 12:36:12 AM,10.944,,,,
381,07/12/25 02:36:12 AM,10.259,,,,
382,07/12/25 04:36:12 AM,8.978,,,,
383,07/12/25 06:36:12 AM,7.381,,,,
384,07/12/25 08:36:12 AM,11.139,,,,
385,07/12/25 10:36:12 AM,18.711,,,,
386,07/12/25 12:36:12 PM,25.028,,,,
387,07/12/25 02:36:12 PM,24.448,,,,
388,07/12/25 04:36:12 PM,23.004,,,,
389,07/12/25 06:36:12 PM,21.473,,,,
390,07/12/25 08:36:12 PM,14.804,,,,
391,07/12/25 10:36:12 PM,11.528,,,,
392,07/13/25 12:36:12 AM,9.571,,,,
393,07/13/25 02:36:12 AM,8.581,,,,
394,07/13/25 04:36:12 AM,7.582,,,,
395,07/13/25 06:36:12 AM,7.280,,,,
396,07/13/25 08:36:12 AM,11.819,,,,
397,07/13/25 10:36:12 AM,17.950,,,,
398,07/13/25 12:36:12 PM,23.966,,,,
399,07/13/25 02:36:12 PM,30.659,,,,
400,07/13/25 04:36:12 PM,27.665,,,,
401,07/13/25 06:36:12 PM,18.045,,,,
402,07/13/25 08:36:12 PM,13.942,,,,
403,07/13/25 10:36:12 PM,11.334,,,,
404,07/14/25 12:36:12 AM,10.063,,,,
405,07/14/25 02:36:12 AM,8.978,,,,
406,07/14/25 04:36:12 AM,8.481,,,,
407,07/14/25 06:36:12 AM,7.882,,,,
408,07/14/25 08:36:12 AM,8.978,,,,
409,07/14/25 10:36:12 AM,16.999,,,,
410,07/14/25 12:36:12 PM,24.835,,,,
411,07/14/25 02:36:12 PM,21.282,,,,
412,07/14/25 04:36:12 PM,15.951,,,,
413,07/14/25 06:36:12 PM,17.094,,,,
414,07/14/25 08:36:12 PM,13.173,,,,
415,07/14/25 10:36:12 PM,10.553,,,,
416,07/15/25 12:36:12 AM,8.978,,,,
417,07/15/25 02:36:12 AM,7.782,,,,
418,07/15/25 04:36:12 AM,7.179,,,,
419,07/15/25 06:36:12 AM,6.674,,,,
420,07/15/25 08:36:12 AM,10.455,,,,
421,07/15/25 10:36:12 AM,17.570,,,,
422,07/15/25 12:36:12 PM,23.773,,,,
423,07/15/25 02:36:12 PM,24.351,,,,
424,07/15/25 04:36:12 PM,23.677,,,,
425,07/15/25 06:36:12 PM,18.426,,,,
426,07/15/25 08:36:12 PM,14.325,,,,
427,07/15/25 10:36:12 PM,10.944,,,,
428,07/16/25 12:36:12 AM,9.077,,,,
429,07/16/25 02:36:12 AM,7.682,,,,
430,07/16/25 04:36:12 AM,6.471,,,,
431,07/16/25 06:36:12 AM,6.166,,,,
432,07/16/25 08:36:12 AM,8.182,,,,
433,07/16/25 10:36:12 AM,14.517,,,,
434,07/16/25 12:36:12 PM,24.545,,,,
435,07/16/25 02:36:12 PM,26.879,,,,
436,07/16/25 04:36:12 PM,17.665,,,,
437,07/16/25 06:36:12 PM,16.046,,,,
438,07/16/25 08:36:12 PM,12.594,,,,
439,07/16/25 10:36:12 PM,11.236,,,,
440,07/17/25 12:36:12 AM,8.082,,,,
441,07/17/25 02:36:12 AM,7.179,,,,
442,07/17/25 04:36:12 AM,6.573,,,,
443,07/17/25 06:36:12 AM,6.166,,,,
444,07/17/25 08:36:12 AM,9.768,,,,
445,07/17/25 10:36:12 AM,18.426,,,,
446,07/17/25 12:36:12 PM,24.255,,,,
447,07/17/25 02:36:12 PM,27.075,,,,
448,07/17/25 04:36:12 PM,21.473,,,,
449,07/17/25 06:36:12 PM,18.996,,,,
450,07/17/25 08:36:12 PM,14.230,,,,
451,07/17/25 10:36:12 PM,11.236,,,,
452,07/18/25 12:36:12 AM,9.866,,,,
453,07/18/25 02:36:12 AM,8.182,,,,
454,07/18/25 04:36:12 AM,6.877,,,,
455,07/18/25 06:36:12 AM,7.179,,,,
456,07/18/25 08:36:12 AM,10.553,,,,
457,07/18/25 10:36:12 AM,17.475,,,,
458,07/18/25 12:36:12 PM,25.222,,,,
459,07/18/25 02:36:12 PM,27.370,,,,
460,07/18/25 04:36:12 PM,26.781,,,,
461,07/18/25 06:36:12 PM,21.378,,,,
462,07/18/25 08:36:12 PM,14.996,,,,
463,07/18/25 10:36:12 PM,10.944,,,,
464,07/19/25 12:36:12 AM,9.472,,,,
465,07/19/25 02:36:12 AM,8.282,,,,
466,07/19/25 04:36:12 AM,7.782,,,,
467,07/19/25 06:36:12 AM,8.282,,,,
468,07/19/25 08:36:12 AM,9.669,,,,
469,07/19/25 10:36:12 AM,15.091,,,,
470,07/19/25 12:36:12 PM,24.835,,,,
471,07/19/25 02:36:12 PM,26.292,,,,
472,07/19/25 04:36:12 PM,23.773,,,,
473,07/19/25 06:36:12 PM,22.142,,,,
474,07/19/25 08:36:12 PM,15.378,,,,
475,07/19/25 10:36:12 PM,11.334,,,,
476,07/20/25 12:36:12 AM,8.978,,,,
477,07/20/25 02:36:12 AM,7.983,,,,
478,07/20/25 04:36:12 AM,7.280,,,,
479,07/20/25 06:36:12 AM,7.280,,,,
480,07/20/25 08:36:12 AM,11.041,,,,
481,07/20/25 10:36:12 AM,17.475,,,,
482,07/20/25 12:36:12 PM,26.488,,,,
483,07/20/25 02:36:12 PM,23.388,,,,
484,07/20/25 04:36:12 PM,23.004,,,,
485,07/20/25 06:36:12 PM,21.569,,,,
486,07/20/25 08:36:12 PM,15.855,,,,
487,07/20/25 10:36:12 PM,11.041,,,,
488,07/21/25 12:36:12 AM,9.472,,,,
489,07/21/25 02:36:12 AM,8.481,,,,
490,07/21/25 04:36:12 AM,7.381,,,,
491,07/21/25 06:36:12 AM,6.471,,,,
492,07/21/25 08:36:12 AM,10.944,,,,
493,07/21/25 10:36:12 AM,17.950,,,,
494,07/21/25 12:36:12 PM,17.475,,,,
495,07/21/25 02:36:12 PM,22.238,,,,
496,07/21/25 04:36:12 PM,14.900,,,,
497,07/21/25 06:36:12 PM,17.094,,,,
498,07/21/25 08:36:12 PM,13.846,,,,
499,07/21/25 10:36:12 PM,9.965,,,,
500,07/22/25 12:36:12 AM,8.182,,,,
501,07/22/25 02:36:12 AM,7.381,,,,
502,07/22/25 04:36:12 AM,6.573,,,,
503,07/22/25 06:36:12 AM,6.166,,,,
504,07/22/25 08:36:12 AM,9.472,,,,
505,07/22/25 10:36:12 AM,18.331,,,,
506,07/22/25 12:36:12 PM,20.710,,,,
507,07/22/25 02:36:12 PM,24.641,,,,
508,07/22/25 04:36:12 PM,16.046,,,,
509,07/22/25 06:36:12 PM,15.855,,,,
510,07/22/25 08:36:12 PM,9.176,,,,
511,07/22/25 10:36:12 PM,8.978,,,,
512,07/23/25 12:36:12 AM,8.680,,,,
513,07/23/25 02:36:12 AM,7.280,,,,
514,07/23/25 04:36:12 AM,6.471,,,,
515,07/23/25 06:36:12 AM,5.860,,,,
516,07/23/25 08:36:12 AM,8.680,,,,
517,07/23/25 10:36:12 AM,15.091,,,,
518,07/23/25 12:36:12 PM,16.999,,,,
519,07/23/25 02:36:12 PM,21.473,,,,
520,07/23/25 04:36:12 PM,21.951,,,,
521,07/23/25 06:36:12 PM,15.378,,,,
522,07/23/25 08:36:12 PM,11.916,,,,
523,07/23/25 10:36:12 PM,9.373,,,,
524,07/24/25 12:36:12 AM,7.882,,,,
525,07/24/25 02:36:12 AM,6.573,,,,
526,07/24/25 04:36:12 AM,5.860,,,,
527,07/24/25 06:36:12 AM,4.934,,,,
528,07/24/25 08:36:12 AM,7.682,,,,
529,07/24/25 10:36:12 AM,13.269,,,,
530,07/24/25 12:36:12 PM,17.379,,,,
531,07/24/25 02:36:12 PM,12.980,,,,
532,07/24/25 04:36:12 PM,18.711,,,,
533,07/24/25 06:36:12 PM,14.134,,,,
534,07/24/25 08:36:12 PM,10.944,,,,
535,07/24/25 10:36:12 PM,9.275,,,,
536,07/25/25 12:36:12 AM,7.280,,,,
537,07/25/25 02:36:12 AM,6.471,,,,
538,07/25/25 04:36:12 AM,5.655,,,,
539,07/25/25 06:36:12 AM,4.727,,,,
540,07/25/25 08:36:12 AM,7.481,,,,
541,07/25/25 10:36:12 AM,13.750,,,,
542,07/25/25 12:36:12 PM,21.473,,,,
543,07/25/25 02:36:12 PM,25.513,,,,
544,07/25/25 04:36:12 PM,26.292,,,,
545,07/25/25 06:36:12 PM,23.004,,,,
546,07/25/25 08:36:12 PM,14.900,,,,
547,07/25/25 10:36:12 PM,11.334,,,,
548,07/26/25 12:36:12 AM,9.077,,,,
