"Plot Title: jp.te.B"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21474966, SEN S/N: 21474966)","Coupler Detached (LGR S/N: 21474966)","Host Connected (LGR S/N: 21474966)","Coupler Attached (LGR S/N: 21474966)","End Of File (LGR S/N: 21474966)"
390,09/21/24 08:50:23 PM,4.727,,,,
391,09/21/24 10:50:23 PM,3.893,,,,
392,09/22/24 12:50:23 AM,3.578,,,,
393,09/22/24 02:50:23 AM,3.155,,,,
394,09/22/24 04:50:23 AM,3.049,,,,
395,09/22/24 06:50:23 AM,3.049,,,,
396,09/22/24 08:50:23 AM,2.943,,,,
397,09/22/24 10:50:23 AM,3.788,,,,
398,09/22/24 12:50:23 PM,7.782,,,,
399,09/22/24 02:50:23 PM,10.944,,,,
400,09/22/24 04:50:23 PM,10.357,,,,
401,09/22/24 06:50:23 PM,7.983,,,,
402,09/22/24 08:50:23 PM,4.831,,,,
403,09/22/24 10:50:23 PM,3.788,,,,
404,09/23/24 12:50:23 AM,2.837,,,,
405,09/23/24 02:50:23 AM,2.303,,,,
406,09/23/24 04:50:23 AM,1.764,,,,
407,09/23/24 06:50:23 AM,1.330,,,,
408,09/23/24 08:50:23 AM,1.439,,,,
409,09/23/24 10:50:23 AM,6.471,,,,
410,09/23/24 12:50:23 PM,11.625,,,,
411,09/23/24 02:50:23 PM,14.709,,,,
412,09/23/24 04:50:23 PM,13.269,,,,
413,09/23/24 06:50:23 PM,9.373,,,,
414,09/23/24 08:50:23 PM,6.471,,,,
415,09/23/24 10:50:23 PM,5.037,,,,
416,09/24/24 12:50:23 AM,4.415,,,,
417,09/24/24 02:50:23 AM,3.472,,,,
418,09/24/24 04:50:23 AM,2.730,,,,
419,09/24/24 06:50:23 AM,2.410,,,,
420,09/24/24 08:50:23 AM,2.837,,,,
421,09/24/24 10:50:23 AM,7.682,,,,
422,09/24/24 12:50:23 PM,12.787,,,,
423,09/24/24 02:50:23 PM,15.855,,,,
424,09/24/24 04:50:23 PM,16.523,,,,
425,09/24/24 06:50:23 PM,12.207,,,,
426,09/24/24 08:50:23 PM,8.680,,,,
427,09/24/24 10:50:23 PM,6.978,,,,
428,09/25/24 12:50:23 AM,5.962,,,,
429,09/25/24 02:50:23 AM,5.347,,,,
430,09/25/24 04:50:23 AM,4.934,,,,
431,09/25/24 06:50:23 AM,4.415,,,,
432,09/25/24 08:50:23 AM,4.727,,,,
433,09/25/24 10:50:23 AM,10.259,,,,
434,09/25/24 12:50:23 PM,15.760,,,,
435,09/25/24 02:50:23 PM,19.758,,,,
436,09/25/24 04:50:23 PM,19.758,,,,
437,09/25/24 06:50:23 PM,15.282,,,,
438,09/25/24 08:50:23 PM,11.236,,,,
439,09/25/24 10:50:23 PM,9.373,,,,
440,09/26/24 12:50:23 AM,8.182,,,,
441,09/26/24 02:50:23 AM,7.381,,,,
442,09/26/24 04:50:23 AM,6.877,,,,
443,09/26/24 06:50:23 AM,6.166,,,,
444,09/26/24 08:50:23 AM,6.674,,,,
445,09/26/24 10:50:23 AM,10.651,,,,
446,09/26/24 12:50:23 PM,15.473,,,,
447,09/26/24 02:50:23 PM,17.475,,,,
448,09/26/24 04:50:23 PM,17.855,,,,
449,09/26/24 06:50:23 PM,13.654,,,,
450,09/26/24 08:50:23 PM,10.455,,,,
451,09/26/24 10:50:23 PM,9.176,,,,
452,09/27/24 12:50:23 AM,8.481,,,,
453,09/27/24 02:50:23 AM,7.983,,,,
454,09/27/24 04:50:23 AM,6.978,,,,
455,09/27/24 06:50:23 AM,6.370,,,,
456,09/27/24 08:50:23 AM,6.471,,,,
457,09/27/24 10:50:23 AM,11.236,,,,
458,09/27/24 12:50:23 PM,15.664,,,,
459,09/27/24 02:50:23 PM,13.942,,,,
460,09/27/24 04:50:23 PM,16.141,,,,
461,09/27/24 06:50:23 PM,12.013,,,,
462,09/27/24 08:50:23 PM,9.275,,,,
463,09/27/24 10:50:23 PM,7.782,,,,
464,09/28/24 12:50:23 AM,6.775,,,,
465,09/28/24 02:50:23 AM,6.166,,,,
466,09/28/24 04:50:23 AM,5.552,,,,
467,09/28/24 06:50:23 AM,4.831,,,,
468,09/28/24 08:50:23 AM,5.037,,,,
469,09/28/24 10:50:23 AM,10.455,,,,
470,09/28/24 12:50:23 PM,16.332,,,,
471,09/28/24 02:50:23 PM,19.853,,,,
472,09/28/24 04:50:23 PM,18.521,,,,
473,09/28/24 06:50:23 PM,13.846,,,,
474,09/28/24 08:50:23 PM,10.748,,,,
475,09/28/24 10:50:23 PM,8.978,,,,
476,09/29/24 12:50:23 AM,7.882,,,,
477,09/29/24 02:50:23 AM,7.280,,,,
478,09/29/24 04:50:23 AM,6.674,,,,
479,09/29/24 06:50:23 AM,6.166,,,,
480,09/29/24 08:50:23 AM,6.775,,,,
481,09/29/24 10:50:23 AM,11.041,,,,
482,09/29/24 12:50:23 PM,13.076,,,,
483,09/29/24 02:50:23 PM,17.189,,,,
484,09/29/24 04:50:23 PM,16.046,,,,
485,09/29/24 06:50:23 PM,13.558,,,,
486,09/29/24 08:50:23 PM,10.455,,,,
487,09/29/24 10:50:23 PM,8.978,,,,
488,09/30/24 12:50:23 AM,7.882,,,,
489,09/30/24 02:50:23 AM,7.179,,,,
490,09/30/24 04:50:23 AM,6.775,,,,
491,09/30/24 06:50:23 AM,6.268,,,,
492,09/30/24 08:50:23 AM,5.962,,,,
493,09/30/24 10:50:23 AM,10.553,,,,
494,09/30/24 12:50:23 PM,14.613,,,,
495,09/30/24 02:50:23 PM,17.379,,,,
496,09/30/24 04:50:23 PM,17.379,,,,
497,09/30/24 06:50:23 PM,13.173,,,,
498,09/30/24 08:50:23 PM,9.866,,,,
499,09/30/24 10:50:23 PM,7.983,,,,
500,10/01/24 12:50:23 AM,6.978,,,,
501,10/01/24 02:50:23 AM,6.268,,,,
502,10/01/24 04:50:23 AM,5.450,,,,
503,10/01/24 06:50:23 AM,5.347,,,,
504,10/01/24 08:50:23 AM,5.962,,,,
505,10/01/24 10:50:23 AM,9.768,,,,
506,10/01/24 12:50:23 PM,14.230,,,,
507,10/01/24 02:50:23 PM,17.475,,,,
508,10/01/24 04:50:23 PM,16.618,,,,
509,10/01/24 06:50:23 PM,12.787,,,,
510,10/01/24 08:50:23 PM,9.768,,,,
511,10/01/24 10:50:23 PM,8.182,,,,
512,10/02/24 12:50:23 AM,7.079,,,,
513,10/02/24 02:50:23 AM,6.370,,,,
514,10/02/24 04:50:23 AM,5.655,,,,
515,10/02/24 06:50:23 AM,5.141,,,,
516,10/02/24 08:50:23 AM,5.450,,,,
517,10/02/24 10:50:23 AM,9.571,,,,
518,10/02/24 12:50:23 PM,14.900,,,,
519,10/02/24 02:50:23 PM,18.045,,,,
520,10/02/24 04:50:23 PM,17.284,,,,
521,10/02/24 06:50:23 PM,12.690,,,,
522,10/02/24 08:50:23 PM,9.571,,,,
523,10/02/24 10:50:23 PM,7.782,,,,
524,10/03/24 12:50:23 AM,6.775,,,,
525,10/03/24 02:50:23 AM,5.962,,,,
526,10/03/24 04:50:23 AM,5.037,,,,
527,10/03/24 06:50:23 AM,4.415,,,,
528,10/03/24 08:50:23 AM,4.519,,,,
529,10/03/24 10:50:23 AM,9.077,,,,
530,10/03/24 12:50:23 PM,14.038,,,,
531,10/03/24 02:50:23 PM,16.141,,,,
532,10/03/24 04:50:23 PM,16.141,,,,
533,10/03/24 06:50:23 PM,12.013,,,,
534,10/03/24 08:50:23 PM,8.978,,,,
535,10/03/24 10:50:23 PM,7.280,,,,
536,10/04/24 12:50:23 AM,6.370,,,,
537,10/04/24 02:50:23 AM,5.860,,,,
538,10/04/24 04:50:23 AM,5.244,,,,
539,10/04/24 06:50:23 AM,4.831,,,,
540,10/04/24 08:50:23 AM,5.244,,,,
541,10/04/24 10:50:23 AM,9.472,,,,
542,10/04/24 12:50:23 PM,14.230,,,,
543,10/04/24 02:50:23 PM,16.999,,,,
544,10/04/24 04:50:23 PM,16.237,,,,
545,10/04/24 06:50:23 PM,12.304,,,,
546,10/04/24 08:50:23 PM,9.275,,,,
547,10/04/24 10:50:23 PM,7.983,,,,
548,10/05/24 12:50:23 AM,7.179,,,,
