"Plot Title: 20365618"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20365618, SEN S/N: 20365618)","Coupler Detached (LGR S/N: 20365618)","Coupler Attached (LGR S/N: 20365618)","Host Connected (LGR S/N: 20365618)","Bad Battery (LGR S/N: 20365618)","Stopped (LGR S/N: 20365618)","End Of File (LGR S/N: 20365618)"
262,10/14/23 08:08:21 AM,-0.102,,,,,,
263,10/14/23 12:08:21 PM,-0.102,,,,,,
264,10/14/23 04:08:21 PM,0.121,,,,,,
265,10/14/23 08:08:21 PM,0.010,,,,,,
266,10/15/23 12:08:21 AM,-0.213,,,,,,
267,10/15/23 04:08:21 AM,-0.325,,,,,,
268,10/15/23 08:08:21 AM,-0.437,,,,,,
269,10/15/23 12:08:21 PM,-0.213,,,,,,
270,10/15/23 04:08:21 PM,0.121,,,,,,
271,10/15/23 08:08:21 PM,0.010,,,,,,
272,10/16/23 12:08:21 AM,-0.213,,,,,,
273,10/16/23 04:08:21 AM,-0.213,,,,,,
274,10/16/23 08:08:21 AM,-0.437,,,,,,
275,10/16/23 12:08:21 PM,-0.102,,,,,,
276,10/16/23 04:08:21 PM,0.121,,,,,,
277,10/16/23 08:08:21 PM,0.121,,,,,,
278,10/17/23 12:08:21 AM,-0.102,,,,,,
279,10/17/23 04:08:21 AM,-0.213,,,,,,
280,10/17/23 08:08:21 AM,-0.325,,,,,,
281,10/17/23 12:08:21 PM,0.010,,,,,,
282,10/17/23 04:08:21 PM,0.121,,,,,,
283,10/17/23 08:08:21 PM,0.232,,,,,,
284,10/18/23 12:08:21 AM,0.010,,,,,,
285,10/18/23 04:08:21 AM,-0.213,,,,,,
286,10/18/23 08:08:21 AM,-0.437,,,,,,
287,10/18/23 12:08:21 PM,-0.102,,,,,,
288,10/18/23 04:08:21 PM,0.121,,,,,,
289,10/18/23 08:08:21 PM,0.010,,,,,,
290,10/19/23 12:08:21 AM,-0.213,,,,,,
291,10/19/23 04:08:21 AM,-0.213,,,,,,
292,10/19/23 08:08:21 AM,-0.437,,,,,,
293,10/19/23 12:08:21 PM,0.010,,,,,,
294,10/19/23 04:08:21 PM,0.121,,,,,,
295,10/19/23 08:08:21 PM,-0.102,,,,,,
296,10/20/23 12:08:21 AM,-0.325,,,,,,
297,10/20/23 04:08:21 AM,-0.549,,,,,,
298,10/20/23 08:08:21 AM,-0.774,,,,,,
299,10/20/23 12:08:21 PM,-0.213,,,,,,
300,10/20/23 04:08:21 PM,0.010,,,,,,
301,10/20/23 08:08:21 PM,-0.437,,,,,,
302,10/21/23 12:08:21 AM,-0.662,,,,,,
303,10/21/23 04:08:21 AM,-0.774,,,,,,
304,10/21/23 08:08:21 AM,-1.001,,,,,,
305,10/21/23 12:08:21 PM,-0.102,,,,,,
306,10/21/23 04:08:21 PM,0.453,,,,,,
307,10/21/23 08:08:21 PM,0.010,,,,,,
308,10/22/23 12:08:21 AM,0.010,,,,,,
309,10/22/23 04:08:21 AM,-0.213,,,,,,
310,10/22/23 08:08:21 AM,-0.437,,,,,,
311,10/22/23 12:08:21 PM,0.343,,,,,,
312,10/22/23 04:08:21 PM,0.674,,,,,,
313,10/22/23 08:08:21 PM,0.010,,,,,,
314,10/23/23 12:08:21 AM,-0.437,,,,,,
315,10/23/23 04:08:21 AM,-0.662,,,,,,
316,10/23/23 08:08:21 AM,-0.549,,,,,,
317,10/23/23 12:08:21 PM,0.232,,,,,,
318,10/23/23 04:08:21 PM,0.453,,,,,,
319,10/23/23 08:08:21 PM,0.010,,,,,,
320,10/24/23 12:08:21 AM,-0.662,,,,,,
321,10/24/23 04:08:21 AM,-0.887,,,,,,
322,10/24/23 08:08:21 AM,-0.887,,,,,,
323,10/24/23 12:08:21 PM,0.232,,,,,,
324,10/24/23 04:08:21 PM,0.674,,,,,,
325,10/24/23 08:08:21 PM,-0.102,,,,,,
326,10/25/23 12:08:21 AM,-0.662,,,,,,
327,10/25/23 04:08:21 AM,-1.114,,,,,,
328,10/25/23 08:08:21 AM,-1.228,,,,,,
329,10/25/23 12:08:21 PM,-0.213,,,,,,
330,10/25/23 04:08:21 PM,0.563,,,,,,
331,10/25/23 08:08:21 PM,-0.549,,,,,,
332,10/26/23 12:08:21 AM,-1.228,,,,,,
333,10/26/23 04:08:21 AM,-1.456,,,,,,
334,10/26/23 08:08:21 AM,-1.341,,,,,,
335,10/26/23 12:08:21 PM,-0.437,,,,,,
336,10/26/23 04:08:21 PM,-0.213,,,,,,
337,10/26/23 08:08:21 PM,-1.001,,,,,,
338,10/27/23 12:08:21 AM,-1.114,,,,,,
339,10/27/23 04:08:21 AM,-1.114,,,,,,
340,10/27/23 08:08:21 AM,-1.456,,,,,,
341,10/27/23 12:08:21 PM,-0.437,,,,,,
342,10/27/23 04:08:21 PM,-0.102,,,,,,
343,10/27/23 08:08:21 PM,-1.228,,,,,,
344,10/28/23 12:08:21 AM,-1.341,,,,,,
345,10/28/23 04:08:21 AM,-1.341,,,,,,
346,10/28/23 08:08:21 AM,-1.114,,,,,,
347,10/28/23 12:08:21 PM,-0.774,,,,,,
348,10/28/23 04:08:21 PM,-0.662,,,,,,
349,10/28/23 08:08:21 PM,-0.662,,,,,,
350,10/29/23 12:08:21 AM,-0.662,,,,,,
351,10/29/23 04:08:21 AM,-0.662,,,,,,
352,10/29/23 08:08:21 AM,-0.662,,,,,,
353,10/29/23 12:08:21 PM,-0.662,,,,,,
354,10/29/23 04:08:21 PM,-0.549,,,,,,
355,10/29/23 08:08:21 PM,-0.549,,,,,,
356,10/30/23 12:08:21 AM,-0.549,,,,,,
357,10/30/23 04:08:21 AM,-0.662,,,,,,
358,10/30/23 08:08:21 AM,-0.774,,,,,,
359,10/30/23 12:08:21 PM,-0.887,,,,,,
360,10/30/23 04:08:21 PM,-1.114,,,,,,
361,10/30/23 08:08:21 PM,-1.684,,,,,,
362,10/31/23 12:08:21 AM,-2.261,,,,,,
363,10/31/23 04:08:21 AM,-2.610,,,,,,
364,10/31/23 08:08:21 AM,-3.079,,,,,,
365,10/31/23 12:08:21 PM,-2.610,,,,,,
366,10/31/23 04:08:21 PM,-2.261,,,,,,
367,10/31/23 08:08:21 PM,-3.079,,,,,,
368,11/01/23 12:08:21 AM,-3.434,,,,,,
369,11/01/23 04:08:21 AM,-3.672,,,,,,
370,11/01/23 08:08:21 AM,-3.672,,,,,,
371,11/01/23 12:08:21 PM,-2.727,,,,,,
372,11/01/23 04:08:21 PM,-2.030,,,,,,
373,11/01/23 08:08:21 PM,-3.316,,,,,,
374,11/02/23 12:08:21 AM,-3.316,,,,,,
375,11/02/23 04:08:21 AM,-3.792,,,,,,
376,11/02/23 08:08:21 AM,-4.031,,,,,,
377,11/02/23 12:08:21 PM,-2.610,,,,,,
378,11/02/23 04:08:21 PM,-1.456,,,,,,
379,11/02/23 08:08:21 PM,-1.914,,,,,,
380,11/03/23 12:08:21 AM,-1.914,,,,,,
381,11/03/23 04:08:21 AM,-2.261,,,,,,
382,11/03/23 08:08:21 AM,-2.494,,,,,,
383,11/03/23 12:08:21 PM,-1.228,,,,,,
384,11/03/23 04:08:21 PM,-0.437,,,,,,
385,11/03/23 08:08:21 PM,-1.570,,,,,,
386,11/04/23 12:08:21 AM,-2.261,,,,,,
387,11/04/23 04:08:21 AM,-2.377,,,,,,
388,11/04/23 08:08:21 AM,-2.962,,,,,,
389,11/04/23 12:08:21 PM,-2.494,,,,,,
390,11/04/23 04:08:21 PM,-1.341,,,,,,
391,11/04/23 08:08:21 PM,-2.377,,,,,,
392,11/05/23 12:08:21 AM,-2.727,,,,,,
393,11/05/23 04:08:21 AM,-2.962,,,,,,
394,11/05/23 08:08:21 AM,-2.844,,,,,,
395,11/05/23 12:08:21 PM,-1.684,,,,,,
396,11/05/23 04:08:21 PM,-0.662,,,,,,
397,11/05/23 08:08:21 PM,-1.799,,,,,,
398,11/06/23 12:08:21 AM,-2.145,,,,,,
399,11/06/23 04:08:21 AM,-2.494,,,,,,
400,11/06/23 08:08:21 AM,-2.610,,,,,,
401,11/06/23 12:08:21 PM,-1.228,,,,,,
402,11/06/23 04:08:21 PM,-0.887,,,,,,
403,11/06/23 08:08:21 PM,-1.456,,,,,,
404,11/07/23 12:08:21 AM,-1.799,,,,,,
405,11/07/23 04:08:21 AM,-2.030,,,,,,
406,11/07/23 08:08:21 AM,-2.377,,,,,,
407,11/07/23 12:08:21 PM,-1.684,,,,,,
408,11/07/23 04:08:21 PM,-1.114,,,,,,
409,11/07/23 08:08:21 PM,-1.684,,,,,,
410,11/08/23 12:08:21 AM,-1.684,,,,,,
411,11/08/23 04:08:21 AM,-1.799,,,,,,
412,11/08/23 08:08:21 AM,-2.030,,,,,,
413,11/08/23 12:08:21 PM,-1.684,,,,,,
414,11/08/23 04:08:21 PM,-1.341,,,,,,
415,11/08/23 08:08:21 PM,-1.570,,,,,,
416,11/09/23 12:08:21 AM,-1.799,,,,,,
417,11/09/23 04:08:21 AM,-1.914,,,,,,
418,11/09/23 08:08:21 AM,-1.914,,,,,,
419,11/09/23 12:08:21 PM,-2.030,,,,,,
420,11/09/23 04:08:21 PM,-1.799,,,,,,
421,11/09/23 08:08:21 PM,-2.030,,,,,,
422,11/10/23 12:08:21 AM,-2.261,,,,,,
423,11/10/23 04:08:21 AM,-2.494,,,,,,
424,11/10/23 08:08:21 AM,-2.610,,,,,,
425,11/10/23 12:08:21 PM,-2.494,,,,,,
426,11/10/23 04:08:21 PM,-2.494,,,,,,
427,11/10/23 08:08:21 PM,-3.792,,,,,,
428,11/11/23 12:08:21 AM,-4.272,,,,,,
429,11/11/23 04:08:21 AM,-4.636,,,,,,
430,11/11/23 08:08:21 AM,-5.125,,,,,,
431,11/11/23 12:08:21 PM,-4.393,,,,,,
432,11/11/23 04:08:21 PM,-3.434,,,,,,
433,11/11/23 08:08:21 PM,-4.514,,,,,,
434,11/12/23 12:08:21 AM,-4.758,,,,,,
435,11/12/23 04:08:21 AM,-4.880,,,,,,
436,11/12/23 08:08:21 AM,-5.249,,,,,,
437,11/12/23 12:08:21 PM,-4.152,,,,,,
438,11/12/23 04:08:21 PM,-2.727,,,,,,
439,11/12/23 08:08:21 PM,-4.393,,,,,,
440,11/13/23 12:08:21 AM,-4.880,,,,,,
441,11/13/23 04:08:21 AM,-4.514,,,,,,
442,11/13/23 08:08:21 AM,-4.636,,,,,,
443,11/13/23 12:08:21 PM,-3.792,,,,,,
444,11/13/23 04:08:21 PM,-2.494,,,,,,
445,11/13/23 08:08:21 PM,-4.031,,,,,,
446,11/14/23 12:08:21 AM,-4.272,,,,,,
447,11/14/23 04:08:21 AM,-4.636,,,,,,
448,11/14/23 08:08:21 AM,-4.880,,,,,,
449,11/14/23 12:08:21 PM,-4.031,,,,,,
450,11/14/23 04:08:21 PM,-3.079,,,,,,
451,11/14/23 08:08:21 PM,-4.272,,,,,,
452,11/15/23 12:08:21 AM,-4.758,,,,,,
453,11/15/23 04:08:21 AM,-4.880,,,,,,
454,11/15/23 08:08:21 AM,-5.249,,,,,,
455,11/15/23 12:08:21 PM,-3.553,,,,,,
456,11/15/23 04:08:21 PM,-2.610,,,,,,
457,11/15/23 08:08:21 PM,-3.792,,,,,,
458,11/16/23 12:08:21 AM,-3.792,,,,,,
459,11/16/23 04:08:21 AM,-3.792,,,,,,
460,11/16/23 08:08:21 AM,-3.672,,,,,,
461,11/16/23 12:08:21 PM,-2.610,,,,,,
462,11/16/23 04:08:21 PM,-2.261,,,,,,
463,11/16/23 08:08:21 PM,-2.727,,,,,,
464,11/17/23 12:08:21 AM,-2.844,,,,,,
465,11/17/23 04:08:21 AM,-3.079,,,,,,
466,11/17/23 08:08:21 AM,-2.962,,,,,,
467,11/17/23 12:08:21 PM,-1.570,,,,,,
468,11/17/23 04:08:21 PM,-0.887,,,,,,
469,11/17/23 08:08:21 PM,-2.962,,,,,,
470,11/18/23 12:08:21 AM,-3.553,,,,,,
471,11/18/23 04:08:21 AM,-4.393,,,,,,
472,11/18/23 08:08:21 AM,-4.880,,,,,,
473,11/18/23 12:08:21 PM,-3.792,,,,,,
474,11/18/23 04:08:21 PM,-1.914,,,,,,
475,11/18/23 08:08:21 PM,-3.079,,,,,,
476,11/19/23 12:08:21 AM,-3.197,,,,,,
477,11/19/23 04:08:21 AM,-3.316,,,,,,
478,11/19/23 08:08:21 AM,-3.553,,,,,,
479,11/19/23 12:08:21 PM,-2.962,,,,,,
480,11/19/23 04:08:21 PM,-2.145,,,,,,
481,11/19/23 08:08:21 PM,-3.079,,,,,,
482,11/20/23 12:08:21 AM,-3.434,,,,,,
483,11/20/23 04:08:21 AM,-3.672,,,,,,
484,11/20/23 08:08:21 AM,-3.911,,,,,,
485,11/20/23 12:08:21 PM,-3.434,,,,,,
486,11/20/23 04:08:21 PM,-3.316,,,,,,
487,11/20/23 08:08:21 PM,-4.031,,,,,,
488,11/21/23 12:08:21 AM,-4.152,,,,,,
489,11/21/23 04:08:21 AM,-4.152,,,,,,
490,11/21/23 08:08:21 AM,-4.393,,,,,,
491,11/21/23 12:08:21 PM,-4.514,,,,,,
492,11/21/23 04:08:21 PM,-4.031,,,,,,
493,11/21/23 08:08:21 PM,-4.636,,,,,,
494,11/22/23 12:08:21 AM,-5.620,,,,,,
495,11/22/23 04:08:21 AM,-5.249,,,,,,
496,11/22/23 08:08:21 AM,-4.880,,,,,,
