"Plot Title: 21397966"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397966, SEN S/N: 21397966)","Coupler Detached (LGR S/N: 21397966)","Bad Battery (LGR S/N: 21397966)","End Of File (LGR S/N: 21397966)"
52,09/04/23 04:03:32 PM,18.711,,,
53,09/04/23 06:03:32 PM,15.473,,,
54,09/04/23 08:03:32 PM,10.944,,,
55,09/04/23 10:03:32 PM,8.680,,,
56,09/05/23 12:03:32 AM,7.079,,,
57,09/05/23 02:03:32 AM,5.962,,,
58,09/05/23 04:03:32 AM,5.141,,,
59,09/05/23 06:03:32 AM,4.415,,,
60,09/05/23 08:03:32 AM,3.998,,,
61,09/05/23 10:03:32 AM,6.166,,,
62,09/05/23 12:03:32 PM,12.690,,,
63,09/05/23 02:03:32 PM,19.092,,,
64,09/05/23 04:03:32 PM,17.950,,,
65,09/05/23 06:03:32 PM,14.517,,,
66,09/05/23 08:03:32 PM,11.334,,,
67,09/05/23 10:03:32 PM,9.275,,,
68,09/06/23 12:03:32 AM,8.082,,,
69,09/06/23 02:03:32 AM,7.481,,,
70,09/06/23 04:03:32 AM,6.471,,,
71,09/06/23 06:03:32 AM,5.552,,,
72,09/06/23 08:03:32 AM,5.244,,,
73,09/06/23 10:03:32 AM,7.582,,,
74,09/06/23 12:03:32 PM,13.558,,,
75,09/06/23 02:03:32 PM,18.901,,,
76,09/06/23 04:03:32 PM,21.855,,,
77,09/06/23 06:03:32 PM,20.138,,,
78,09/06/23 08:03:32 PM,14.325,,,
79,09/06/23 10:03:32 PM,11.041,,,
80,09/07/23 12:03:32 AM,9.275,,,
81,09/07/23 02:03:32 AM,7.983,,,
82,09/07/23 04:03:32 AM,7.079,,,
83,09/07/23 06:03:32 AM,6.268,,,
84,09/07/23 08:03:32 AM,5.860,,,
85,09/07/23 10:03:32 AM,8.182,,,
86,09/07/23 12:03:32 PM,14.134,,,
87,09/07/23 02:03:32 PM,18.521,,,
88,09/07/23 04:03:32 PM,20.043,,,
89,09/07/23 06:03:32 PM,18.806,,,
90,09/07/23 08:03:32 PM,13.558,,,
91,09/07/23 10:03:32 PM,10.553,,,
92,09/08/23 12:03:32 AM,9.077,,,
93,09/08/23 02:03:32 AM,8.282,,,
94,09/08/23 04:03:32 AM,7.682,,,
95,09/08/23 06:03:32 AM,6.775,,,
96,09/08/23 08:03:32 AM,6.268,,,
97,09/08/23 10:03:32 AM,9.176,,,
98,09/08/23 12:03:32 PM,15.569,,,
99,09/08/23 02:03:32 PM,19.758,,,
100,09/08/23 04:03:32 PM,21.951,,,
101,09/08/23 06:03:32 PM,19.948,,,
102,09/08/23 08:03:32 PM,14.421,,,
103,09/08/23 10:03:32 PM,11.431,,,
104,09/09/23 12:03:32 AM,9.669,,,
105,09/09/23 02:03:32 AM,8.282,,,
106,09/09/23 04:03:32 AM,7.280,,,
107,09/09/23 06:03:32 AM,6.674,,,
108,09/09/23 08:03:32 AM,6.370,,,
109,09/09/23 10:03:32 AM,9.472,,,
110,09/09/23 12:03:32 PM,16.713,,,
111,09/09/23 02:03:32 PM,21.187,,,
112,09/09/23 04:03:32 PM,20.424,,,
113,09/09/23 06:03:32 PM,17.665,,,
114,09/09/23 08:03:32 PM,13.846,,,
115,09/09/23 10:03:32 PM,11.916,,,
116,09/10/23 12:03:32 AM,10.748,,,
117,09/10/23 02:03:32 AM,9.669,,,
118,09/10/23 04:03:32 AM,8.481,,,
119,09/10/23 06:03:32 AM,7.582,,,
120,09/10/23 08:03:32 AM,7.079,,,
121,09/10/23 10:03:32 AM,9.669,,,
122,09/10/23 12:03:32 PM,10.553,,,
123,09/10/23 02:03:32 PM,14.517,,,
124,09/10/23 04:03:32 PM,15.951,,,
125,09/10/23 06:03:32 PM,14.038,,,
126,09/10/23 08:03:32 PM,10.553,,,
127,09/10/23 10:03:32 PM,9.176,,,
128,09/11/23 12:03:32 AM,7.079,,,
129,09/11/23 02:03:32 AM,6.268,,,
130,09/11/23 04:03:32 AM,5.757,,,
131,09/11/23 06:03:32 AM,5.347,,,
132,09/11/23 08:03:32 AM,5.141,,,
133,09/11/23 10:03:32 AM,7.381,,,
134,09/11/23 12:03:32 PM,10.161,,,
135,09/11/23 02:03:32 PM,10.748,,,
136,09/11/23 04:03:32 PM,7.782,,,
137,09/11/23 06:03:32 PM,5.450,,,
138,09/11/23 08:03:32 PM,4.831,,,
139,09/11/23 10:03:32 PM,4.415,,,
140,09/12/23 12:03:32 AM,3.893,,,
141,09/12/23 02:03:32 AM,3.472,,,
142,09/12/23 04:03:32 AM,3.049,,,
143,09/12/23 06:03:32 AM,2.730,,,
144,09/12/23 08:03:32 AM,2.410,,,
145,09/12/23 10:03:32 AM,2.410,,,
146,09/12/23 12:03:32 PM,10.651,,,
147,09/12/23 02:03:32 PM,14.325,,,
148,09/12/23 04:03:32 PM,13.365,,,
149,09/12/23 06:03:32 PM,9.768,,,
150,09/12/23 08:03:32 PM,7.481,,,
151,09/12/23 10:03:32 PM,6.268,,,
152,09/13/23 12:03:32 AM,5.141,,,
153,09/13/23 02:03:32 AM,4.311,,,
154,09/13/23 04:03:32 AM,3.578,,,
155,09/13/23 06:03:32 AM,3.049,,,
156,09/13/23 08:03:32 AM,2.624,,,
157,09/13/23 10:03:32 AM,3.049,,,
158,09/13/23 12:03:32 PM,11.334,,,
159,09/13/23 02:03:32 PM,12.401,,,
160,09/13/23 04:03:32 PM,9.866,,,
161,09/13/23 06:03:32 PM,8.581,,,
162,09/13/23 08:03:32 PM,6.674,,,
163,09/13/23 10:03:32 PM,4.831,,,
164,09/14/23 12:03:32 AM,3.893,,,
165,09/14/23 02:03:32 AM,3.367,,,
166,09/14/23 04:03:32 AM,2.837,,,
167,09/14/23 06:03:32 AM,2.410,,,
168,09/14/23 08:03:32 AM,2.303,,,
169,09/14/23 10:03:32 AM,3.155,,,
170,09/14/23 12:03:32 PM,6.471,,,
171,09/14/23 02:03:32 PM,8.382,,,
172,09/14/23 04:03:32 PM,9.176,,,
173,09/14/23 06:03:32 PM,5.244,,,
174,09/14/23 08:03:32 PM,3.998,,,
175,09/14/23 10:03:32 PM,3.472,,,
176,09/15/23 12:03:32 AM,3.155,,,
177,09/15/23 02:03:32 AM,2.943,,,
178,09/15/23 04:03:32 AM,2.837,,,
179,09/15/23 06:03:32 AM,2.730,,,
180,09/15/23 08:03:32 AM,2.624,,,
181,09/15/23 10:03:32 AM,2.517,,,
182,09/15/23 12:03:32 PM,2.517,,,
183,09/15/23 02:03:32 PM,2.410,,,
184,09/15/23 04:03:32 PM,2.303,,,
185,09/15/23 06:03:32 PM,2.195,,,
186,09/15/23 08:03:32 PM,2.195,,,
187,09/15/23 10:03:32 PM,2.195,,,
188,09/16/23 12:03:32 AM,2.195,,,
189,09/16/23 02:03:32 AM,2.195,,,
190,09/16/23 04:03:32 AM,2.195,,,
191,09/16/23 06:03:32 AM,2.195,,,
192,09/16/23 08:03:32 AM,2.195,,,
193,09/16/23 10:03:32 AM,2.195,,,
194,09/16/23 12:03:32 PM,2.088,,,
195,09/16/23 02:03:32 PM,2.088,,,
196,09/16/23 04:03:32 PM,1.872,,,
197,09/16/23 06:03:32 PM,1.872,,,
198,09/16/23 08:03:32 PM,1.764,,,
199,09/16/23 10:03:32 PM,1.656,,,
200,09/17/23 12:03:32 AM,1.548,,,
201,09/17/23 02:03:32 AM,1.330,,,
202,09/17/23 04:03:32 AM,1.221,,,
203,09/17/23 06:03:32 AM,1.112,,,
204,09/17/23 08:03:32 AM,1.003,,,
205,09/17/23 10:03:32 AM,1.003,,,
206,09/17/23 12:03:32 PM,1.003,,,
207,09/17/23 02:03:32 PM,6.166,,,
208,09/17/23 04:03:32 PM,12.594,,,
209,09/17/23 06:03:32 PM,11.722,,,
210,09/17/23 08:03:32 PM,6.166,,,
211,09/17/23 10:03:32 PM,3.893,,,
212,09/18/23 12:03:32 AM,2.943,,,
213,09/18/23 02:03:32 AM,2.410,,,
214,09/18/23 04:03:32 AM,1.980,,,
215,09/18/23 06:03:32 AM,1.764,,,
216,09/18/23 08:03:32 AM,1.548,,,
217,09/18/23 10:03:32 AM,1.439,,,
218,09/18/23 12:03:32 PM,4.934,,,
219,09/18/23 02:03:32 PM,8.879,,,
220,09/18/23 04:03:32 PM,11.916,,,
221,09/18/23 06:03:32 PM,7.079,,,
222,09/18/23 08:03:32 PM,4.623,,,
223,09/18/23 10:03:32 PM,3.367,,,
224,09/19/23 12:03:32 AM,2.837,,,
225,09/19/23 02:03:32 AM,2.410,,,
226,09/19/23 04:03:32 AM,2.088,,,
227,09/19/23 06:03:32 AM,1.872,,,
228,09/19/23 08:03:32 AM,1.656,,,
229,09/19/23 10:03:32 AM,1.764,,,
230,09/19/23 12:03:32 PM,8.879,,,
231,09/19/23 02:03:32 PM,9.768,,,
232,09/19/23 04:03:32 PM,11.236,,,
233,09/19/23 06:03:32 PM,6.268,,,
234,09/19/23 08:03:32 PM,4.311,,,
235,09/19/23 10:03:32 PM,3.155,,,
236,09/20/23 12:03:32 AM,2.624,,,
237,09/20/23 02:03:32 AM,2.088,,,
238,09/20/23 04:03:32 AM,1.764,,,
239,09/20/23 06:03:32 AM,1.548,,,
240,09/20/23 08:03:32 AM,1.330,,,
241,09/20/23 10:03:32 AM,1.330,,,
242,09/20/23 12:03:32 PM,8.082,,,
243,09/20/23 02:03:32 PM,14.517,,,
244,09/20/23 04:03:32 PM,10.259,,,
245,09/20/23 06:03:32 PM,8.382,,,
246,09/20/23 08:03:32 PM,5.757,,,
247,09/20/23 10:03:32 PM,3.998,,,
248,09/21/23 12:03:32 AM,3.155,,,
249,09/21/23 02:03:32 AM,2.624,,,
250,09/21/23 04:03:32 AM,2.195,,,
251,09/21/23 06:03:32 AM,1.872,,,
252,09/21/23 08:03:32 AM,1.548,,,
253,09/21/23 10:03:32 AM,1.439,,,
254,09/21/23 12:03:32 PM,6.674,,,
255,09/21/23 02:03:32 PM,8.581,,,
256,09/21/23 04:03:32 PM,8.680,,,
257,09/21/23 06:03:32 PM,7.280,,,
258,09/21/23 08:03:32 PM,4.207,,,
259,09/21/23 10:03:32 PM,3.049,,,
260,09/22/23 12:03:32 AM,2.517,,,
261,09/22/23 02:03:32 AM,2.088,,,
262,09/22/23 04:03:32 AM,1.764,,,
263,09/22/23 06:03:32 AM,1.439,,,
264,09/22/23 08:03:32 AM,1.112,,,
265,09/22/23 10:03:32 AM,1.112,,,
266,09/22/23 12:03:32 PM,7.782,,,
267,09/22/23 02:03:32 PM,13.269,,,
268,09/22/23 04:03:32 PM,14.996,,,
269,09/22/23 06:03:32 PM,12.401,,,
270,09/22/23 08:03:32 PM,6.064,,,
271,09/22/23 10:03:32 PM,4.102,,,
272,09/23/23 12:03:32 AM,3.155,,,
273,09/23/23 02:03:32 AM,2.517,,,
274,09/23/23 04:03:32 AM,1.872,,,
275,09/23/23 06:03:32 AM,1.439,,,
276,09/23/23 08:03:32 AM,1.003,,,
277,09/23/23 10:03:32 AM,0.893,,,
278,09/23/23 12:03:32 PM,1.980,,,
279,09/23/23 02:03:32 PM,9.669,,,
280,09/23/23 04:03:32 PM,11.819,,,
281,09/23/23 06:03:32 PM,9.275,,,
282,09/23/23 08:03:32 PM,4.727,,,
283,09/23/23 10:03:32 PM,3.261,,,
284,09/24/23 12:03:32 AM,2.410,,,
285,09/24/23 02:03:32 AM,1.764,,,
286,09/24/23 04:03:32 AM,1.439,,,
287,09/24/23 06:03:32 AM,1.003,,,
288,09/24/23 08:03:32 AM,0.563,,,
289,09/24/23 10:03:32 AM,0.674,,,
290,09/24/23 12:03:32 PM,7.381,,,
291,09/24/23 02:03:32 PM,14.900,,,
292,09/24/23 04:03:32 PM,16.808,,,
293,09/24/23 06:03:32 PM,12.883,,,
294,09/24/23 08:03:32 PM,6.978,,,
295,09/24/23 10:03:32 PM,4.727,,,
296,09/25/23 12:03:32 AM,3.683,,,
297,09/25/23 02:03:32 AM,2.943,,,
298,09/25/23 04:03:32 AM,2.410,,,
299,09/25/23 06:03:32 AM,1.872,,,
300,09/25/23 08:03:32 AM,1.548,,,
301,09/25/23 10:03:32 AM,1.548,,,
302,09/25/23 12:03:32 PM,10.357,,,
303,09/25/23 02:03:32 PM,16.332,,,
304,09/25/23 04:03:32 PM,18.521,,,
305,09/25/23 06:03:32 PM,14.996,,,
306,09/25/23 08:03:32 PM,8.978,,,
307,09/25/23 10:03:32 PM,6.674,,,
308,09/26/23 12:03:32 AM,5.347,,,
309,09/26/23 02:03:32 AM,4.415,,,
310,09/26/23 04:03:32 AM,3.683,,,
311,09/26/23 06:03:32 AM,3.261,,,
312,09/26/23 08:03:32 AM,3.049,,,
313,09/26/23 10:03:32 AM,5.552,,,
314,09/26/23 12:03:32 PM,12.883,,,
315,09/26/23 02:03:32 PM,16.523,,,
316,09/26/23 04:03:32 PM,17.475,,,
317,09/26/23 06:03:32 PM,12.401,,,
318,09/26/23 08:03:32 PM,9.571,,,
319,09/26/23 10:03:32 PM,7.882,,,
320,09/27/23 12:03:32 AM,6.573,,,
321,09/27/23 02:03:32 AM,5.552,,,
322,09/27/23 04:03:32 AM,4.519,,,
323,09/27/23 06:03:32 AM,3.683,,,
324,09/27/23 08:03:32 AM,3.155,,,
325,09/27/23 10:03:32 AM,5.860,,,
326,09/27/23 12:03:32 PM,12.401,,,
327,09/27/23 02:03:32 PM,17.570,,,
328,09/27/23 04:03:32 PM,17.855,,,
329,09/27/23 06:03:32 PM,13.846,,,
330,09/27/23 08:03:32 PM,10.063,,,
331,09/27/23 10:03:32 PM,7.983,,,
332,09/28/23 12:03:32 AM,6.471,,,
333,09/28/23 02:03:32 AM,5.552,,,
334,09/28/23 04:03:32 AM,4.727,,,
335,09/28/23 06:03:32 AM,4.102,,,
336,09/28/23 08:03:32 AM,3.893,,,
337,09/28/23 10:03:32 AM,6.775,,,
338,09/28/23 12:03:32 PM,13.461,,,
339,09/28/23 02:03:32 PM,16.141,,,
340,09/28/23 04:03:32 PM,16.713,,,
341,09/28/23 06:03:32 PM,12.594,,,
342,09/28/23 08:03:32 PM,9.866,,,
343,09/28/23 10:03:32 PM,7.582,,,
344,09/29/23 12:03:32 AM,6.268,,,
345,09/29/23 02:03:32 AM,5.141,,,
346,09/29/23 04:03:32 AM,4.311,,,
347,09/29/23 06:03:32 AM,3.683,,,
348,09/29/23 08:03:32 AM,3.367,,,
349,09/29/23 10:03:32 AM,6.064,,,
350,09/29/23 12:03:32 PM,13.269,,,
351,09/29/23 02:03:32 PM,16.046,,,
352,09/29/23 04:03:32 PM,15.760,,,
353,09/29/23 06:03:32 PM,12.304,,,
354,09/29/23 08:03:32 PM,9.669,,,
355,09/29/23 10:03:32 PM,7.882,,,
356,09/30/23 12:03:32 AM,6.775,,,
357,09/30/23 02:03:32 AM,5.655,,,
358,09/30/23 04:03:32 AM,4.519,,,
359,09/30/23 06:03:32 AM,4.102,,,
360,09/30/23 08:03:32 AM,3.998,,,
361,09/30/23 10:03:32 AM,5.962,,,
362,09/30/23 12:03:32 PM,11.334,,,
363,09/30/23 02:03:32 PM,14.517,,,
364,09/30/23 04:03:32 PM,10.846,,,
365,09/30/23 06:03:32 PM,9.275,,,
366,09/30/23 08:03:32 PM,7.381,,,
367,09/30/23 10:03:32 PM,6.471,,,
368,10/01/23 12:03:32 AM,5.450,,,
369,10/01/23 02:03:32 AM,4.831,,,
370,10/01/23 04:03:32 AM,4.519,,,
371,10/01/23 06:03:32 AM,4.623,,,
372,10/01/23 08:03:32 AM,4.311,,,
373,10/01/23 10:03:32 AM,4.623,,,
374,10/01/23 12:03:32 PM,5.962,,,
375,10/01/23 02:03:32 PM,7.983,,,
376,10/01/23 04:03:32 PM,8.779,,,
377,10/01/23 06:03:32 PM,7.582,,,
378,10/01/23 08:03:32 PM,5.860,,,
379,10/01/23 10:03:32 PM,5.141,,,
380,10/02/23 12:03:32 AM,4.519,,,
381,10/02/23 02:03:32 AM,3.893,,,
382,10/02/23 04:03:32 AM,3.578,,,
383,10/02/23 06:03:32 AM,3.472,,,
384,10/02/23 08:03:32 AM,3.261,,,
385,10/02/23 10:03:32 AM,3.367,,,
386,10/02/23 12:03:32 PM,3.367,,,
387,10/02/23 02:03:32 PM,5.757,,,
388,10/02/23 04:03:32 PM,4.727,,,
389,10/02/23 06:03:32 PM,3.788,,,
390,10/02/23 08:03:32 PM,3.049,,,
391,10/02/23 10:03:32 PM,2.837,,,
392,10/03/23 12:03:32 AM,2.410,,,
393,10/03/23 02:03:32 AM,1.980,,,
394,10/03/23 04:03:32 AM,1.656,,,
395,10/03/23 06:03:32 AM,1.439,,,
396,10/03/23 08:03:32 AM,1.221,,,
397,10/03/23 10:03:32 AM,1.221,,,
398,10/03/23 12:03:32 PM,1.330,,,
399,10/03/23 02:03:32 PM,5.757,,,
400,10/03/23 04:03:32 PM,5.347,,,
401,10/03/23 06:03:32 PM,3.367,,,
402,10/03/23 08:03:32 PM,2.088,,,
403,10/03/23 10:03:32 PM,1.548,,,
404,10/04/23 12:03:32 AM,1.330,,,
405,10/04/23 02:03:32 AM,1.112,,,
406,10/04/23 04:03:32 AM,0.893,,,
407,10/04/23 06:03:32 AM,0.674,,,
408,10/04/23 08:03:32 AM,0.453,,,
409,10/04/23 10:03:32 AM,0.563,,,
410,10/04/23 12:03:32 PM,0.784,,,
411,10/04/23 02:03:32 PM,6.166,,,
412,10/04/23 04:03:32 PM,8.978,,,
413,10/04/23 06:03:32 PM,4.934,,,
414,10/04/23 08:03:32 PM,2.730,,,
415,10/04/23 10:03:32 PM,1.872,,,
416,10/05/23 12:03:32 AM,1.330,,,
417,10/05/23 02:03:32 AM,1.003,,,
418,10/05/23 04:03:32 AM,0.563,,,
419,10/05/23 06:03:32 AM,0.343,,,
420,10/05/23 08:03:32 AM,-0.213,,,
421,10/05/23 10:03:32 AM,0.232,,,
422,10/05/23 12:03:32 PM,3.893,,Logged,
423,10/05/23 02:03:32 PM,12.497,,,
424,10/05/23 04:03:32 PM,13.846,,,
425,10/05/23 06:03:32 PM,8.978,,,
426,10/05/23 08:03:32 PM,4.831,,,
427,10/05/23 10:03:32 PM,3.367,,,
428,10/06/23 12:03:32 AM,2.517,,,
429,10/06/23 02:03:32 AM,1.872,,,
430,10/06/23 04:03:32 AM,1.439,,,
431,10/06/23 06:03:32 AM,1.112,,,
432,10/06/23 08:03:32 AM,0.563,,,
433,10/06/23 10:03:32 AM,0.674,,,
434,10/06/23 12:03:32 PM,6.674,,,
435,10/06/23 02:03:32 PM,12.594,,,
436,10/06/23 04:03:32 PM,14.038,,,
437,10/06/23 06:03:32 PM,9.176,,,
438,10/06/23 08:03:32 PM,5.552,,,
439,10/06/23 10:03:32 PM,3.788,,,
440,10/07/23 12:03:32 AM,2.730,,,
441,10/07/23 02:03:32 AM,2.410,,,
442,10/07/23 04:03:32 AM,1.872,,,
443,10/07/23 06:03:32 AM,1.548,,,
444,10/07/23 08:03:32 AM,1.221,,,
445,10/07/23 10:03:32 AM,1.221,,,
446,10/07/23 12:03:32 PM,9.669,,,
447,10/07/23 02:03:32 PM,15.378,,,
448,10/07/23 04:03:32 PM,16.903,,,
449,10/07/23 06:03:32 PM,11.431,,,
450,10/07/23 08:03:32 PM,7.179,,,
451,10/07/23 10:03:32 PM,4.934,,,
452,10/08/23 12:03:32 AM,3.683,,,
453,10/08/23 02:03:32 AM,2.837,,,
454,10/08/23 04:03:32 AM,2.517,,,
455,10/08/23 06:03:32 AM,2.088,,,
456,10/08/23 08:03:32 AM,1.656,,,
457,10/08/23 10:03:32 AM,2.088,,,
458,10/08/23 12:03:32 PM,11.819,,,
459,10/08/23 02:03:32 PM,16.332,,,
460,10/08/23 04:03:32 PM,17.950,,,
461,10/08/23 06:03:32 PM,13.654,,,
462,10/08/23 08:03:32 PM,8.581,,,
463,10/08/23 10:03:32 PM,6.268,,,
464,10/09/23 12:03:32 AM,4.831,,,
465,10/09/23 02:03:32 AM,3.683,,,
466,10/09/23 04:03:32 AM,3.049,,,
467,10/09/23 06:03:32 AM,2.517,,,
468,10/09/23 08:03:32 AM,2.088,,,
469,10/09/23 10:03:32 AM,3.155,,,
470,10/09/23 12:03:32 PM,11.334,,,
471,10/09/23 02:03:32 PM,16.618,,,
472,10/09/23 04:03:32 PM,17.950,,,
473,10/09/23 06:03:32 PM,12.304,,,
474,10/09/23 08:03:32 PM,8.779,,,
475,10/09/23 10:03:32 PM,6.370,,,
476,10/10/23 12:03:32 AM,4.727,,,
477,10/10/23 02:03:32 AM,3.578,,,
478,10/10/23 04:03:32 AM,2.837,,,
479,10/10/23 06:03:32 AM,2.303,,,
480,10/10/23 08:03:32 AM,1.872,,,
481,10/10/23 10:03:32 AM,2.410,,,
482,10/10/23 12:03:32 PM,9.571,,,
483,10/10/23 02:03:32 PM,11.819,,,
484,10/10/23 04:03:32 PM,15.091,,,
485,10/10/23 06:03:32 PM,10.357,,,
486,10/10/23 08:03:32 PM,7.381,,,
487,10/10/23 10:03:32 PM,5.244,,,
488,10/11/23 12:03:32 AM,3.998,,,
489,10/11/23 02:03:32 AM,3.155,,,
490,10/11/23 04:03:32 AM,2.624,,,
491,10/11/23 06:03:32 AM,2.195,,,
492,10/11/23 08:03:32 AM,1.872,,,
493,10/11/23 10:03:32 AM,3.472,,,
494,10/11/23 12:03:32 PM,6.370,,,
495,10/11/23 02:03:32 PM,4.831,,,
496,10/11/23 04:03:32 PM,4.831,,,
497,10/11/23 06:03:32 PM,3.578,,,
498,10/11/23 08:03:32 PM,3.049,,,
499,10/11/23 10:03:32 PM,2.943,,,
500,10/12/23 12:03:32 AM,2.730,,,
501,10/12/23 02:03:32 AM,2.624,,,
502,10/12/23 04:03:32 AM,2.410,,,
503,10/12/23 06:03:32 AM,2.303,,,
504,10/12/23 08:03:32 AM,2.303,,,
505,10/12/23 10:03:32 AM,2.195,,,
506,10/12/23 12:03:32 PM,2.088,,,
507,10/12/23 02:03:32 PM,2.088,,,
508,10/12/23 04:03:32 PM,1.980,,,
509,10/12/23 06:03:32 PM,1.872,,,
510,10/12/23 08:03:32 PM,1.872,,,
511,10/12/23 10:03:32 PM,1.764,,,
512,10/13/23 12:03:32 AM,1.764,,,
513,10/13/23 02:03:32 AM,1.656,,,
514,10/13/23 04:03:32 AM,1.656,,,
515,10/13/23 06:03:32 AM,1.656,,,
516,10/13/23 08:03:32 AM,1.548,,,
517,10/13/23 10:03:32 AM,1.548,,,
518,10/13/23 12:03:32 PM,1.548,,,
519,10/13/23 02:03:32 PM,1.548,,,
520,10/13/23 04:03:32 PM,1.439,,,
521,10/13/23 06:03:32 PM,1.439,,,
522,10/13/23 08:03:32 PM,1.439,,,
523,10/13/23 10:03:32 PM,1.439,,,
524,10/14/23 12:03:32 AM,1.439,,,
525,10/14/23 02:03:32 AM,1.330,,,
526,10/14/23 04:03:32 AM,1.330,,,
527,10/14/23 06:03:32 AM,1.330,,,
528,10/14/23 08:03:32 AM,1.330,,,
529,10/14/23 10:03:32 AM,1.330,,,
530,10/14/23 12:03:32 PM,1.221,,,
531,10/14/23 02:03:32 PM,1.221,,,
532,10/14/23 04:03:32 PM,1.221,,,
533,10/14/23 06:03:32 PM,1.221,,,
534,10/14/23 08:03:32 PM,1.221,,,
535,10/14/23 10:03:32 PM,1.221,,,
536,10/15/23 12:03:32 AM,1.221,,,
537,10/15/23 02:03:32 AM,1.221,,,
538,10/15/23 04:03:32 AM,1.112,,,
539,10/15/23 06:03:32 AM,1.112,,,
540,10/15/23 08:03:32 AM,1.112,,,
541,10/15/23 10:03:32 AM,1.112,,,
542,10/15/23 12:03:32 PM,1.112,,,
543,10/15/23 02:03:32 PM,1.112,,,
544,10/15/23 04:03:32 PM,1.112,,,
545,10/15/23 06:03:32 PM,1.112,,,
546,10/15/23 08:03:32 PM,1.112,,,
547,10/15/23 10:03:32 PM,1.112,,,
548,10/16/23 12:03:32 AM,0.893,,,Logged
