"Plot Title: 20376534"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20376534, SEN S/N: 20376534)","Coupler Detached (LGR S/N: 20376534)","Bad Battery (LGR S/N: 20376534)","Good Battery (LGR S/N: 20376534)","Coupler Attached (LGR S/N: 20376534)","Host Connected (LGR S/N: 20376534)","Stopped (LGR S/N: 20376534)","End Of File (LGR S/N: 20376534)"
85,09/15/23 08:11:08 AM,2.943,,,,,,,
86,09/15/23 12:11:08 PM,5.244,,,,,,,
87,09/15/23 04:11:08 PM,10.944,,,,,,,
88,09/15/23 08:11:08 PM,5.655,,,,,,,
89,09/16/23 12:11:08 AM,2.195,,,,,,,
90,09/16/23 04:11:08 AM,1.221,,,,,,,
91,09/16/23 08:11:08 AM,0.563,,,,,,,
92,09/16/23 12:11:08 PM,11.819,,,,,,,
93,09/16/23 04:11:08 PM,17.284,,,,,,,
94,09/16/23 08:11:08 PM,8.382,,,,,,,
95,09/17/23 12:11:08 AM,4.311,,,,,,,
96,09/17/23 04:11:08 AM,2.517,,,,,,,
97,09/17/23 08:11:08 AM,2.088,,,,,,,
98,09/17/23 12:11:08 PM,11.431,,,,,,,
99,09/17/23 04:11:08 PM,15.664,,,,,,,
100,09/17/23 08:11:08 PM,8.879,,,,,,,
101,09/18/23 12:11:08 AM,5.552,,,,,,,
102,09/18/23 04:11:08 AM,3.683,,,,,,,
103,09/18/23 08:11:08 AM,3.367,,,,,,,
104,09/18/23 12:11:08 PM,9.373,,,,,,,
105,09/18/23 04:11:08 PM,12.013,,,,,,,
106,09/18/23 08:11:08 PM,4.831,,,,,,,
107,09/19/23 12:11:08 AM,3.261,,,,,,,
108,09/19/23 04:11:08 AM,2.624,,,,,,,
109,09/19/23 08:11:08 AM,1.872,,,,,,,
110,09/19/23 12:11:08 PM,10.259,,,,,,,
111,09/19/23 04:11:08 PM,8.978,,,,,,,
112,09/19/23 08:11:08 PM,4.623,,,,,,,
113,09/20/23 12:11:08 AM,2.730,,,,,,,
114,09/20/23 04:11:08 AM,1.872,,,,,,,
115,09/20/23 08:11:08 AM,1.221,,,,,,,
116,09/20/23 12:11:08 PM,9.176,,,,,,,
117,09/20/23 04:11:08 PM,13.076,,,,,,,
118,09/20/23 08:11:08 PM,7.682,,,,,,,
119,09/21/23 12:11:08 AM,4.415,,,,,,,
120,09/21/23 04:11:08 AM,2.943,,,,,,,
121,09/21/23 08:11:08 AM,2.517,,,,,,,
122,09/21/23 12:11:08 PM,8.779,,,,,,,
123,09/21/23 04:11:08 PM,14.900,,,,,,,
124,09/21/23 08:11:08 PM,7.782,,,,,,,
125,09/22/23 12:11:08 AM,4.623,,,,,,,
126,09/22/23 04:11:08 AM,2.943,,,,,,,
127,09/22/23 08:11:08 AM,1.764,,,,,,,
128,09/22/23 12:11:08 PM,9.373,,,,,,,
129,09/22/23 04:11:08 PM,12.013,,,,,,,
130,09/22/23 08:11:08 PM,6.674,,,,,,,
131,09/23/23 12:11:08 AM,3.788,,,,,,,
132,09/23/23 04:11:08 AM,1.656,,,,,,,
133,09/23/23 08:11:08 AM,0.343,,,,,,,
134,09/23/23 12:11:08 PM,6.166,,,,,,,
135,09/23/23 04:11:08 PM,10.259,,,,,,,
136,09/23/23 08:11:08 PM,5.141,,,,,,,
137,09/24/23 12:11:08 AM,1.980,,,,,,,
138,09/24/23 04:11:08 AM,0.784,,,,,,,
139,09/24/23 08:11:08 AM,0.232,,,,,,,
140,09/24/23 12:11:08 PM,9.965,,,,,,,
141,09/24/23 04:11:08 PM,14.421,,,,,,,
142,09/24/23 08:11:08 PM,7.381,,,,,,,
143,09/25/23 12:11:08 AM,3.367,,,,,,,
144,09/25/23 04:11:08 AM,2.088,,,,,,,
145,09/25/23 08:11:08 AM,1.221,,,,,,,
146,09/25/23 12:11:08 PM,11.334,,,,,,,
147,09/25/23 04:11:08 PM,17.379,,,,,,,
148,09/25/23 08:11:08 PM,9.472,,,,,,,
149,09/26/23 12:11:08 AM,5.450,,,,,,,
150,09/26/23 04:11:08 AM,3.893,,,,,,,
151,09/26/23 08:11:08 AM,3.893,,,,,,,
152,09/26/23 12:11:08 PM,12.497,,,,,,,
153,09/26/23 04:11:08 PM,15.282,,,,,,,
154,09/26/23 08:11:08 PM,9.669,,,,,,,
155,09/27/23 12:11:08 AM,6.166,,,,,,,
156,09/27/23 04:11:08 AM,4.415,,,,,,,
157,09/27/23 08:11:08 AM,3.578,,,,,,,
158,09/27/23 12:11:08 PM,12.787,,,,,,,
159,09/27/23 04:11:08 PM,18.711,,,,,,,
160,09/27/23 08:11:08 PM,11.334,,,,,,,
161,09/28/23 12:11:08 AM,7.782,,,,,,,
162,09/28/23 04:11:08 AM,6.064,,,,,,,
163,09/28/23 08:11:08 AM,5.141,,,,,,,
164,09/28/23 12:11:08 PM,14.709,,,,,,,
165,09/28/23 04:11:08 PM,18.996,,,,,,,
166,09/28/23 08:11:08 PM,11.431,,,,,,,
167,09/29/23 12:11:08 AM,7.481,,,,,,,
168,09/29/23 04:11:08 AM,5.450,,,,,,,
169,09/29/23 08:11:08 AM,4.519,,,,,,,
170,09/29/23 12:11:08 PM,11.625,,,,,,,
171,09/29/23 04:11:08 PM,18.426,,,,,,,
172,09/29/23 08:11:08 PM,10.846,,,,,,,
173,09/30/23 12:11:08 AM,7.381,,,,,,,
174,09/30/23 04:11:08 AM,5.552,,,,,,,
175,09/30/23 08:11:08 AM,4.519,,,,,,,
176,09/30/23 12:11:08 PM,13.173,,,,,,,
177,09/30/23 04:11:08 PM,12.883,,,,,,,
178,09/30/23 08:11:08 PM,8.082,,,,,,,
179,10/01/23 12:11:08 AM,5.860,,,,,,,
180,10/01/23 04:11:08 AM,4.623,,,,,,,
181,10/01/23 08:11:08 AM,4.207,,,,,,,
182,10/01/23 12:11:08 PM,11.139,,,,,,,
183,10/01/23 04:11:08 PM,15.855,,,,,,,
184,10/01/23 08:11:08 PM,9.866,,,,,,,
185,10/02/23 12:11:08 AM,6.674,,,,,,,
186,10/02/23 04:11:08 AM,5.141,,,,,,,
187,10/02/23 08:11:08 AM,4.311,,,,,,,
188,10/02/23 12:11:08 PM,10.161,,,,,,,
189,10/02/23 04:11:08 PM,10.161,,,,,,,
190,10/02/23 08:11:08 PM,4.102,,,,,,,
191,10/03/23 12:11:08 AM,2.088,,,,,,,
192,10/03/23 04:11:08 AM,1.221,,,,,,,
193,10/03/23 08:11:08 AM,0.784,,,,,,,
194,10/03/23 12:11:08 PM,1.872,,,,,,,
195,10/03/23 04:11:08 PM,3.788,,,,,,,
196,10/03/23 08:11:08 PM,1.221,,,,,,,
197,10/04/23 12:11:08 AM,0.010,,,,,,,
198,10/04/23 04:11:08 AM,-0.774,,,,,,,
199,10/04/23 08:11:08 AM,-0.887,,,,,,,
200,10/04/23 12:11:08 PM,2.943,,,,,,,
201,10/04/23 04:11:08 PM,4.831,,,,,,,
202,10/04/23 08:11:08 PM,1.656,,,,,,,
203,10/05/23 12:11:08 AM,0.453,,,,,,,
204,10/05/23 04:11:08 AM,0.232,,,,,,,
205,10/05/23 08:11:08 AM,0.010,,,,,,,
206,10/05/23 12:11:08 PM,6.166,,,,,,,
207,10/05/23 04:11:08 PM,9.866,,,,,,,
208,10/05/23 08:11:08 PM,3.998,,,,,,,
209,10/06/23 12:11:08 AM,1.330,,,,,,,
210,10/06/23 04:11:08 AM,0.453,,,,,,,
211,10/06/23 08:11:08 AM,0.232,,,,,,,
212,10/06/23 12:11:08 PM,7.983,,,,,,,
213,10/06/23 04:11:08 PM,11.334,,,,,,,
214,10/06/23 08:11:08 PM,5.244,,,,,,,
215,10/07/23 12:11:08 AM,2.195,,,,,,,
216,10/07/23 04:11:08 AM,1.003,,,,,,,
217,10/07/23 08:11:08 AM,0.563,,,,,,,
218,10/07/23 12:11:08 PM,9.275,,,,,,,
219,10/07/23 04:11:08 PM,13.365,,,,,,,
220,10/07/23 08:11:08 PM,6.471,,,,,,,
221,10/08/23 12:11:08 AM,2.943,,,,,,,
222,10/08/23 04:11:08 AM,1.439,,,,,,,
223,10/08/23 08:11:08 AM,0.674,,,,,,,
224,10/08/23 12:11:08 PM,10.455,,,,,,,
225,10/08/23 04:11:08 PM,14.230,,,,,,,
226,10/08/23 08:11:08 PM,6.877,,,,,,,
227,10/09/23 12:11:08 AM,3.683,,,,,,,
228,10/09/23 04:11:08 AM,1.980,,,,,,,
229,10/09/23 08:11:08 AM,0.784,,,,,,,
230,10/09/23 12:11:08 PM,10.063,,,,,,,
231,10/09/23 04:11:08 PM,13.654,,,,,,,
232,10/09/23 08:11:08 PM,6.471,,,,,,,
233,10/10/23 12:11:08 AM,3.261,,,,,,,
234,10/10/23 04:11:08 AM,1.548,,,,,,,
235,10/10/23 08:11:08 AM,1.003,,,,,,,
236,10/10/23 12:11:08 PM,8.282,,,,,,,
237,10/10/23 04:11:08 PM,12.690,,,,,,,
238,10/10/23 08:11:08 PM,5.962,,,,,,,
239,10/11/23 12:11:08 AM,3.155,,,,,,,
240,10/11/23 04:11:08 AM,2.195,,,,,,,
241,10/11/23 08:11:08 AM,1.439,,,,,,,
242,10/11/23 12:11:08 PM,6.978,,,,,,,
243,10/11/23 04:11:08 PM,3.578,,,,,,,
244,10/11/23 08:11:08 PM,1.764,,,,,,,
245,10/12/23 12:11:08 AM,1.003,,,,,,,
246,10/12/23 04:11:08 AM,0.121,,,,,,,
247,10/12/23 08:11:08 AM,-0.325,,,,,,,
248,10/12/23 12:11:08 PM,0.343,,,,,,,
249,10/12/23 04:11:08 PM,0.232,,,,,,,
250,10/12/23 08:11:08 PM,-0.662,,,,,,,
251,10/13/23 12:11:08 AM,-0.887,,,,,,,
252,10/13/23 04:11:08 AM,-1.456,,,,,,,
253,10/13/23 08:11:08 AM,-2.145,,,,,,,
254,10/13/23 12:11:08 PM,0.010,,,,,,,
255,10/13/23 04:11:08 PM,2.088,,,,,,,
256,10/13/23 08:11:08 PM,-1.001,,,,,,,
257,10/14/23 12:11:08 AM,-1.799,,,,,,,
258,10/14/23 04:11:08 AM,-2.494,,,,,,,
259,10/14/23 08:11:08 AM,-3.079,,,,,,,
260,10/14/23 12:11:08 PM,-0.662,,,,,,,
261,10/14/23 04:11:08 PM,2.088,,,,,,,
262,10/14/23 08:11:08 PM,-0.774,,,,,,,
263,10/15/23 12:11:08 AM,-1.341,,,,,,,
264,10/15/23 04:11:08 AM,-1.914,,,,,,,
265,10/15/23 08:11:08 AM,-2.261,,,,,,,
266,10/15/23 12:11:08 PM,2.303,,,,,,,
267,10/15/23 04:11:08 PM,4.102,,,,,,,
268,10/15/23 08:11:08 PM,0.343,,,,,,,
269,10/16/23 12:11:08 AM,-0.325,,,,,,,
270,10/16/23 04:11:08 AM,-0.662,,,,,,,
271,10/16/23 08:11:08 AM,-0.549,,,,,,,
272,10/16/23 12:11:08 PM,5.347,,,,,,,
273,10/16/23 04:11:08 PM,11.041,,,,,,,
274,10/16/23 08:11:08 PM,4.102,,,,,,,
275,10/17/23 12:11:08 AM,1.656,,,,,,,
276,10/17/23 04:11:08 AM,1.112,,,,,,,
277,10/17/23 08:11:08 AM,0.453,,,,,,,
278,10/17/23 12:11:08 PM,8.182,,,,,,,
279,10/17/23 04:11:08 PM,11.041,,,,,,,
280,10/17/23 08:11:08 PM,4.934,,,,,,,
281,10/18/23 12:11:08 AM,2.303,,,,,,,
282,10/18/23 04:11:08 AM,0.563,,,,,,,
283,10/18/23 08:11:08 AM,-0.213,,,,,,,
284,10/18/23 12:11:08 PM,4.623,,,,,,,
285,10/18/23 04:11:08 PM,8.779,,,,,,,
286,10/18/23 08:11:08 PM,3.049,,,,,,,
287,10/19/23 12:11:08 AM,1.221,,,,,,,
288,10/19/23 04:11:08 AM,0.563,,,,,,,
289,10/19/23 08:11:08 AM,0.010,,,,,,,
290,10/19/23 12:11:08 PM,7.983,,,,,,,
291,10/19/23 04:11:08 PM,11.722,,,,,,,
292,10/19/23 08:11:08 PM,4.831,,,,,,,
293,10/20/23 12:11:08 AM,2.624,,,,,,,
294,10/20/23 04:11:08 AM,1.330,,,,,,,
295,10/20/23 08:11:08 AM,0.674,,,,,,,
296,10/20/23 12:11:08 PM,9.669,,,,,,,
297,10/20/23 04:11:08 PM,13.173,,,,,,,
298,10/20/23 08:11:08 PM,5.860,,,,,,,
299,10/21/23 12:11:08 AM,3.049,,,,,,,
300,10/21/23 04:11:08 AM,1.980,,,,,,,
301,10/21/23 08:11:08 AM,0.563,,,,,,,
302,10/21/23 12:11:08 PM,8.779,,,,,,,
303,10/21/23 04:11:08 PM,12.690,,,,,,,
304,10/21/23 08:11:08 PM,6.268,,,,,,,
305,10/22/23 12:11:08 AM,4.519,,,,,,,
306,10/22/23 04:11:08 AM,2.837,,,,,,,
307,10/22/23 08:11:08 AM,1.656,,,,,,,
308,10/22/23 12:11:08 PM,8.082,,,,,,,
309,10/22/23 04:11:08 PM,10.455,,,,,,,
310,10/22/23 08:11:08 PM,4.934,,,,,,,
311,10/23/23 12:11:08 AM,2.517,,,,,,,
312,10/23/23 04:11:08 AM,1.548,,,,,,,
313,10/23/23 08:11:08 AM,1.330,,,,,,,
314,10/23/23 12:11:08 PM,8.879,,,,,,,
315,10/23/23 04:11:08 PM,9.571,,,,,,,
316,10/23/23 08:11:08 PM,4.727,,,,,,,
317,10/24/23 12:11:08 AM,2.195,,,,,,,
318,10/24/23 04:11:08 AM,0.893,,,,,,,
319,10/24/23 08:11:08 AM,0.674,,,,,,,
320,10/24/23 12:11:08 PM,7.179,,,,,,,
321,10/24/23 04:11:08 PM,6.877,,,,,,,
322,10/24/23 08:11:08 PM,3.155,,,,,,,
323,10/25/23 12:11:08 AM,0.784,,,,,,,
324,10/25/23 04:11:08 AM,-0.102,,,,,,,
325,10/25/23 08:11:08 AM,-0.437,,,,,,,
326,10/25/23 12:11:08 PM,5.552,,,,,,,
327,10/25/23 04:11:08 PM,9.571,,,,,,,
328,10/25/23 08:11:08 PM,3.367,,,,,,,
329,10/26/23 12:11:08 AM,1.003,,,,,,,
330,10/26/23 04:11:08 AM,0.121,,,,,,,
331,10/26/23 08:11:08 AM,-0.325,,,,,,,
332,10/26/23 12:11:08 PM,5.244,,,,,,,
333,10/26/23 04:11:08 PM,4.519,,,,,,,
334,10/26/23 08:11:08 PM,1.003,,,,,,,
335,10/27/23 12:11:08 AM,-0.102,,,,,,,
336,10/27/23 04:11:08 AM,-0.549,,,,,,,
337,10/27/23 08:11:08 AM,-1.228,,,,,,,
338,10/27/23 12:11:08 PM,2.303,,,,,,,
339,10/27/23 04:11:08 PM,4.727,,,,,,,
340,10/27/23 08:11:08 PM,0.232,,,,,,,
341,10/28/23 12:11:08 AM,-0.437,,,,,,,
342,10/28/23 04:11:08 AM,-0.549,,,,,,,
343,10/28/23 08:11:08 AM,-0.662,,,,,,,
344,10/28/23 12:11:08 PM,0.010,,,,,,,
345,10/28/23 04:11:08 PM,-0.213,,,,,,,
346,10/28/23 08:11:08 PM,-0.437,,,,,,,
347,10/29/23 12:11:08 AM,-0.213,,,,,,,
348,10/29/23 04:11:08 AM,-0.102,,,,,,,
349,10/29/23 08:11:08 AM,0.010,,,,,,,
350,10/29/23 12:11:08 PM,0.121,,,,,,,
351,10/29/23 04:11:08 PM,0.232,,,,,,,
352,10/29/23 08:11:08 PM,-1.341,,,,,,,
353,10/30/23 12:11:08 AM,-3.079,,,,,,,
354,10/30/23 04:11:08 AM,-4.636,,,,,,,
355,10/30/23 08:11:08 AM,-5.870,,,,,,,
356,10/30/23 12:11:08 PM,-3.316,,,,,,,
357,10/30/23 04:11:08 PM,-1.684,,,,,,,
358,10/30/23 08:11:08 PM,-5.496,,,,,,,
359,10/31/23 12:11:08 AM,-6.882,,,,,,,
360,10/31/23 04:11:08 AM,-7.138,,,,,,,
361,10/31/23 08:11:08 AM,-7.010,,,,,,,
362,10/31/23 12:11:08 PM,-2.844,,,,,,,
363,10/31/23 04:11:08 PM,-1.684,,,,,,,
364,10/31/23 08:11:08 PM,-4.393,,,,,,,
365,11/01/23 12:11:08 AM,-5.249,,,,,,,
366,11/01/23 04:11:08 AM,-5.620,,,,,,,
367,11/01/23 08:11:08 AM,-5.745,,,,,,,
368,11/01/23 12:11:08 PM,-1.001,,,,,,,
369,11/01/23 04:11:08 PM,0.343,,,,,,,
370,11/01/23 08:11:08 PM,-2.962,,,,,,,
371,11/02/23 12:11:08 AM,-3.792,,,,,,,
372,11/02/23 04:11:08 AM,-4.880,,,,,,,
373,11/02/23 08:11:08 AM,-5.125,,,,,,,
374,11/02/23 12:11:08 PM,0.674,,,,,,,
375,11/02/23 04:11:08 PM,0.343,,,,,,,
376,11/02/23 08:11:08 PM,-0.774,,,,,,,
377,11/03/23 12:11:08 AM,-1.228,,,,,,,
378,11/03/23 04:11:08 AM,-2.145,,,,,,,
379,11/03/23 08:11:08 AM,-2.727,,,,,,,
380,11/03/23 12:11:08 PM,0.232,,,,,,,
381,11/03/23 04:11:08 PM,1.221,,,,,,,
382,11/03/23 08:11:08 PM,-0.774,,,,,,,
383,11/04/23 12:11:08 AM,-1.570,,,,,,,
384,11/04/23 04:11:08 AM,-2.261,,,,,,,
385,11/04/23 08:11:08 AM,-3.553,,,,,,,
386,11/04/23 12:11:08 PM,0.453,,,,,,,
387,11/04/23 04:11:08 PM,1.980,,,,,,,
388,11/04/23 08:11:08 PM,-0.549,,,,,,,
389,11/05/23 12:11:08 AM,-0.887,,,,,,,
390,11/05/23 04:11:08 AM,-1.341,,,,,,,
391,11/05/23 08:11:08 AM,-1.456,,,,,,,
392,11/05/23 12:11:08 PM,1.764,,,,,,,
393,11/05/23 04:11:08 PM,2.195,,,,,,,
394,11/05/23 08:11:08 PM,-0.437,,,,,,,
395,11/06/23 12:11:08 AM,-0.549,,,,,,,
396,11/06/23 04:11:08 AM,-0.774,,,,,,,
397,11/06/23 08:11:08 AM,-0.774,,,,,,,
398,11/06/23 12:11:08 PM,2.088,,,,,,,
399,11/06/23 04:11:08 PM,1.330,,,,,,,
400,11/06/23 08:11:08 PM,-0.437,,,,,,,
401,11/07/23 12:11:08 AM,-0.437,,,,,,,
402,11/07/23 04:11:08 AM,-0.437,,,,,,,
403,11/07/23 08:11:08 AM,-0.662,,,,,,,
404,11/07/23 12:11:08 PM,2.303,,,,,,,
405,11/07/23 04:11:08 PM,3.155,,,,,,,
406,11/07/23 08:11:08 PM,-0.437,,,,,,,
407,11/08/23 12:11:08 AM,-0.549,,,,,,,
408,11/08/23 04:11:08 AM,-1.001,,,,,,,
409,11/08/23 08:11:08 AM,-1.228,,,,,,,
410,11/08/23 12:11:08 PM,-0.662,,,,,,,
411,11/08/23 04:11:08 PM,-0.662,,,,,,,
412,11/08/23 08:11:08 PM,-1.570,,,,,,,
413,11/09/23 12:11:08 AM,-1.114,,,,,,,
414,11/09/23 04:11:08 AM,-1.001,,,,,,,
415,11/09/23 08:11:08 AM,-1.341,,,,,,,
416,11/09/23 12:11:08 PM,-1.456,,,,,,,
417,11/09/23 04:11:08 PM,-0.887,,,,,,,
418,11/09/23 08:11:08 PM,-1.684,,,,,,,
419,11/10/23 12:11:08 AM,-2.030,,,,,,,
420,11/10/23 04:11:08 AM,-2.494,,,,,,,
421,11/10/23 08:11:08 AM,-2.844,,,,,,,
422,11/10/23 12:11:08 PM,-2.261,,,,,,,
423,11/10/23 04:11:08 PM,-1.341,,,,,,,
424,11/10/23 08:11:08 PM,-2.145,,,,,,,
425,11/11/23 12:11:08 AM,-2.844,,,,,,,
426,11/11/23 04:11:08 AM,-3.079,,,,,,,
427,11/11/23 08:11:08 AM,-3.672,,,,,,,
428,11/11/23 12:11:08 PM,-2.727,,,,,,,
429,11/11/23 04:11:08 PM,-1.799,,,,,,,
430,11/11/23 08:11:08 PM,-2.610,,,,,,,
431,11/12/23 12:11:08 AM,-3.197,,,,,,,
432,11/12/23 04:11:08 AM,-3.553,,,,,,,
433,11/12/23 08:11:08 AM,-3.792,,,,,,,
434,11/12/23 12:11:08 PM,-2.610,,,,,,,
435,11/12/23 04:11:08 PM,-0.887,,,,,,,
436,11/12/23 08:11:08 PM,-2.145,,,,,,,
437,11/13/23 12:11:08 AM,-2.727,,,,,,,
438,11/13/23 04:11:08 AM,-3.079,,,,,,,
439,11/13/23 08:11:08 AM,-3.316,,,,,,,
440,11/13/23 12:11:08 PM,-1.799,,,,,,,
441,11/13/23 04:11:08 PM,-0.437,,,,,,,
442,11/13/23 08:11:08 PM,-1.799,,,,,,,
443,11/14/23 12:11:08 AM,-2.844,,,,,,,
444,11/14/23 04:11:08 AM,-3.792,,,,,,,
445,11/14/23 08:11:08 AM,-4.272,,,,,,,
446,11/14/23 12:11:08 PM,-0.102,,,,,,,
447,11/14/23 04:11:08 PM,1.548,,,,,,,
448,11/14/23 08:11:08 PM,-1.114,,,,,,,
449,11/15/23 12:11:08 AM,-2.610,,,,,,,
450,11/15/23 04:11:08 AM,-3.316,,,,,,,
451,11/15/23 08:11:08 AM,-3.911,,,,,,,
452,11/15/23 12:11:08 PM,1.980,,,,,,,
453,11/15/23 04:11:08 PM,2.410,,,,,,,
454,11/15/23 08:11:08 PM,-0.549,,,,,,,
455,11/16/23 12:11:08 AM,-0.549,,,,,,,
456,11/16/23 04:11:08 AM,-0.887,,,,,,,
457,11/16/23 08:11:08 AM,-1.456,,,,,,,
458,11/16/23 12:11:08 PM,-0.887,,,,,,,
459,11/16/23 04:11:08 PM,-0.887,,,,,,,
460,11/16/23 08:11:08 PM,-1.799,,,,,,,
461,11/17/23 12:11:08 AM,-2.261,,,,,,,
462,11/17/23 04:11:08 AM,-2.962,,,,,,,
463,11/17/23 08:11:08 AM,-2.844,,,,,,,
464,11/17/23 12:11:08 PM,0.232,,,,,,,
465,11/17/23 04:11:08 PM,1.656,,,,,,,
466,11/17/23 08:11:08 PM,-1.456,,,,,,,
467,11/18/23 12:11:08 AM,-2.844,,,,,,,
468,11/18/23 04:11:08 AM,-3.792,,,,,,,
469,11/18/23 08:11:08 AM,-4.636,,,,,,,
470,11/18/23 12:11:08 PM,0.674,,,,,,,
471,11/18/23 04:11:08 PM,1.112,,,,,,,
472,11/18/23 08:11:08 PM,-0.887,,,,,,,
473,11/19/23 12:11:08 AM,-1.914,,,,,,,
474,11/19/23 04:11:08 AM,-2.844,,,,,,,
475,11/19/23 08:11:08 AM,-3.434,,,,,,,
476,11/19/23 12:11:08 PM,-2.494,,,,,,,
477,11/19/23 04:11:08 PM,-1.341,,,,,,,
478,11/19/23 08:11:08 PM,-2.962,,,,,,,
479,11/20/23 12:11:08 AM,-3.792,,,,,,,
480,11/20/23 04:11:08 AM,-4.152,,,,,,,
