"Plot Title: 20406037"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20406037, SEN S/N: 20406037)","Coupler Detached (LGR S/N: 20406037)","Bad Battery (LGR S/N: 20406037)","Good Battery (LGR S/N: 20406037)","Coupler Attached (LGR S/N: 20406037)","Host Connected (LGR S/N: 20406037)","Stopped (LGR S/N: 20406037)","End Of File (LGR S/N: 20406037)"
178,09/20/23 03:19:29 AM,4.519,,,,,,,
179,09/20/23 05:19:29 AM,4.311,,,,,,,
180,09/20/23 07:19:29 AM,3.893,,,,,,,
181,09/20/23 09:19:29 AM,4.831,,,,,,,
182,09/20/23 11:19:29 AM,8.082,,,,,,,
183,09/20/23 01:19:29 PM,11.819,,,,,,,
184,09/20/23 03:19:29 PM,12.690,,,,,,,
185,09/20/23 05:19:29 PM,11.041,,,,,,,
186,09/20/23 07:19:29 PM,9.275,,,,,,,
187,09/20/23 09:19:29 PM,7.481,,,,,,,
188,09/20/23 11:19:29 PM,6.471,,,,,,,
189,09/21/23 01:19:29 AM,5.655,,,,,,,
190,09/21/23 03:19:29 AM,4.727,,,,,,,
191,09/21/23 05:19:29 AM,3.998,,,,,,,
192,09/21/23 07:19:29 AM,3.367,,,,,,,
193,09/21/23 09:19:29 AM,4.207,,,,,,,
194,09/21/23 11:19:29 AM,7.381,,,,,,,
195,09/21/23 01:19:29 PM,11.334,,,,,,,
196,09/21/23 03:19:29 PM,10.944,,,,,,,
197,09/21/23 05:19:29 PM,11.625,,,,,,,
198,09/21/23 07:19:29 PM,9.669,,,,,,,
199,09/21/23 09:19:29 PM,7.682,,,,,,,
200,09/21/23 11:19:29 PM,6.268,,,,,,,
201,09/22/23 01:19:29 AM,5.347,,,,,,,
202,09/22/23 03:19:29 AM,4.311,,,,,,,
203,09/22/23 05:19:29 AM,3.578,,,,,,,
204,09/22/23 07:19:29 AM,2.943,,,,,,,
205,09/22/23 09:19:29 AM,3.893,,,,,,,
206,09/22/23 11:19:29 AM,6.978,,,,,,,
207,09/22/23 01:19:29 PM,10.944,,,,,,,
208,09/22/23 03:19:29 PM,13.173,,,,,,,
209,09/22/23 05:19:29 PM,12.883,,,,,,,
210,09/22/23 07:19:29 PM,10.357,,,,,,,
211,09/22/23 09:19:29 PM,8.082,,,,,,,
212,09/22/23 11:19:29 PM,6.674,,,,,,,
213,09/23/23 01:19:29 AM,5.141,,,,,,,
214,09/23/23 03:19:29 AM,3.788,,,,,,,
215,09/23/23 05:19:29 AM,2.517,,,,,,,
216,09/23/23 07:19:29 AM,1.656,,,,,,,
217,09/23/23 09:19:29 AM,1.764,,,,,,,
218,09/23/23 11:19:29 AM,3.578,,,,,,,
219,09/23/23 01:19:29 PM,6.064,,,,,,,
220,09/23/23 03:19:29 PM,7.682,,,,,,,
221,09/23/23 05:19:29 PM,8.382,,,,,,,
222,09/23/23 07:19:29 PM,7.079,,,,,,,
223,09/23/23 09:19:29 PM,5.244,,,,,,,
224,09/23/23 11:19:29 PM,4.102,,,,,,,
225,09/24/23 01:19:29 AM,3.155,,,,,,,
226,09/24/23 03:19:29 AM,2.517,,,,,,,
227,09/24/23 05:19:29 AM,1.980,,,,,,,
228,09/24/23 07:19:29 AM,1.764,,,,,,,
229,09/24/23 09:19:29 AM,2.730,,,,,,,
230,09/24/23 11:19:29 AM,5.860,,,,,,,
231,09/24/23 01:19:29 PM,9.472,,,,,,,
232,09/24/23 03:19:29 PM,12.013,,,,,,,
233,09/24/23 05:19:29 PM,12.013,,,,,,,
234,09/24/23 07:19:29 PM,9.866,,,,,,,
235,09/24/23 09:19:29 PM,7.381,,,,,,,
236,09/24/23 11:19:29 PM,5.450,,,,,,,
237,09/25/23 01:19:29 AM,3.998,,,,,,,
238,09/25/23 03:19:29 AM,3.155,,,,,,,
239,09/25/23 05:19:29 AM,2.517,,,,,,,
240,09/25/23 07:19:29 AM,2.303,,,,,,,
241,09/25/23 09:19:29 AM,3.788,,,,,,,
242,09/25/23 11:19:29 AM,7.983,,,,,,,
243,09/25/23 01:19:29 PM,12.594,,,,,,,
244,09/25/23 03:19:29 PM,15.091,,,,,,,
245,09/25/23 05:19:29 PM,14.709,,,,,,,
246,09/25/23 07:19:29 PM,11.916,,,,,,,
247,09/25/23 09:19:29 PM,9.373,,,,,,,
248,09/25/23 11:19:29 PM,7.882,,,,,,,
249,09/26/23 01:19:29 AM,6.775,,,,,,,
250,09/26/23 03:19:29 AM,5.757,,,,,,,
251,09/26/23 05:19:29 AM,4.934,,,,,,,
252,09/26/23 07:19:29 AM,4.415,,,,,,,
253,09/26/23 09:19:29 AM,5.757,,,,,,,
254,09/26/23 11:19:29 AM,8.978,,,,,,,
255,09/26/23 01:19:29 PM,12.690,,,,,,,
256,09/26/23 03:19:29 PM,15.378,,,,,,,
257,09/26/23 05:19:29 PM,14.900,,,,,,,
258,09/26/23 07:19:29 PM,12.207,,,,,,,
259,09/26/23 09:19:29 PM,9.965,,,,,,,
260,09/26/23 11:19:29 PM,8.581,,,,,,,
261,09/27/23 01:19:29 AM,7.280,,,,,,,
262,09/27/23 03:19:29 AM,6.471,,,,,,,
263,09/27/23 05:19:29 AM,5.552,,,,,,,
264,09/27/23 07:19:29 AM,5.552,,,,,,,
265,09/27/23 09:19:29 AM,6.573,,,,,,,
266,09/27/23 11:19:29 AM,9.768,,,,,,,
267,09/27/23 01:19:29 PM,14.230,,,,,,,
268,09/27/23 03:19:29 PM,16.332,,,,,,,
269,09/27/23 05:19:29 PM,15.664,,,,,,,
270,09/27/23 07:19:29 PM,13.173,,,,,,,
271,09/27/23 09:19:29 PM,10.846,,,,,,,
272,09/27/23 11:19:29 PM,9.472,,,,,,,
273,09/28/23 01:19:29 AM,8.481,,,,,,,
274,09/28/23 03:19:29 AM,7.983,,,,,,,
275,09/28/23 05:19:29 AM,7.481,,,,,,,
276,09/28/23 07:19:29 AM,7.079,,,,,,,
277,09/28/23 09:19:29 AM,7.882,,,,,,,
278,09/28/23 11:19:29 AM,11.722,,,,,,,
279,09/28/23 01:19:29 PM,15.378,,,,,,,
280,09/28/23 03:19:29 PM,16.999,,,,,,,
281,09/28/23 05:19:29 PM,15.378,,,,,,,
282,09/28/23 07:19:29 PM,13.173,,,,,,,
283,09/28/23 09:19:29 PM,11.431,,,,,,,
284,09/28/23 11:19:29 PM,9.866,,,,,,,
285,09/29/23 01:19:29 AM,8.779,,,,,,,
286,09/29/23 03:19:29 AM,7.782,,,,,,,
287,09/29/23 05:19:29 AM,6.978,,,,,,,
288,09/29/23 07:19:29 AM,6.573,,,,,,,
289,09/29/23 09:19:29 AM,7.882,,,,,,,
290,09/29/23 11:19:29 AM,11.334,,,,,,,
291,09/29/23 01:19:29 PM,14.804,,,,,,,
292,09/29/23 03:19:29 PM,17.094,,,,,,,
293,09/29/23 05:19:29 PM,16.046,,,,,,,
294,09/29/23 07:19:29 PM,13.269,,,,,,,
295,09/29/23 09:19:29 PM,11.041,,,,,,,
296,09/29/23 11:19:29 PM,9.472,,,,,,,
297,09/30/23 01:19:29 AM,8.481,,,,,,,
298,09/30/23 03:19:29 AM,7.481,,,,,,,
299,09/30/23 05:19:29 AM,6.775,,,,,,,
300,09/30/23 07:19:29 AM,6.268,,,,,,,
301,09/30/23 09:19:29 AM,7.280,,,,,,,
302,09/30/23 11:19:29 AM,10.063,,,,,,,
303,09/30/23 01:19:29 PM,13.461,,,,,,,
304,09/30/23 03:19:29 PM,12.883,,,,,,,
305,09/30/23 05:19:29 PM,11.041,,,,,,,
306,09/30/23 07:19:29 PM,10.063,,,,,,,
307,09/30/23 09:19:29 PM,8.680,,,,,,,
308,09/30/23 11:19:29 PM,8.182,,,,,,,
309,10/01/23 01:19:29 AM,7.582,,,,,,,
310,10/01/23 03:19:29 AM,7.381,,,,,,,
311,10/01/23 05:19:29 AM,6.775,,,,,,,
312,10/01/23 07:19:29 AM,6.370,,,,,,,
313,10/01/23 09:19:29 AM,7.280,,,,,,,
314,10/01/23 11:19:29 AM,10.455,,,,,,,
315,10/01/23 01:19:29 PM,12.497,,,,,,,
316,10/01/23 03:19:29 PM,12.497,,,,,,,
317,10/01/23 05:19:29 PM,12.013,,,,,,,
318,10/01/23 07:19:29 PM,10.357,,,,,,,
319,10/01/23 09:19:29 PM,8.879,,,,,,,
320,10/01/23 11:19:29 PM,7.782,,,,,,,
321,10/02/23 01:19:29 AM,6.978,,,,,,,
322,10/02/23 03:19:29 AM,6.370,,,,,,,
323,10/02/23 05:19:29 AM,5.757,,,,,,,
324,10/02/23 07:19:29 AM,5.655,,,,,,,
325,10/02/23 09:19:29 AM,5.552,,,,,,,
326,10/02/23 11:19:29 AM,8.082,,,,,,,
327,10/02/23 01:19:29 PM,11.139,,,,,,,
328,10/02/23 03:19:29 PM,10.944,,,,,,,
329,10/02/23 05:19:29 PM,10.161,,,,,,,
330,10/02/23 07:19:29 PM,8.581,,,,,,,
331,10/02/23 09:19:29 PM,6.877,,,,,,,
332,10/02/23 11:19:29 PM,5.860,,,,,,,
333,10/03/23 01:19:29 AM,4.727,,,,,,,
334,10/03/23 03:19:29 AM,3.578,,,,,,,
335,10/03/23 05:19:29 AM,2.943,,,,,,,
336,10/03/23 07:19:29 AM,2.517,,,,,,,
337,10/03/23 09:19:29 AM,2.195,,,,,,,
338,10/03/23 11:19:29 AM,2.624,,,,,,,
339,10/03/23 01:19:29 PM,4.311,,,,,,,
340,10/03/23 03:19:29 PM,6.064,,,,,,,
341,10/03/23 05:19:29 PM,6.573,,,,,,,
342,10/03/23 07:19:29 PM,3.788,,,,,,,
343,10/03/23 09:19:29 PM,2.624,,,,,,,
344,10/03/23 11:19:29 PM,2.517,,,,,,,
345,10/04/23 01:19:29 AM,2.195,,,,,,,
346,10/04/23 03:19:29 AM,1.548,,,,,,,
347,10/04/23 05:19:29 AM,1.221,,,,,,,
348,10/04/23 07:19:29 AM,1.003,,,,,,,
349,10/04/23 09:19:29 AM,1.112,,,,,,,
350,10/04/23 11:19:29 AM,3.261,,,,,,,
351,10/04/23 01:19:29 PM,5.962,,,,,,,
352,10/04/23 03:19:29 PM,7.179,,,,,,,
353,10/04/23 05:19:29 PM,6.775,,,,,,,
354,10/04/23 07:19:29 PM,4.831,,,,,,,
355,10/04/23 09:19:29 PM,3.472,,,,,,,
356,10/04/23 11:19:29 PM,2.624,,,,,,,
357,10/05/23 01:19:29 AM,2.195,,,,,,,
358,10/05/23 03:19:29 AM,2.088,,,,,,,
359,10/05/23 05:19:29 AM,1.872,,,,,,,
360,10/05/23 07:19:29 AM,1.330,,,,,,,
361,10/05/23 09:19:29 AM,1.872,,,,,,,
362,10/05/23 11:19:29 AM,4.623,,,,,,,
363,10/05/23 01:19:29 PM,7.280,,,,,,,
364,10/05/23 03:19:29 PM,9.373,,,,,,,
365,10/05/23 05:19:29 PM,9.373,,,,,,,
366,10/05/23 07:19:29 PM,7.079,,,,,,,
367,10/05/23 09:19:29 PM,5.450,,,,,,,
368,10/05/23 11:19:29 PM,4.415,,,,,,,
369,10/06/23 01:19:29 AM,3.472,,,,,,,
370,10/06/23 03:19:29 AM,3.367,,,,,,,
371,10/06/23 05:19:29 AM,2.943,,,,,,,
372,10/06/23 07:19:29 AM,2.195,,,,,,,
373,10/06/23 09:19:29 AM,2.410,,,,,,,
374,10/06/23 11:19:29 AM,3.683,,,,,,,
375,10/06/23 01:19:29 PM,8.082,,,,,,,
376,10/06/23 03:19:29 PM,11.334,,,,,,,
377,10/06/23 05:19:29 PM,11.334,,,,,,,
378,10/06/23 07:19:29 PM,8.779,,,,,,,
379,10/06/23 09:19:29 PM,6.674,,,,,,,
380,10/06/23 11:19:29 PM,5.347,,,,,,,
381,10/07/23 01:19:29 AM,4.519,,,,,,,
382,10/07/23 03:19:29 AM,3.998,,,,,,,
383,10/07/23 05:19:29 AM,3.472,,,,,,,
384,10/07/23 07:19:29 AM,2.837,,,,,,,
385,10/07/23 09:19:29 AM,3.788,,,,,,,
386,10/07/23 11:19:29 AM,7.079,,,,,,,
387,10/07/23 01:19:29 PM,10.944,,,,,,,
388,10/07/23 03:19:29 PM,12.883,,,,,,,
389,10/07/23 05:19:29 PM,12.594,,,,,,,
390,10/07/23 07:19:29 PM,9.768,,,,,,,
391,10/07/23 09:19:29 PM,7.582,,,,,,,
392,10/07/23 11:19:29 PM,5.962,,,,,,,
393,10/08/23 01:19:29 AM,5.141,,,,,,,
394,10/08/23 03:19:29 AM,4.519,,,,,,,
395,10/08/23 05:19:29 AM,4.207,,,,,,,
396,10/08/23 07:19:29 AM,3.683,,,,,,,
397,10/08/23 09:19:29 AM,4.415,,,,,,,
398,10/08/23 11:19:29 AM,7.481,,,,,,,
399,10/08/23 01:19:29 PM,11.139,,,,,,,
400,10/08/23 03:19:29 PM,13.365,,,,,,,
401,10/08/23 05:19:29 PM,13.269,,,,,,,
402,10/08/23 07:19:29 PM,10.357,,,,,,,
403,10/08/23 09:19:29 PM,8.082,,,,,,,
404,10/08/23 11:19:29 PM,6.674,,,,,,,
405,10/09/23 01:19:29 AM,5.347,,,,,,,
406,10/09/23 03:19:29 AM,4.519,,,,,,,
407,10/09/23 05:19:29 AM,4.311,,,,,,,
408,10/09/23 07:19:29 AM,4.102,,,,,,,
409,10/09/23 09:19:29 AM,4.727,,,,,,,
410,10/09/23 11:19:29 AM,7.481,,,,,,,
411,10/09/23 01:19:29 PM,10.748,,,,,,,
412,10/09/23 03:19:29 PM,12.980,,,,,,,
413,10/09/23 05:19:29 PM,11.916,,,,,,,
414,10/09/23 07:19:29 PM,9.571,,,,,,,
415,10/09/23 09:19:29 PM,7.481,,,,,,,
416,10/09/23 11:19:29 PM,5.757,,,,,,,
417,10/10/23 01:19:29 AM,4.831,,,,,,,
418,10/10/23 03:19:29 AM,3.998,,,,,,,
419,10/10/23 05:19:29 AM,3.155,,,,,,,
420,10/10/23 07:19:29 AM,2.517,,,,,,,
421,10/10/23 09:19:29 AM,3.578,,,,,,,
422,10/10/23 11:19:29 AM,7.079,,,,,,,
423,10/10/23 01:19:29 PM,10.455,,,,,,,
424,10/10/23 03:19:29 PM,12.013,,,,,,,
425,10/10/23 05:19:29 PM,10.846,,,,,,,
426,10/10/23 07:19:29 PM,8.581,,,,,,,
427,10/10/23 09:19:29 PM,7.280,,,,,,,
428,10/10/23 11:19:29 PM,6.064,,,,,,,
429,10/11/23 01:19:29 AM,5.244,,,,,,,
430,10/11/23 03:19:29 AM,4.831,,,,,,,
431,10/11/23 05:19:29 AM,4.102,,,,,,,
432,10/11/23 07:19:29 AM,3.788,,,,,,,
433,10/11/23 09:19:29 AM,4.623,,,,,,,
434,10/11/23 11:19:29 AM,6.674,,,,,,,
435,10/11/23 01:19:29 PM,5.860,,,,,,,
436,10/11/23 03:19:29 PM,5.655,,,,,,,
437,10/11/23 05:19:29 PM,4.415,,,,,,,
438,10/11/23 07:19:29 PM,3.683,,,,,,,
439,10/11/23 09:19:29 PM,3.049,,,,,,,
440,10/11/23 11:19:29 PM,2.624,,,,,,,
441,10/12/23 01:19:29 AM,2.410,,,,,,,
442,10/12/23 03:19:29 AM,2.195,,,,,,,
443,10/12/23 05:19:29 AM,1.656,,,,,,,
444,10/12/23 07:19:29 AM,1.221,,,,,,,
445,10/12/23 09:19:29 AM,1.003,,,,,,,
446,10/12/23 11:19:29 AM,0.893,,,,,,,
447,10/12/23 01:19:29 PM,1.003,,,,,,,
448,10/12/23 03:19:29 PM,0.784,,,,,,,
449,10/12/23 05:19:29 PM,0.453,,,,,,,
450,10/12/23 07:19:29 PM,0.232,,,,,,,
451,10/12/23 09:19:29 PM,0.010,,,,,,,
452,10/12/23 11:19:29 PM,0.010,,,,,,,
453,10/13/23 01:19:29 AM,-0.102,,,,,,,
454,10/13/23 03:19:29 AM,-0.437,,,,,,,
455,10/13/23 05:19:29 AM,-0.549,,,,,,,
456,10/13/23 07:19:29 AM,-0.662,,,,,,,
457,10/13/23 09:19:29 AM,-0.662,,,,,,,
458,10/13/23 11:19:29 AM,-0.102,,,,,,,
459,10/13/23 01:19:29 PM,0.893,,,,,,,
460,10/13/23 03:19:29 PM,3.998,,,,,,,
461,10/13/23 05:19:29 PM,4.207,,,,,,,
462,10/13/23 07:19:29 PM,1.980,,,,,,,
463,10/13/23 09:19:29 PM,0.893,,,,,,,
464,10/13/23 11:19:29 PM,0.232,,,,,,,
465,10/14/23 01:19:29 AM,-0.102,,,,,,,
466,10/14/23 03:19:29 AM,-0.102,,,,,,,
467,10/14/23 05:19:29 AM,-0.102,,,,,,,
468,10/14/23 07:19:29 AM,-0.325,,,,,,,
469,10/14/23 09:19:29 AM,-0.213,,,,,,,
470,10/14/23 11:19:29 AM,0.121,,,,,,,
471,10/14/23 01:19:29 PM,1.656,,,,,,,
472,10/14/23 03:19:29 PM,4.623,,,,,,,
473,10/14/23 05:19:29 PM,5.037,,,,,,,
474,10/14/23 07:19:29 PM,2.517,,,,,,,
475,10/14/23 09:19:29 PM,1.439,,,,,,,
476,10/14/23 11:19:29 PM,0.893,,,,,,,
477,10/15/23 01:19:29 AM,0.343,,,,,,,
478,10/15/23 03:19:29 AM,-0.102,,,,,,,
479,10/15/23 05:19:29 AM,-0.213,,,,,,,
480,10/15/23 07:19:29 AM,-0.437,,,,,,,
481,10/15/23 09:19:29 AM,-0.102,,,,,,,
482,10/15/23 11:19:29 AM,1.003,,,,,,,
483,10/15/23 01:19:29 PM,4.207,,,,,,,
484,10/15/23 03:19:29 PM,6.775,,,,,,,
485,10/15/23 05:19:29 PM,6.370,,,,,,,
